proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,measurement_protein_id,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,uniprot_length,coverage_per_lcr
Q5VZF2|ensembl_protein_id=ENSP00000267287|entry=MBNL2_HUMAN|source=pfam27|protein_name=Muscleblind-like,SEG,245,264,20,mRNA,domain_adjacent,disorder_rich_spacer_region,Q5VZF2|ensembl_protein_id=ENSP00000267287|entry=MBNL2_HUMAN|source=pfam27|protein_name=Muscleblind-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P37108|ensembl_protein_id=ENSP00000267884|entry=SRP14_HUMAN|source=pfam27|protein_name=Signal,SEG,101,134,34,ncRNA,domain_adjacent,disorder_rich_spacer_region,P37108|ensembl_protein_id=ENSP00000267884|entry=SRP14_HUMAN|source=pfam27|protein_name=Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H0W8|ensembl_protein_id=ENSP00000270066|entry=SMG9_HUMAN|source=pfam27|protein_name=Nonsense-mediated,SEG,78,92,15,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q9H0W8|ensembl_protein_id=ENSP00000270066|entry=SMG9_HUMAN|source=pfam27|protein_name=Nonsense-mediated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HC10|ensembl_protein_id=ENSP00000272371|entry=OTOF_HUMAN|source=pfam38|protein_name=Otoferlin,SEG,1964,1982,19,unknown,distal_terminal,hydrophobic_region,Q9HC10|ensembl_protein_id=ENSP00000272371|entry=OTOF_HUMAN|source=pfam38|protein_name=Otoferlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96HR8|ensembl_protein_id=ENSP00000274054|entry=NAF1_HUMAN|source=pfam27|protein_name=H/ACA,SEG,113,144,32,snoRNA,distal_terminal,disorder_rich_spacer_region,Q96HR8|ensembl_protein_id=ENSP00000274054|entry=NAF1_HUMAN|source=pfam27|protein_name=H/ACA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96HR8|ensembl_protein_id=ENSP00000274054|entry=NAF1_HUMAN|source=pfam27|protein_name=H/ACA,SEG,459,482,24,snoRNA,distal_terminal,aromatic_sticker_region,Q96HR8|ensembl_protein_id=ENSP00000274054|entry=NAF1_HUMAN|source=pfam27|protein_name=H/ACA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IZD4|ensembl_protein_id=ENSP00000280665|entry=DCP1B_HUMAN|source=pfam27|protein_name=mRNA-decapping,SEG,251,260,10,mRNA,interdomain_linker,aromatic_sticker_region,Q8IZD4|ensembl_protein_id=ENSP00000280665|entry=DCP1B_HUMAN|source=pfam27|protein_name=mRNA-decapping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T200|ensembl_protein_id=ENSP00000282007|entry=ZC3HD_HUMAN|source=pfam27|protein_name=Zinc,SEG,668,705,38,unknown,distal_terminal,disorder_rich_spacer_region,Q5T200|ensembl_protein_id=ENSP00000282007|entry=ZC3HD_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T200|ensembl_protein_id=ENSP00000282007|entry=ZC3HD_HUMAN|source=pfam27|protein_name=Zinc,SEG,734,779,46,unknown,distal_terminal,disorder_rich_spacer_region,Q5T200|ensembl_protein_id=ENSP00000282007|entry=ZC3HD_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2TBE0|ensembl_protein_id=ENSP00000282251|entry=C19L2_HUMAN|source=pfam27|protein_name=CWF19-like,SEG,76,100,25,mRNA,distal_terminal,basic_enriched_region,Q2TBE0|ensembl_protein_id=ENSP00000282251|entry=C19L2_HUMAN|source=pfam27|protein_name=CWF19-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47974|ensembl_protein_id=ENSP00000282388|entry=TISD_HUMAN|source=pfam27|protein_name=mRNA,SEG,287,315,29,mRNA,distal_terminal,disorder_rich_spacer_region,P47974|ensembl_protein_id=ENSP00000282388|entry=TISD_HUMAN|source=pfam27|protein_name=mRNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,SEG,444,474,31,mRNA,domain_adjacent,sr_rs_repeat_region,O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,SEG,706,723,18,mRNA,distal_terminal,disorder_rich_spacer_region,O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,SEG,917,933,17,mRNA,distal_terminal,disorder_rich_spacer_region,O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,SEG,940,981,42,mRNA,distal_terminal,polar_linker,O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,SEG,309,334,26,tRNA,distal_terminal,basic_enriched_region,O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,SEG,531,566,36,tRNA,distal_terminal,acidic_region,O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q86SE8|ensembl_protein_id=ENSP00000289820|entry=NPM2_HUMAN|source=pfam27|protein_name=Nucleoplasmin-2,SEG,128,149,22,pre-rRNA,domain_adjacent,acidic_region,Q86SE8|ensembl_protein_id=ENSP00000289820|entry=NPM2_HUMAN|source=pfam27|protein_name=Nucleoplasmin-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5SZQ8|ensembl_protein_id=ENSP00000290585|entry=CELF3_HUMAN|source=pfam27|protein_name=CUGBP,SEG,351,372,22,mRNA,interdomain_linker,disorder_rich_spacer_region,Q5SZQ8|ensembl_protein_id=ENSP00000290585|entry=CELF3_HUMAN|source=pfam27|protein_name=CUGBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NQ29|ensembl_protein_id=ENSP00000293872|entry=LUC7L_HUMAN|source=pfam27|protein_name=Putative,SEG,261,287,27,mRNA,domain_adjacent,sr_rs_repeat_region,Q9NQ29|ensembl_protein_id=ENSP00000293872|entry=LUC7L_HUMAN|source=pfam27|protein_name=Putative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0AV96|ensembl_protein_id=ENSP00000295971|entry=RBM47_HUMAN|source=pfam38|protein_name=RNA-binding,SEG,486,501,16,mRNA,distal_terminal,disorder_rich_spacer_region,A0AV96|ensembl_protein_id=ENSP00000295971|entry=RBM47_HUMAN|source=pfam38|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O14776|ensembl_protein_id=ENSP00000296702|entry=TCRG1_HUMAN|source=pfam27|protein_name=Transcription,SEG,177,255,79,mRNA,unclassified_no_pfam,disorder_rich_spacer_region,O14776|ensembl_protein_id=ENSP00000296702|entry=TCRG1_HUMAN|source=pfam27|protein_name=Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O14776|ensembl_protein_id=ENSP00000296702|entry=TCRG1_HUMAN|source=pfam27|protein_name=Transcription,SEG,270,290,21,mRNA,unclassified_no_pfam,serine_rich_region,O14776|ensembl_protein_id=ENSP00000296702|entry=TCRG1_HUMAN|source=pfam27|protein_name=Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95391|ensembl_protein_id=ENSP00000297151|entry=SLU7_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,SEG,491,506,16,mRNA,distal_terminal,basic_enriched_region,O95391|ensembl_protein_id=ENSP00000297151|entry=SLU7_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TA86|ensembl_protein_id=ENSP00000297157|entry=RP9_HUMAN|source=pfam27|protein_name=Retinitis,SEG,181,213,33,snRNA,unclassified_no_pfam,basic_enriched_region,Q8TA86|ensembl_protein_id=ENSP00000297157|entry=RP9_HUMAN|source=pfam27|protein_name=Retinitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P62314|ensembl_protein_id=ENSP00000300413|entry=SMD1_HUMAN|source=pfam27;pfam38|protein_name=Small,SEG,96,118,23,snRNA,domain_adjacent,rg_rgg_repeat_region,P62314|ensembl_protein_id=ENSP00000300413|entry=SMD1_HUMAN|source=pfam27;pfam38|protein_name=Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15287|ensembl_protein_id=ENSP00000301730|entry=RNPS1_HUMAN|source=pfam38|protein_name=RNA-binding,SEG,64,129,66,mRNA,domain_adjacent,sr_rs_repeat_region,Q15287|ensembl_protein_id=ENSP00000301730|entry=RNPS1_HUMAN|source=pfam38|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1KMD3|ensembl_protein_id=ENSP00000301785|entry=HNRL2_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,73,95,23,mRNA,domain_adjacent,acidic_region,Q1KMD3|ensembl_protein_id=ENSP00000301785|entry=HNRL2_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51608|ensembl_protein_id=ENSP00000301948|entry=MECP2_HUMAN|source=pfam27|protein_name=Methyl-CpG-binding,SEG,380,396,17,mRNA,distal_terminal,disorder_rich_spacer_region,P51608|ensembl_protein_id=ENSP00000301948|entry=MECP2_HUMAN|source=pfam27|protein_name=Methyl-CpG-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17480|ensembl_protein_id=ENSP00000302640|entry=UBF1_HUMAN|source=pfam27|protein_name=Nucleolar,SEG,677,697,21,pre-rRNA,unclassified_no_pfam,acidic_region,P17480|ensembl_protein_id=ENSP00000302640|entry=UBF1_HUMAN|source=pfam27|protein_name=Nucleolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17480|ensembl_protein_id=ENSP00000302640|entry=UBF1_HUMAN|source=pfam27|protein_name=Nucleolar,SEG,718,743,26,pre-rRNA,unclassified_no_pfam,acidic_region,P17480|ensembl_protein_id=ENSP00000302640|entry=UBF1_HUMAN|source=pfam27|protein_name=Nucleolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P17480|ensembl_protein_id=ENSP00000302640|entry=UBF1_HUMAN|source=pfam27|protein_name=Nucleolar,SEG,741,763,23,pre-rRNA,unclassified_no_pfam,acidic_region,P17480|ensembl_protein_id=ENSP00000302640|entry=UBF1_HUMAN|source=pfam27|protein_name=Nucleolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15696|ensembl_protein_id=ENSP00000303015|entry=U2AFM_HUMAN|source=pfam27|protein_name=U2,SEG,426,469,44,mRNA,distal_terminal,sr_rs_repeat_region,Q15696|ensembl_protein_id=ENSP00000303015|entry=U2AFM_HUMAN|source=pfam27|protein_name=U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7Z570|ensembl_protein_id=ENSP00000303252|entry=Z804A_HUMAN|source=pfam38|protein_name=Zinc,SEG,1106,1118,13,unknown,distal_terminal,disorder_rich_spacer_region,Q7Z570|ensembl_protein_id=ENSP00000303252|entry=Z804A_HUMAN|source=pfam38|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NZJ5|ensembl_protein_id=ENSP00000307235|entry=E2AK3_HUMAN|source=pfam27|protein_name=Eukaryotic,SEG,7,25,19,mRNA,unclassified_no_pfam,hydrophobic_region,Q9NZJ5|ensembl_protein_id=ENSP00000307235|entry=E2AK3_HUMAN|source=pfam27|protein_name=Eukaryotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BWF3|ensembl_protein_id=ENSP00000309166|entry=RBM4_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,281,298,18,mRNA,distal_terminal,disorder_rich_spacer_region,Q9BWF3|ensembl_protein_id=ENSP00000309166|entry=RBM4_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,SEG,566,579,14,ncRNA,distal_terminal,basic_enriched_region,Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQ04|ensembl_protein_id=ENSP00000310471|entry=RBM4B_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,280,296,17,mRNA,distal_terminal,disorder_rich_spacer_region,Q9BQ04|ensembl_protein_id=ENSP00000310471|entry=RBM4B_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,SEG,159,181,23,snoRNA,distal_terminal,acidic_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UHB9|ensembl_protein_id=ENSP00000312066|entry=SRP68_HUMAN|source=pfam27|protein_name=Signal,SEG,8,34,27,ncRNA,unclassified_no_pfam,gs_rich_neutral_region,Q9UHB9|ensembl_protein_id=ENSP00000312066|entry=SRP68_HUMAN|source=pfam27|protein_name=Signal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q86YN6|ensembl_protein_id=ENSP00000312649|entry=PRGC2_HUMAN|source=pfam27|protein_name=Peroxisome,SEG,429,449,21,unknown,distal_terminal,acidic_region,Q86YN6|ensembl_protein_id=ENSP00000312649|entry=PRGC2_HUMAN|source=pfam27|protein_name=Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q86YN6|ensembl_protein_id=ENSP00000312649|entry=PRGC2_HUMAN|source=pfam27|protein_name=Peroxisome,SEG,806,823,18,unknown,distal_terminal,acidic_region,Q86YN6|ensembl_protein_id=ENSP00000312649|entry=PRGC2_HUMAN|source=pfam27|protein_name=Peroxisome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13151|ensembl_protein_id=ENSP00000316042|entry=ROA0_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,180,203,24,mRNA,domain_adjacent,rg_rgg_repeat_region,Q13151|ensembl_protein_id=ENSP00000316042|entry=ROA0_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13151|ensembl_protein_id=ENSP00000316042|entry=ROA0_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,211,240,30,mRNA,distal_terminal,aromatic_sticker_region,Q13151|ensembl_protein_id=ENSP00000316042|entry=ROA0_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13151|ensembl_protein_id=ENSP00000316042|entry=ROA0_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,269,287,19,mRNA,distal_terminal,gs_rich_neutral_region,Q13151|ensembl_protein_id=ENSP00000316042|entry=ROA0_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13151|ensembl_protein_id=ENSP00000316042|entry=ROA0_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,286,303,18,mRNA,distal_terminal,gs_rich_neutral_region,Q13151|ensembl_protein_id=ENSP00000316042|entry=ROA0_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15022|ensembl_protein_id=ENSP00000316578|entry=SUZ12_HUMAN|source=pfam27|protein_name=Polycomb,SEG,6,27,22,ncRNA,unclassified_no_pfam,gs_rich_neutral_region,Q15022|ensembl_protein_id=ENSP00000316578|entry=SUZ12_HUMAN|source=pfam27|protein_name=Polycomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15022|ensembl_protein_id=ENSP00000316578|entry=SUZ12_HUMAN|source=pfam27|protein_name=Polycomb,SEG,36,52,17,ncRNA,unclassified_no_pfam,gs_rich_neutral_region,Q15022|ensembl_protein_id=ENSP00000316578|entry=SUZ12_HUMAN|source=pfam27|protein_name=Polycomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15022|ensembl_protein_id=ENSP00000316578|entry=SUZ12_HUMAN|source=pfam27|protein_name=Polycomb,SEG,46,66,21,ncRNA,unclassified_no_pfam,gs_rich_neutral_region,Q15022|ensembl_protein_id=ENSP00000316578|entry=SUZ12_HUMAN|source=pfam27|protein_name=Polycomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7Z6E9|ensembl_protein_id=ENSP00000317872|entry=RBBP6_HUMAN|source=pfam27|protein_name=E3,SEG,334,351,18,mRNA,distal_terminal,disorder_rich_spacer_region,Q7Z6E9|ensembl_protein_id=ENSP00000317872|entry=RBBP6_HUMAN|source=pfam27|protein_name=E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7Z6E9|ensembl_protein_id=ENSP00000317872|entry=RBBP6_HUMAN|source=pfam27|protein_name=E3,SEG,1726,1749,24,mRNA,distal_terminal,basic_enriched_region,Q7Z6E9|ensembl_protein_id=ENSP00000317872|entry=RBBP6_HUMAN|source=pfam27|protein_name=E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,SEG,142,168,27,snoRNA,distal_terminal,acidic_region,P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,SEG,183,208,26,snoRNA,distal_terminal,acidic_region,P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,SEG,233,270,38,snoRNA,domain_adjacent,acidic_region,P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,SEG,650,697,48,snoRNA,domain_adjacent,rg_rgg_repeat_region,P19338|ensembl_protein_id=ENSP00000318195|entry=NUCL_HUMAN|source=pfam27|protein_name=Nucleolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13435|ensembl_protein_id=ENSP00000318861|entry=SF3B2_HUMAN|source=pfam27|protein_name=Splicing,SEG,90,119,30,mRNA,interdomain_linker,disorder_rich_spacer_region,Q13435|ensembl_protein_id=ENSP00000318861|entry=SF3B2_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13435|ensembl_protein_id=ENSP00000318861|entry=SF3B2_HUMAN|source=pfam27|protein_name=Splicing,SEG,709,729,21,mRNA,distal_terminal,acidic_region,Q13435|ensembl_protein_id=ENSP00000318861|entry=SF3B2_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7KZ85|ensembl_protein_id=ENSP00000319104|entry=SPT6H_HUMAN|source=pfam27|protein_name=Transcription,SEG,31,42,12,mRNA,distal_terminal,acidic_region,Q7KZ85|ensembl_protein_id=ENSP00000319104|entry=SPT6H_HUMAN|source=pfam27|protein_name=Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NAF0|ensembl_protein_id=ENSP00000320188|entry=ZN579_HUMAN|source=pfam27|protein_name=Zinc,SEG,15,35,21,unknown,domain_adjacent,rg_rgg_repeat_region,Q8NAF0|ensembl_protein_id=ENSP00000320188|entry=ZN579_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BWU0|ensembl_protein_id=ENSP00000323837|entry=NADAP_HUMAN|source=pfam27|protein_name=Kanadaptin,SEG,587,615,29,unknown,distal_terminal,acidic_region,Q9BWU0|ensembl_protein_id=ENSP00000323837|entry=NADAP_HUMAN|source=pfam27|protein_name=Kanadaptin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NDV7|ensembl_protein_id=ENSP00000326900|entry=TNR6A_HUMAN|source=pfam27|protein_name=Trinucleotide,SEG,92,126,35,mRNA,distal_terminal,polar_linker,Q8NDV7|ensembl_protein_id=ENSP00000326900|entry=TNR6A_HUMAN|source=pfam27|protein_name=Trinucleotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P9B9|ensembl_protein_id=ENSP00000327889|entry=INT5_HUMAN|source=pfam27|protein_name=Integrator,SEG,253,267,15,snRNA,interdomain_linker,gs_rich_neutral_region,Q6P9B9|ensembl_protein_id=ENSP00000327889|entry=INT5_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P98175|ensembl_protein_id=ENSP00000328848|entry=RBM10_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,112,124,13,mRNA,domain_adjacent,acidic_region,P98175|ensembl_protein_id=ENSP00000328848|entry=RBM10_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6ZN04|ensembl_protein_id=ENSP00000329918|entry=MEX3B_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,12,24,13,mRNA,domain_adjacent,gs_rich_neutral_region,Q6ZN04|ensembl_protein_id=ENSP00000329918|entry=MEX3B_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6ZN04|ensembl_protein_id=ENSP00000329918|entry=MEX3B_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,392,407,16,mRNA,distal_terminal,disorder_rich_spacer_region,Q6ZN04|ensembl_protein_id=ENSP00000329918|entry=MEX3B_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6ZN04|ensembl_protein_id=ENSP00000329918|entry=MEX3B_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,490,508,19,mRNA,distal_terminal,disorder_rich_spacer_region,Q6ZN04|ensembl_protein_id=ENSP00000329918|entry=MEX3B_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0QYK0|ensembl_protein_id=ENSP00000330516|entry=B0QYK0_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,428,453,26,mRNA,interdomain_linker,disorder_rich_spacer_region,B0QYK0|ensembl_protein_id=ENSP00000330516|entry=B0QYK0_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0QYK0|ensembl_protein_id=ENSP00000330516|entry=B0QYK0_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,521,538,18,mRNA,domain_adjacent,rg_rgg_repeat_region,B0QYK0|ensembl_protein_id=ENSP00000330516|entry=B0QYK0_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0QYK0|ensembl_protein_id=ENSP00000330516|entry=B0QYK0_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,549,565,17,mRNA,domain_adjacent,rg_rgg_repeat_region,B0QYK0|ensembl_protein_id=ENSP00000330516|entry=B0QYK0_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q00577|ensembl_protein_id=ENSP00000332706|entry=PURA_HUMAN|source=pfam27|protein_name=Transcriptional,SEG,17,52,36,mRNA,domain_adjacent,gs_rich_neutral_region,Q00577|ensembl_protein_id=ENSP00000332706|entry=PURA_HUMAN|source=pfam27|protein_name=Transcriptional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F8W6I7|ensembl_protein_id=ENSP00000333504|entry=F8W6I7_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,289,303,15,mRNA,domain_adjacent,gs_rich_neutral_region,F8W6I7|ensembl_protein_id=ENSP00000333504|entry=F8W6I7_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WXA9|ensembl_protein_id=ENSP00000334538|entry=SREK1_HUMAN|source=pfam27|protein_name=Splicing,SEG,278,294,17,mRNA,distal_terminal,disorder_rich_spacer_region,Q8WXA9|ensembl_protein_id=ENSP00000334538|entry=SREK1_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WXA9|ensembl_protein_id=ENSP00000334538|entry=SREK1_HUMAN|source=pfam27|protein_name=Splicing,SEG,370,395,26,mRNA,distal_terminal,sr_rs_repeat_region,Q8WXA9|ensembl_protein_id=ENSP00000334538|entry=SREK1_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92973|ensembl_protein_id=ENSP00000336712|entry=TNPO1_HUMAN|source=pfam27|protein_name=Transportin-1,SEG,357,375,19,mRNA,distal_terminal,acidic_region,Q92973|ensembl_protein_id=ENSP00000336712|entry=TNPO1_HUMAN|source=pfam27|protein_name=Transportin-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PKG0|ensembl_protein_id=ENSP00000336721|entry=LARP1_HUMAN|source=pfam27|protein_name=La-related,SEG,91,111,21,mRNA,distal_terminal,disorder_rich_spacer_region,Q6PKG0|ensembl_protein_id=ENSP00000336721|entry=LARP1_HUMAN|source=pfam27|protein_name=La-related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
