uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
P15918,unknown,1043.0,7,224,0.21476510067114093,3+,AlcoR
P16383,mRNA,781.0,1,21,0.026888604353393086,1,AlcoR
P16989,mRNA,372.0,1,372,1.0,1,AlcoR
P17039,unknown,623.0,2,30,0.048154093097913325,2,AlcoR
P17480,pre-rRNA,764.0,1,14,0.01832460732984293,1,AlcoR
P18583,mRNA,2426.0,2,30,0.01236603462489695,2,AlcoR
P19525,ncRNA,551.0,3,161,0.29219600725952816,3+,AlcoR
P21128,snoRNA,410.0,1,120,0.2926829268292683,1,AlcoR
P21399,mRNA,889.0,1,6,0.006749156355455568,1,AlcoR
P21506,unknown,573.0,3,58,0.1012216404886562,3+,AlcoR
P22314,mRNA,1058.0,4,108,0.10207939508506617,3+,AlcoR
P25311,unknown,298.0,1,13,0.0436241610738255,1,AlcoR
P25398,ribosomal protein,132.0,1,42,0.3181818181818182,1,AlcoR
P26358,ncRNA,1616.0,2,81,0.05012376237623763,2,AlcoR
P26599,mRNA,557.0,2,44,0.07899461400359066,2,AlcoR
P26639,tRNA,723.0,8,203,0.28077455048409405,3+,AlcoR
P26641,tRNA,437.0,2,29,0.06636155606407322,2,AlcoR
P29692,tRNA,281.0,2,44,0.15658362989323843,2,AlcoR
P29728,ncRNA,719.0,2,60,0.08344923504867872,2,AlcoR
P31483,mRNA,386.0,4,86,0.22279792746113988,3+,AlcoR
P31943,mRNA,449.0,3,276,0.6146993318485523,3+,AlcoR
P31944,unknown,242.0,2,234,0.9669421487603306,2,AlcoR
P32969,ribosomal protein,192.0,1,22,0.11458333333333333,1,AlcoR
P33240,mRNA,577.0,2,33,0.05719237435008666,2,AlcoR
P35789,unknown,620.0,1,12,0.01935483870967742,1,AlcoR
P38398,ncRNA,1863.0,6,761,0.40848094471282875,3+,AlcoR
P40429,ribosomal protein,203.0,4,95,0.46798029556650245,3+,AlcoR
P41250,tRNA,739.0,15,294,0.39783491204330174,3+,AlcoR
P41252,tRNA,1262.0,3,185,0.14659270998415214,3+,AlcoR
P42285,diverse,1042.0,4,366,0.3512476007677543,3+,AlcoR
P42694,mRNA,1942.0,4,730,0.37590113285272914,3+,AlcoR
P43243,mRNA,847.0,2,768,0.9067296340023613,2,AlcoR
P43897,mRNA,325.0,1,325,1.0,1,AlcoR
P46087,pre-rRNA,812.0,2,640,0.7881773399014779,2,AlcoR
P46100,unknown,2492.0,2,318,0.1276083467094703,2,AlcoR
P49411,mRNA,455.0,5,82,0.18021978021978022,3+,AlcoR
P49588,tRNA,968.0,3,90,0.09297520661157024,3+,AlcoR
P49589,tRNA,748.0,5,110,0.14705882352941177,3+,AlcoR
P49590,tRNA,506.0,1,12,0.023715415019762844,1,AlcoR
P49642,diverse,420.0,1,17,0.04047619047619048,1,AlcoR
P49760,mRNA,499.0,1,499,1.0,1,AlcoR
P49761,mRNA,490.0,2,317,0.6469387755102041,2,AlcoR
P49770,mRNA,351.0,1,31,0.08831908831908832,1,AlcoR
P49790,diverse,1475.0,6,92,0.062372881355932205,3+,AlcoR
P49792,mRNA,3224.0,3,240,0.07444168734491315,3+,AlcoR
P50750,ncRNA,372.0,2,290,0.7795698924731183,2,AlcoR
P50914,ribosomal protein,215.0,4,59,0.2744186046511628,3+,AlcoR
P51114,mRNA,621.0,1,12,0.01932367149758454,1,AlcoR
P51116,mRNA,673.0,2,458,0.6805349182763745,2,AlcoR
P51508,unknown,661.0,1,60,0.0907715582450832,1,AlcoR
P51825,mRNA,1210.0,4,147,0.12148760330578512,3+,AlcoR
P51843,mRNA,470.0,3,143,0.30425531914893617,3+,AlcoR
P51991,mRNA,378.0,1,378,1.0,1,AlcoR
P52272,mRNA,730.0,1,13,0.01780821917808219,1,AlcoR
P52597,mRNA,415.0,1,18,0.043373493975903614,1,AlcoR
P52815,ribosomal protein,198.0,2,56,0.2828282828282828,2,AlcoR
P54136,tRNA,660.0,1,36,0.05454545454545454,1,AlcoR
P54253,mRNA,815.0,2,380,0.4662576687116564,2,AlcoR
P54577,tRNA,528.0,1,26,0.04924242424242424,1,AlcoR
P55010,mRNA,431.0,1,3,0.0069605568445475635,1,AlcoR
P56182,pre-rRNA,461.0,2,200,0.43383947939262474,2,AlcoR
P56270,unknown,477.0,5,237,0.4968553459119497,3+,AlcoR
P57052,mRNA,281.0,1,39,0.1387900355871886,1,AlcoR
P57081,tRNA,412.0,4,86,0.2087378640776699,3+,AlcoR
P57678,snRNA,1058.0,1,6,0.005671077504725898,1,AlcoR
P57772,tRNA,596.0,2,27,0.04530201342281879,2,AlcoR
P60842,mRNA,406.0,2,171,0.4211822660098522,2,AlcoR
P61129,unknown,1189.0,11,198,0.1665264928511354,3+,AlcoR
P61970,mRNA,127.0,1,127,1.0,1,AlcoR
P62241,ribosomal protein,208.0,4,82,0.3942307692307692,3+,AlcoR
P62249,ribosomal protein,146.0,1,146,1.0,1,AlcoR
P62269,ribosomal protein,152.0,1,126,0.8289473684210527,1,AlcoR
P62277,ribosomal protein,151.0,2,150,0.9933774834437086,2,AlcoR
P62304,snRNA,92.0,2,21,0.22826086956521738,2,AlcoR
P62316,snRNA,118.0,1,14,0.11864406779661017,1,AlcoR
P62633,mRNA,177.0,1,96,0.5423728813559322,1,AlcoR
P62701,ribosomal protein,263.0,1,12,0.045627376425855515,1,AlcoR
P62750,ribosomal protein,156.0,1,12,0.07692307692307693,1,AlcoR
P62753,ribosomal protein,249.0,1,16,0.0642570281124498,1,AlcoR
P62826,mRNA,216.0,1,216,1.0,1,AlcoR
P62851,ribosomal protein,125.0,2,61,0.488,2,AlcoR
P62861,ribosomal protein,133.0,3,100,0.7518796992481203,3+,AlcoR
P62875,mRNA,67.0,1,11,0.16417910447761194,1,AlcoR
P62888,ribosomal protein,115.0,1,7,0.06086956521739131,1,AlcoR
P62891,ribosomal protein,51.0,1,16,0.3137254901960784,1,AlcoR
P62995,mRNA,288.0,1,242,0.8402777777777778,1,AlcoR
P67809,mRNA,324.0,2,31,0.09567901234567901,2,AlcoR
P68104,tRNA,462.0,4,146,0.31601731601731603,3+,AlcoR
P78316,pre-rRNA,857.0,1,15,0.01750291715285881,1,AlcoR
P78317,unknown,190.0,1,52,0.2736842105263158,1,AlcoR
P78346,ncRNA,268.0,1,12,0.04477611940298507,1,AlcoR
P78563,mRNA,741.0,3,307,0.4143049932523617,3+,AlcoR
P82675,ribosomal protein,430.0,1,44,0.10232558139534884,1,AlcoR
P82912,ribosomal protein,194.0,1,25,0.12886597938144329,1,AlcoR
P82979,mRNA,210.0,2,33,0.15714285714285714,2,AlcoR
P84022,ncRNA,425.0,4,111,0.2611764705882353,3+,AlcoR
P84103,mRNA,164.0,1,59,0.3597560975609756,1,AlcoR
P86452,unknown,979.0,1,390,0.3983656792645557,1,AlcoR
Q00059,mRNA,246.0,2,206,0.8373983739837398,2,AlcoR
Q00341,mRNA,1268.0,1,14,0.011041009463722398,1,AlcoR
Q00839,mRNA,825.0,1,357,0.43272727272727274,1,AlcoR
Q01085,mRNA,375.0,1,181,0.4826666666666667,1,AlcoR
Q01130,mRNA,221.0,3,148,0.669683257918552,3+,AlcoR
Q01844,unknown,656.0,3,453,0.6905487804878049,3+,AlcoR
Q04637,mRNA,1599.0,1,98,0.06128830519074421,1,AlcoR
Q05048,mRNA,431.0,4,190,0.4408352668213457,3+,AlcoR
Q05519,mRNA,484.0,2,478,0.987603305785124,2,AlcoR
Q05639,tRNA,463.0,2,36,0.07775377969762419,2,AlcoR
Q06265,diverse,439.0,4,119,0.27107061503416857,3+,AlcoR
Q06787,mRNA,632.0,2,137,0.21677215189873417,2,AlcoR
Q07021,mRNA,282.0,2,30,0.10638297872340426,2,AlcoR
Q07352,mRNA,338.0,2,330,0.9763313609467456,2,AlcoR
Q07666,mRNA,443.0,2,440,0.9932279909706546,2,AlcoR
Q07864,unknown,2286.0,9,152,0.06649168853893263,3+,AlcoR
Q08117,unknown,197.0,1,167,0.8477157360406091,1,AlcoR
Q08170,mRNA,494.0,2,167,0.33805668016194335,2,AlcoR
Q08211,ncRNA,1270.0,1,18,0.014173228346456693,1,AlcoR
Q08AF3,unknown,891.0,2,27,0.030303030303030304,2,AlcoR
Q09161,mRNA,790.0,1,13,0.016455696202531647,1,AlcoR
Q12788,snoRNA,808.0,5,79,0.09777227722772278,3+,AlcoR
Q12872,mRNA,951.0,1,12,0.012618296529968454,1,AlcoR
Q12905,mRNA,390.0,1,390,1.0,1,AlcoR
Q12906,mRNA,894.0,1,21,0.02348993288590604,1,AlcoR
Q12996,mRNA,717.0,2,709,0.9888423988842399,2,AlcoR
Q13064,mRNA,507.0,1,299,0.5897435897435898,1,AlcoR
Q13117,mRNA,558.0,1,281,0.503584229390681,1,AlcoR
Q13148,mRNA,414.0,1,197,0.4758454106280193,1,AlcoR
Q13151,mRNA,305.0,1,305,1.0,1,AlcoR
Q13325,tRNA,482.0,6,269,0.558091286307054,3+,AlcoR
Q13360,unknown,481.0,1,20,0.04158004158004158,1,AlcoR
Q13405,ribosomal protein,166.0,4,75,0.45180722891566266,3+,AlcoR
Q13428,pre-rRNA,1488.0,9,888,0.5967741935483871,3+,AlcoR
Q13523,snRNA,1007.0,6,220,0.21847070506454816,3+,AlcoR
Q13595,mRNA,282.0,1,25,0.08865248226950355,1,AlcoR
Q13769,mRNA,683.0,2,34,0.04978038067349927,2,AlcoR
Q13823,pre-rRNA,731.0,1,23,0.03146374829001368,1,AlcoR
Q13895,pre-rRNA,437.0,2,363,0.8306636155606407,2,AlcoR
Q14011,mRNA,172.0,1,57,0.3313953488372093,1,AlcoR
Q14137,pre-rRNA,746.0,2,26,0.03485254691689008,2,AlcoR
Q14146,pre-rRNA,1524.0,6,155,0.10170603674540682,3+,AlcoR
Q14147,mRNA,1143.0,11,189,0.16535433070866143,3+,AlcoR
Q14151,mRNA,953.0,8,400,0.4197271773347324,3+,AlcoR
Q14152,mRNA,1382.0,3,1028,0.743849493487699,3+,AlcoR
Q14204,mRNA,4646.0,26,791,0.17025398191993113,3+,AlcoR
Q14249,diverse,297.0,7,134,0.4511784511784512,3+,AlcoR
Q14258,mRNA,630.0,1,24,0.0380952380952381,1,AlcoR
Q14493,mRNA,270.0,5,121,0.44814814814814813,3+,AlcoR
Q14562,mRNA,1220.0,13,409,0.33524590163934426,3+,AlcoR
Q14576,mRNA,367.0,2,361,0.9836512261580381,2,AlcoR
Q14587,unknown,947.0,3,238,0.25131995776135163,3+,AlcoR
Q14657,tRNA,143.0,1,143,1.0,1,AlcoR
Q14671,mRNA,1186.0,6,638,0.5379426644182125,3+,AlcoR
Q14684,pre-rRNA,758.0,9,510,0.6728232189973615,3+,AlcoR
Q14690,snoRNA,1871.0,1,21,0.01122394441475147,1,AlcoR
Q14694,mRNA,798.0,1,19,0.023809523809523808,1,AlcoR
Q14839,unknown,1912.0,6,1035,0.5413179916317992,3+,AlcoR
Q14966,mRNA,1978.0,5,569,0.28766430738119314,3+,AlcoR
Q14974,mRNA,876.0,4,233,0.2659817351598174,3+,AlcoR
Q15007,mRNA,396.0,2,130,0.3282828282828283,2,AlcoR
Q15029,tRNA,972.0,5,378,0.3888888888888889,3+,AlcoR
Q15061,pre-rRNA,677.0,3,66,0.09748892171344166,3+,AlcoR
Q15185,ncRNA,160.0,1,13,0.08125,1,AlcoR
Q15269,snoRNA,919.0,7,263,0.28618063112078346,3+,AlcoR
Q15366,mRNA,365.0,1,241,0.6602739726027397,1,AlcoR
Q15393,mRNA,1217.0,3,340,0.27937551355792933,3+,AlcoR
Q15424,mRNA,915.0,5,535,0.5846994535519126,3+,AlcoR
Q15459,snRNA,793.0,2,588,0.7414880201765448,2,AlcoR
Q15477,mRNA,1246.0,2,34,0.027287319422150885,2,AlcoR
Q15717,mRNA,326.0,1,175,0.5368098159509203,1,AlcoR
Q15797,ncRNA,465.0,1,15,0.03225806451612903,1,AlcoR
Q16206,mRNA,610.0,1,41,0.06721311475409836,1,AlcoR
Q16587,unknown,644.0,2,418,0.6490683229813664,2,AlcoR
Q16594,snoRNA,264.0,1,235,0.8901515151515151,1,AlcoR
Q16629,mRNA,238.0,1,65,0.27310924369747897,1,AlcoR
Q16637,snRNA,294.0,1,294,1.0,1,AlcoR
Q17RN3,unknown,349.0,1,14,0.04011461318051576,1,AlcoR
Q2NKX8,unknown,1250.0,4,63,0.0504,3+,AlcoR
Q2VPK5,tRNA,515.0,2,157,0.3048543689320388,2,AlcoR
Q2WGJ9,unknown,1857.0,2,210,0.11308562197092084,2,AlcoR
Q32MZ4,ncRNA,808.0,2,562,0.6955445544554455,2,AlcoR
Q3L8U1,unknown,2897.0,11,1730,0.5971694856748361,3+,AlcoR
Q3SXZ3,unknown,478.0,1,23,0.04811715481171548,1,AlcoR
Q460N5,unknown,1801.0,3,376,0.2087729039422543,3+,AlcoR
Q499Z4,unknown,452.0,1,67,0.14823008849557523,1,AlcoR
Q4VXA5,mRNA,237.0,1,21,0.08860759493670886,1,AlcoR
Q4VXU2,mRNA,619.0,1,22,0.035541195476575124,1,AlcoR
Q4ZG55,unknown,1949.0,2,24,0.012314007183170857,2,AlcoR
Q53EL6,mRNA,469.0,7,221,0.47121535181236673,3+,AlcoR
Q53F19,unknown,620.0,2,24,0.03870967741935484,2,AlcoR
Q53GL7,unknown,1025.0,2,95,0.09268292682926829,2,AlcoR
Q53R41,mRNA,847.0,1,15,0.01770956316410862,1,AlcoR
Q58A45,mRNA,887.0,2,583,0.657271702367531,2,AlcoR
Q5CZA5,unknown,627.0,3,512,0.8165869218500797,3+,AlcoR
Q5FWF4,unknown,1079.0,3,85,0.07877664504170528,3+,AlcoR
Q5GAN4,unknown,147.0,2,139,0.9455782312925171,2,AlcoR
Q5HYM0,diverse,836.0,1,135,0.16148325358851676,1,AlcoR
Q5JPI9,tRNA,236.0,1,236,1.0,1,AlcoR
Q5JSQ8,mRNA,128.0,1,12,0.09375,1,AlcoR
Q5JTH9,pre-rRNA,1297.0,6,1115,0.8596761757902853,3+,AlcoR
Q5MCW4,unknown,686.0,3,58,0.08454810495626822,3+,AlcoR
Q5QJE6,pre-rRNA,756.0,1,109,0.14417989417989419,1,AlcoR
Q5QPL9,mRNA,237.0,1,157,0.6624472573839663,1,AlcoR
Q5RL73,mRNA,367.0,1,14,0.03814713896457766,1,AlcoR
Q5ST30,tRNA,1063.0,2,549,0.5164628410159925,2,AlcoR
Q5SZ64,mRNA,190.0,1,190,1.0,1,AlcoR
Q5SZQ8,mRNA,465.0,1,17,0.03655913978494624,1,AlcoR
Q5T1V6,mRNA,619.0,8,220,0.3554119547657512,3+,AlcoR
Q5T200,unknown,1668.0,2,368,0.22062350119904076,2,AlcoR
Q5T280,unknown,376.0,1,132,0.35106382978723405,1,AlcoR
Q5T481,mRNA,1227.0,2,320,0.26079869600651995,2,AlcoR
Q5T5C7,tRNA,536.0,4,60,0.11194029850746269,3+,AlcoR
Q5T6F2,mRNA,1119.0,3,55,0.049151027703306524,3+,AlcoR
Q5T760,mRNA,491.0,2,435,0.8859470468431772,2,AlcoR
Q5T7F5,mRNA,372.0,1,28,0.07526881720430108,1,AlcoR
Q5T890,unknown,1561.0,5,1028,0.6585522101217168,3+,AlcoR
Q5T8I9,ncRNA,393.0,1,18,0.04580152671755725,1,AlcoR
Q5T8P6,mRNA,1007.0,3,556,0.5521350546176763,3+,AlcoR
Q5T8Z2,unknown,184.0,1,184,1.0,1,AlcoR
Q5TA45,mRNA,600.0,2,58,0.09666666666666666,2,AlcoR
Q5TAP6,snoRNA,766.0,3,226,0.2950391644908616,3+,AlcoR
Q5TAX3,ncRNA,1644.0,1,17,0.010340632603406326,1,AlcoR
Q5TEC6,unknown,136.0,1,39,0.2867647058823529,1,AlcoR
Q5VTE6,mRNA,544.0,1,8,0.014705882352941176,1,AlcoR
Q5VUC9,ncRNA,145.0,2,40,0.27586206896551724,2,AlcoR
Q5VUG0,unknown,894.0,3,307,0.3434004474272931,3+,AlcoR
Q5VV42,tRNA,579.0,6,223,0.385146804835924,3+,AlcoR
Q5VV67,mRNA,1664.0,4,340,0.20432692307692307,3+,AlcoR
Q5VYS8,ncRNA,1495.0,1,18,0.012040133779264214,1,AlcoR
Q5VZF2,mRNA,373.0,3,366,0.9812332439678284,3+,AlcoR
Q5W0B1,unknown,726.0,1,31,0.04269972451790634,1,AlcoR
Q659C4,mRNA,914.0,7,186,0.20350109409190373,3+,AlcoR
Q66PJ3,mRNA,237.0,1,13,0.05485232067510549,1,AlcoR
Q68D06,tRNA,897.0,1,18,0.020066889632107024,1,AlcoR
Q69YN4,mRNA,1812.0,3,386,0.2130242825607064,3+,AlcoR
Q6GMV3,tRNA,140.0,2,54,0.38571428571428573,2,AlcoR
Q6IEG0,snRNA,339.0,1,339,1.0,1,AlcoR
Q6IN84,pre-rRNA,353.0,1,134,0.37960339943342775,1,AlcoR
Q6L8Q7,mRNA,609.0,4,74,0.12151067323481117,3+,AlcoR
Q6NZI2,pre-rRNA,390.0,6,179,0.45897435897435895,3+,AlcoR
Q6P087,mRNA,351.0,1,35,0.09971509971509972,1,AlcoR
Q6P1L8,ribosomal protein,145.0,2,48,0.3310344827586207,2,AlcoR
Q6P1Q9,tRNA,378.0,2,48,0.12698412698412698,2,AlcoR
Q6P2D0,unknown,407.0,2,179,0.4398034398034398,2,AlcoR
Q6P2E9,mRNA,1401.0,2,122,0.08708065667380442,2,AlcoR
Q6P2Q9,snRNA,2335.0,7,465,0.19914346895074947,3+,AlcoR
Q6P9B9,snRNA,1019.0,4,141,0.13837095191364082,3+,AlcoR
Q6PI26,snoRNA,577.0,1,121,0.2097053726169844,1,AlcoR
Q6PIY7,mRNA,484.0,1,359,0.7417355371900827,1,AlcoR
Q6PJT7,mRNA,736.0,1,21,0.028532608695652172,1,AlcoR
Q6PKG0,mRNA,1096.0,4,70,0.06386861313868614,3+,AlcoR
Q6R2W3,unknown,1325.0,2,111,0.08377358490566038,2,AlcoR
Q6UX04,mRNA,472.0,1,460,0.9745762711864406,1,AlcoR
Q6ZN19,unknown,808.0,3,53,0.0655940594059406,3+,AlcoR
Q6ZRS2,unknown,3230.0,15,250,0.07739938080495357,3+,AlcoR
Q6ZRY4,mRNA,209.0,1,119,0.569377990430622,1,AlcoR
Q6ZSC3,mRNA,357.0,1,75,0.21008403361344538,1,AlcoR
Q71DI3,unknown,136.0,2,27,0.19852941176470587,2,AlcoR
Q76FK4,pre-rRNA,1167.0,3,177,0.15167095115681234,3+,AlcoR
Q7KZ85,mRNA,1726.0,3,65,0.03765932792584009,3+,AlcoR
Q7KZF4,mRNA,910.0,5,505,0.554945054945055,3+,AlcoR
Q7L2E3,mRNA,1194.0,1,773,0.6474036850921273,1,AlcoR
Q7L2H7,mRNA,374.0,2,147,0.393048128342246,2,AlcoR
Q7L775,unknown,607.0,1,14,0.023064250411861616,1,AlcoR
Q7Z2W4,mRNA,902.0,2,113,0.12527716186252771,2,AlcoR
Q7Z2Z2,tRNA,1120.0,3,46,0.04107142857142857,3+,AlcoR
Q7Z333,mRNA,2677.0,2,424,0.15838625326858424,2,AlcoR
Q7Z3Z4,ncRNA,852.0,5,79,0.09272300469483569,3+,AlcoR
Q7Z417,mRNA,695.0,2,146,0.21007194244604316,2,AlcoR
Q7Z478,mRNA,1369.0,3,863,0.6303871439006574,3+,AlcoR
Q7Z4G4,tRNA,463.0,1,17,0.0367170626349892,1,AlcoR
Q7Z5Q1,mRNA,589.0,2,202,0.34295415959252973,2,AlcoR
Q7Z6E9,mRNA,1792.0,6,245,0.13671875,3+,AlcoR
Q7Z6M4,pre-rRNA,381.0,1,377,0.989501312335958,1,AlcoR
Q7Z739,mRNA,585.0,1,280,0.47863247863247865,1,AlcoR
Q7Z7H8,ribosomal protein,261.0,1,18,0.06896551724137931,1,AlcoR
Q86SG3,mRNA,579.0,1,496,0.8566493955094991,1,AlcoR
Q86TG7,unknown,708.0,1,86,0.12146892655367232,1,AlcoR
Q86U06,mRNA,439.0,1,439,1.0,1,AlcoR
Q86U38,pre-rRNA,636.0,1,559,0.8789308176100629,1,AlcoR
Q86US8,mRNA,1419.0,6,578,0.4073291050035236,3+,AlcoR
Q86VM9,mRNA,953.0,1,953,1.0,1,AlcoR
Q86W50,snRNA,562.0,1,562,1.0,1,AlcoR
Q86XI8,unknown,627.0,1,16,0.025518341307814992,1,AlcoR
Q86XU0,unknown,584.0,2,40,0.0684931506849315,2,AlcoR
Q86Y13,mRNA,1208.0,1,443,0.3667218543046358,1,AlcoR
Q86Y79,tRNA,214.0,1,41,0.19158878504672897,1,AlcoR
Q86YF9,mRNA,867.0,2,250,0.28835063437139563,2,AlcoR
Q86YN6,unknown,1023.0,2,36,0.03519061583577713,2,AlcoR
Q8IU60,mRNA,420.0,1,406,0.9666666666666667,1,AlcoR
Q8IV42,tRNA,348.0,1,103,0.2959770114942529,1,AlcoR
Q8IWX8,mRNA,916.0,4,61,0.0665938864628821,3+,AlcoR
Q8IWZ8,mRNA,645.0,2,26,0.040310077519379844,2,AlcoR
Q8IX01,mRNA,1082.0,1,173,0.1598890942698706,1,AlcoR
Q8IX18,mRNA,779.0,3,570,0.7317073170731707,3+,AlcoR
Q8IXM6,unknown,262.0,2,122,0.46564885496183206,2,AlcoR
Q8IXT5,mRNA,1001.0,1,15,0.014985014985014986,1,AlcoR
Q8IY37,snoRNA,1157.0,2,260,0.2247191011235955,2,AlcoR
Q8IY81,pre-rRNA,847.0,1,65,0.07674144037780402,1,AlcoR
Q8IYL2,tRNA,757.0,1,15,0.019815059445178335,1,AlcoR
Q8IYX4,mRNA,353.0,9,190,0.5382436260623229,3+,AlcoR
Q8IZ13,unknown,594.0,2,237,0.398989898989899,2,AlcoR
Q8IZ69,tRNA,625.0,3,213,0.3408,3+,AlcoR
Q8IZ73,tRNA,545.0,4,349,0.6403669724770642,3+,AlcoR
Q8IZD4,mRNA,617.0,2,533,0.8638573743922204,2,AlcoR
Q8IZH2,diverse,1706.0,3,1529,0.8962485345838218,3+,AlcoR
Q8IZP6,snRNA,322.0,1,245,0.7608695652173914,1,AlcoR
Q8N163,mRNA,923.0,7,165,0.17876489707475623,3+,AlcoR
Q8N1G2,mRNA,835.0,6,475,0.5688622754491018,3+,AlcoR
Q8N1G4,unknown,583.0,4,361,0.6192109777015438,3+,AlcoR
Q8N1W1,mRNA,1705.0,7,126,0.07390029325513196,3+,AlcoR
Q8N201,snRNA,2190.0,1,106,0.048401826484018265,1,AlcoR
Q8N2A8,ncRNA,252.0,1,18,0.07142857142857142,1,AlcoR
Q8N2G6,unknown,241.0,3,147,0.6099585062240664,3+,AlcoR
Q8N2M8,mRNA,674.0,1,185,0.2744807121661721,1,AlcoR
Q8N442,mRNA,669.0,3,98,0.14648729446935724,3+,AlcoR
Q8N5C6,unknown,995.0,1,14,0.01407035175879397,1,AlcoR
Q8N5C7,tRNA,304.0,1,268,0.881578947368421,1,AlcoR
Q8N5Y2,ncRNA,521.0,1,15,0.028790786948176585,1,AlcoR
Q8N684,mRNA,471.0,1,83,0.1762208067940552,1,AlcoR
Q8N7X1,mRNA,1067.0,1,109,0.1021555763823805,1,AlcoR
Q8N8Q3,tRNA,282.0,2,274,0.9716312056737588,2,AlcoR
Q8N9N2,unknown,400.0,1,208,0.52,1,AlcoR
Q8NAT2,ncRNA,981.0,3,52,0.053007135575942915,3+,AlcoR
Q8NAV1,snRNA,312.0,1,85,0.2724358974358974,1,AlcoR
Q8NB42,unknown,609.0,5,373,0.6124794745484401,3+,AlcoR
Q8NC26,unknown,417.0,2,24,0.05755395683453238,2,AlcoR
Q8NC51,mRNA,408.0,2,226,0.553921568627451,2,AlcoR
Q8NCV1,mRNA,583.0,2,287,0.4922813036020583,2,AlcoR
Q8NDF8,diverse,572.0,2,465,0.8129370629370629,2,AlcoR
Q8NDG6,ncRNA,1382.0,2,25,0.01808972503617945,2,AlcoR
Q8NDV7,mRNA,1962.0,3,60,0.03058103975535168,3+,AlcoR
Q8NE35,mRNA,698.0,2,176,0.2521489971346705,2,AlcoR
Q8NE71,mRNA,845.0,2,176,0.20828402366863905,2,AlcoR
Q8NEJ9,mRNA,315.0,1,78,0.24761904761904763,1,AlcoR
Q8NHQ9,pre-rRNA,600.0,1,71,0.11833333333333333,1,AlcoR
Q8NI36,pre-rRNA,895.0,2,392,0.43798882681564244,2,AlcoR
Q8TB72,mRNA,1066.0,1,38,0.03564727954971857,1,AlcoR
Q8TBZ6,tRNA,339.0,1,339,1.0,1,AlcoR
Q8TBZ8,unknown,553.0,1,446,0.8065099457504521,1,AlcoR
Q8TC59,ncRNA,973.0,3,61,0.06269270298047276,3+,AlcoR
Q8TC92,mRNA,643.0,1,476,0.7402799377916018,1,AlcoR
Q8TCP9,unknown,573.0,3,223,0.38917975567190227,3+,AlcoR
Q8TCS8,diverse,783.0,2,168,0.21455938697318008,2,AlcoR
Q8TDD1,pre-rRNA,881.0,1,648,0.735527809307605,1,AlcoR
Q8TDG4,unknown,1101.0,2,190,0.17257039055404177,2,AlcoR
Q8TDI0,unknown,1954.0,1,13,0.006653019447287615,1,AlcoR
Q8TE96,mRNA,717.0,3,69,0.09623430962343096,3+,AlcoR
Q8TEA1,unknown,469.0,2,30,0.06396588486140725,2,AlcoR
Q8TEQ6,snRNA,1508.0,1,24,0.015915119363395226,1,AlcoR
Q8TF46,diverse,1054.0,5,851,0.8074003795066413,3+,AlcoR
Q8WTS6,ncRNA,366.0,2,38,0.10382513661202186,2,AlcoR
Q8WUQ7,mRNA,758.0,5,176,0.23218997361477572,3+,AlcoR
Q8WWH5,tRNA,349.0,2,29,0.0830945558739255,2,AlcoR
Q8WWY3,snRNA,499.0,1,10,0.02004008016032064,1,AlcoR
Q8WXA9,mRNA,508.0,7,347,0.6830708661417323,3+,AlcoR
Q8WYQ5,ncRNA,773.0,1,92,0.11901681759379043,1,AlcoR
Q92499,mRNA,740.0,2,77,0.10405405405405406,2,AlcoR
Q92540,mRNA,1137.0,2,593,0.5215479331574319,2,AlcoR
Q92665,ribosomal protein,395.0,2,304,0.769620253164557,2,AlcoR
Q92667,mRNA,903.0,1,43,0.047619047619047616,1,AlcoR
Q92797,mRNA,1274.0,1,21,0.016483516483516484,1,AlcoR
Q92879,mRNA,486.0,2,272,0.5596707818930041,2,AlcoR
Q92945,mRNA,711.0,4,100,0.14064697609001406,3+,AlcoR
Q92979,pre-rRNA,244.0,3,39,0.1598360655737705,3+,AlcoR
Q93091,diverse,150.0,1,13,0.08666666666666667,1,AlcoR
Q969S9,mRNA,779.0,3,99,0.12708600770218229,3+,AlcoR
Q969Y2,tRNA,492.0,4,257,0.5223577235772358,3+,AlcoR
Q969Z0,mRNA,631.0,1,51,0.08082408874801902,1,AlcoR
Q96AZ6,ncRNA,181.0,3,52,0.287292817679558,3+,AlcoR
Q96BT7,tRNA,664.0,2,536,0.8072289156626506,2,AlcoR
Q96CB9,pre-rRNA,384.0,1,14,0.036458333333333336,1,AlcoR
Q96DE0,snoRNA,195.0,1,195,1.0,1,AlcoR
Q96DF8,mRNA,476.0,4,61,0.12815126050420167,3+,AlcoR
Q96DP5,tRNA,389.0,1,86,0.2210796915167095,1,AlcoR
Q96E39,mRNA,390.0,2,260,0.6666666666666666,2,AlcoR
Q96EH8,unknown,262.0,5,100,0.3816793893129771,3+,AlcoR
Q96EK7,unknown,910.0,2,247,0.2714285714285714,2,AlcoR
Q96EP5,mRNA,407.0,2,53,0.13022113022113022,2,AlcoR
Q96EV2,mRNA,1170.0,2,32,0.02735042735042735,2,AlcoR
Q96EY7,mRNA,689.0,5,420,0.6095791001451378,3+,AlcoR
Q96EY9,tRNA,367.0,2,222,0.6049046321525886,2,AlcoR
Q96F86,mRNA,508.0,2,387,0.7618110236220472,2,AlcoR
