uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
A0ACI8UMC2,unknown,837.0,aromatic_sticker_region,218,0.26045400238948624,AlcoR
A0ACI8UMC2,unknown,837.0,unmapped_physicochemical_properties,15,0.017921146953405017,AlcoR
A0ACI8UNX3,unknown,1077.0,aromatic_sticker_region,524,0.48653667595171773,AlcoR
A0ACI8UQC4,unknown,506.0,aromatic_sticker_region,41,0.08102766798418973,AlcoR
A0ACI8UQC4,unknown,506.0,cation_pi_rich_neighborhood,156,0.308300395256917,AlcoR
A0ACI8UQC4,unknown,506.0,unmapped_physicochemical_properties,30,0.05928853754940711,AlcoR
A0ACI8USR5,unknown,685.0,aromatic_sticker_region,339,0.4948905109489051,AlcoR
A0ACI8USR5,unknown,685.0,unmapped_physicochemical_properties,23,0.033576642335766425,AlcoR
A0ACI8USX5,unknown,720.0,aromatic_sticker_region,24,0.03333333333333333,AlcoR
A0ACI8USX5,unknown,720.0,cation_pi_rich_neighborhood,66,0.09166666666666666,AlcoR
A0ACI8UUW5,unknown,527.0,aromatic_sticker_region,318,0.603415559772296,AlcoR
A0ACI8UUW5,unknown,527.0,cation_pi_rich_neighborhood,160,0.3036053130929791,AlcoR
A0ACI8UZB3,unknown,1252.0,aromatic_sticker_region,219,0.17492012779552715,AlcoR
A0ACI8UZB3,unknown,1252.0,cation_pi_rich_neighborhood,60,0.04792332268370607,AlcoR
A0ACI8UZB3,unknown,1252.0,other,139,0.1110223642172524,AlcoR
A0ACI8VAV8,unknown,1149.0,aromatic_sticker_region,90,0.0783289817232376,AlcoR
A0ACI8VAV8,unknown,1149.0,cation_pi_rich_neighborhood,136,0.11836379460400348,AlcoR
A0ACI8VCL2,tRNA,816.0,aromatic_sticker_region,42,0.051470588235294115,AlcoR
A0ACI8VCM9,unknown,1180.0,unmapped_physicochemical_properties,42,0.03559322033898305,AlcoR
A0ACI8VD15,unknown,1437.0,aromatic_sticker_region,201,0.13987473903966596,AlcoR
A0ACI8VD15,unknown,1437.0,cation_pi_rich_neighborhood,27,0.018789144050104383,AlcoR
A0ACI8VD15,unknown,1437.0,mixed_charge_polyampholyte,72,0.05010438413361169,AlcoR
A0ACI8VD15,unknown,1437.0,other,25,0.017397355601948505,AlcoR
A0ACI8VD15,unknown,1437.0,unmapped_physicochemical_properties,27,0.018789144050104383,AlcoR
A0ACI8VFS1,unknown,923.0,acidic_region,19,0.020585048754062838,AlcoR
A0ACI8VFS1,unknown,923.0,aromatic_sticker_region,292,0.3163596966413868,AlcoR
A0ACI8VFS1,unknown,923.0,other,13,0.014084507042253521,AlcoR
A0ACI8VFS1,unknown,923.0,unmapped_physicochemical_properties,15,0.016251354279523293,AlcoR
A0ACI8VQD2,unknown,1043.0,acidic_region,49,0.04697986577181208,AlcoR
A0ACI8VQD2,unknown,1043.0,aromatic_sticker_region,36,0.03451581975071908,AlcoR
A0ACI8VQD2,unknown,1043.0,cation_pi_rich_neighborhood,82,0.07861936720997123,AlcoR
A0ACI8VQD2,unknown,1043.0,mixed_charge_polyampholyte,67,0.06423777564717162,AlcoR
A0ACI8VQD2,unknown,1043.0,unmapped_physicochemical_properties,15,0.014381591562799617,AlcoR
A0ACI8VSD4,mRNA,674.0,aromatic_sticker_region,210,0.3115727002967359,AlcoR
A0ACI8VSD4,mRNA,674.0,cation_pi_rich_neighborhood,69,0.10237388724035608,AlcoR
A0ACI8VSD4,mRNA,674.0,other,390,0.5786350148367952,AlcoR
A1L020,mRNA,520.0,aromatic_sticker_region,26,0.05,AlcoR
A1L020,mRNA,520.0,cation_pi_rich_neighborhood,43,0.08269230769230769,AlcoR
A2A288,mRNA,527.0,aromatic_sticker_region,371,0.7039848197343453,AlcoR
A2A288,mRNA,527.0,cation_pi_rich_neighborhood,139,0.2637571157495256,AlcoR
A2IDC7,ribosomal protein,194.0,aromatic_sticker_region,50,0.25773195876288657,AlcoR
A2PYH4,unknown,1435.0,acidic_region,38,0.0264808362369338,AlcoR
A2PYH4,unknown,1435.0,cation_pi_rich_neighborhood,29,0.020209059233449476,AlcoR
A2PYH4,unknown,1435.0,other,26,0.018118466898954706,AlcoR
A2PYH4,unknown,1435.0,unmapped_physicochemical_properties,41,0.02857142857142857,AlcoR
A2RTX5,tRNA,802.0,aromatic_sticker_region,152,0.18952618453865336,AlcoR
A2RTX5,tRNA,802.0,hydrophobic_region,12,0.014962593516209476,AlcoR
A2RTX5,tRNA,802.0,mixed_charge_polyampholyte,34,0.04239401496259352,AlcoR
A3KFL2,diverse,285.0,mixed_charge_polyampholyte,50,0.17543859649122806,AlcoR
A3KFL2,diverse,285.0,unmapped_physicochemical_properties,41,0.14385964912280702,AlcoR
A5YKK6,mRNA,2376.0,aromatic_sticker_region,700,0.2946127946127946,AlcoR
A5YKK6,mRNA,2376.0,other,672,0.2828282828282828,AlcoR
A6NC42,mRNA,116.0,aromatic_sticker_region,50,0.43103448275862066,AlcoR
A6NC42,mRNA,116.0,unmapped_physicochemical_properties,17,0.14655172413793102,AlcoR
A6NDY0,mRNA,278.0,acidic_region,103,0.37050359712230213,AlcoR
A6NDY0,mRNA,278.0,other,169,0.6079136690647482,AlcoR
A6NEQ0,mRNA,496.0,acidic_region,7,0.014112903225806451,AlcoR
A6NEQ0,mRNA,496.0,arginine_rich_rna_contact_region,28,0.056451612903225805,AlcoR
A6NEQ0,mRNA,496.0,aromatic_sticker_region,119,0.2399193548387097,AlcoR
A6NEQ0,mRNA,496.0,cation_pi_rich_neighborhood,26,0.05241935483870968,AlcoR
A6NEQ0,mRNA,496.0,other,188,0.3790322580645161,AlcoR
A6NFI3,unknown,1004.0,aromatic_sticker_region,93,0.09262948207171315,AlcoR
A6NFN3,mRNA,312.0,aromatic_sticker_region,35,0.11217948717948718,AlcoR
A6NFN3,mRNA,312.0,other,272,0.8717948717948718,AlcoR
A6NHQ2,snoRNA,334.0,aromatic_sticker_region,85,0.25449101796407186,AlcoR
A6NJ78,ribosomal protein,407.0,aromatic_sticker_region,307,0.7542997542997543,AlcoR
A6NKG5,unknown,1358.0,aromatic_sticker_region,462,0.3402061855670103,AlcoR
A6NKG5,unknown,1358.0,disorder_rich_spacer_region,19,0.013991163475699559,AlcoR
A6NKG5,unknown,1358.0,hydrophobic_region,1,0.0007363770250368188,AlcoR
A6NKG5,unknown,1358.0,unmapped_physicochemical_properties,50,0.036818851251840944,AlcoR
A6NNF4,unknown,616.0,acidic_region,14,0.022727272727272728,AlcoR
A6NNF4,unknown,616.0,aromatic_sticker_region,33,0.05357142857142857,AlcoR
A6NNF4,unknown,616.0,other,49,0.07954545454545454,AlcoR
A6PVI3,mRNA,153.0,aromatic_sticker_region,59,0.38562091503267976,AlcoR
A7MD48,mRNA,611.0,other,580,0.9492635024549918,AlcoR
A8K979,unknown,691.0,aromatic_sticker_region,14,0.020260492040520984,AlcoR
A8MQ14,unknown,1090.0,aromatic_sticker_region,385,0.3532110091743119,AlcoR
A8MQ14,unknown,1090.0,cation_pi_rich_neighborhood,14,0.012844036697247707,AlcoR
A8MQ14,unknown,1090.0,mixed_charge_polyampholyte,60,0.05504587155963303,AlcoR
A8MQ14,unknown,1090.0,unmapped_physicochemical_properties,15,0.013761467889908258,AlcoR
A8MXP9,mRNA,895.0,mixed_charge_polyampholyte,28,0.03128491620111732,AlcoR
A8MXP9,mRNA,895.0,other,25,0.027932960893854747,AlcoR
B0QYK0,mRNA,618.0,aromatic_sticker_region,167,0.2702265372168285,AlcoR
B0QYK0,mRNA,618.0,other,216,0.34951456310679613,AlcoR
B0QYY4,mRNA,370.0,aromatic_sticker_region,21,0.05675675675675676,AlcoR
B1AHC9,mRNA,559.0,aromatic_sticker_region,82,0.14669051878354203,AlcoR
B1AHC9,mRNA,559.0,unmapped_physicochemical_properties,23,0.04114490161001789,AlcoR
B5MCY1,unknown,1934.0,aromatic_sticker_region,57,0.029472595656670115,AlcoR
B5MCY1,unknown,1934.0,unmapped_physicochemical_properties,16,0.008273009307135471,AlcoR
C9IY40,ribosomal protein,225.0,cation_pi_rich_neighborhood,225,1.0,AlcoR
C9J0B9,mRNA,218.0,aromatic_sticker_region,218,1.0,AlcoR
C9J6P4,ncRNA,1024.0,acidic_region,15,0.0146484375,AlcoR
C9J6P4,ncRNA,1024.0,aromatic_sticker_region,313,0.3056640625,AlcoR
C9J6P4,ncRNA,1024.0,disorder_rich_spacer_region,33,0.0322265625,AlcoR
C9J6P4,ncRNA,1024.0,hydrophobic_region,14,0.013671875,AlcoR
C9J7E5,mRNA,957.0,aromatic_sticker_region,216,0.22570532915360503,AlcoR
C9J7E5,mRNA,957.0,unmapped_physicochemical_properties,24,0.025078369905956112,AlcoR
C9JCE0,mRNA,148.0,disorder_rich_spacer_region,12,0.08108108108108109,AlcoR
C9JCE0,mRNA,148.0,mixed_charge_polyampholyte,29,0.19594594594594594,AlcoR
C9JGP4,diverse,144.0,mixed_charge_polyampholyte,144,1.0,AlcoR
C9JP00,mRNA,348.0,aromatic_sticker_region,110,0.3160919540229885,AlcoR
C9JYQ9,ribosomal protein,121.0,acidic_region,24,0.19834710743801653,AlcoR
C9JZ88,ribosomal protein,88.0,arginine_rich_rna_contact_region,88,1.0,AlcoR
D4PHA4,unknown,493.0,aromatic_sticker_region,454,0.920892494929006,AlcoR
D6RA96,unknown,785.0,aromatic_sticker_region,415,0.5286624203821656,AlcoR
D6RA96,unknown,785.0,cation_pi_rich_neighborhood,46,0.05859872611464968,AlcoR
D6RA96,unknown,785.0,unmapped_physicochemical_properties,31,0.03949044585987261,AlcoR
D6REA0,tRNA,516.0,aromatic_sticker_region,307,0.5949612403100775,AlcoR
D6REA0,tRNA,516.0,mixed_charge_polyampholyte,29,0.0562015503875969,AlcoR
D6REA0,tRNA,516.0,unmapped_physicochemical_properties,30,0.05813953488372093,AlcoR
D6RIC3,pre-rRNA,150.0,aromatic_sticker_region,150,1.0,AlcoR
D6RJB1,mRNA,162.0,aromatic_sticker_region,25,0.15432098765432098,AlcoR
E5RHF4,ribosomal protein,198.0,aromatic_sticker_region,81,0.4090909090909091,AlcoR
E5RHF4,ribosomal protein,198.0,other,116,0.5858585858585859,AlcoR
E5RJM0,mRNA,639.0,acidic_region,16,0.025039123630672927,AlcoR
E7ENR5,snoRNA,236.0,aromatic_sticker_region,113,0.4788135593220339,AlcoR
E7ERJ7,mRNA,604.0,aromatic_sticker_region,95,0.15728476821192053,AlcoR
E7ERJ7,mRNA,604.0,mixed_charge_polyampholyte,224,0.3708609271523179,AlcoR
E7ERQ6,mRNA,390.0,hydrophobic_region,15,0.038461538461538464,AlcoR
E7ESC6,mRNA,1088.0,arginine_rich_rna_contact_region,14,0.012867647058823529,AlcoR
E7ESC6,mRNA,1088.0,aromatic_sticker_region,351,0.3226102941176471,AlcoR
E7ESC6,mRNA,1088.0,hydrophobic_region,31,0.02849264705882353,AlcoR
E7ESC6,mRNA,1088.0,unmapped_physicochemical_properties,50,0.04595588235294118,AlcoR
E7ET15,snRNA,1028.0,aromatic_sticker_region,187,0.1819066147859922,AlcoR
E7ET15,snRNA,1028.0,unmapped_physicochemical_properties,105,0.10214007782101167,AlcoR
E7EWR4,mRNA,597.0,other,487,0.8157453936348409,AlcoR
E9PE17,ribosomal protein,129.0,aromatic_sticker_region,43,0.3333333333333333,AlcoR
E9PHM2,tRNA,860.0,arginine_rich_rna_contact_region,16,0.018604651162790697,AlcoR
E9PHM2,tRNA,860.0,aromatic_sticker_region,461,0.536046511627907,AlcoR
E9PKU4,ribosomal protein,235.0,arginine_rich_rna_contact_region,22,0.09361702127659574,AlcoR
E9PKU4,ribosomal protein,235.0,aromatic_sticker_region,36,0.15319148936170213,AlcoR
E9PKU4,ribosomal protein,235.0,mixed_charge_polyampholyte,29,0.12340425531914893,AlcoR
E9PKU4,ribosomal protein,235.0,other,10,0.0425531914893617,AlcoR
E9PL19,mRNA,596.0,acidic_region,13,0.02181208053691275,AlcoR
E9PN81,diverse,247.0,arginine_rich_rna_contact_region,14,0.05668016194331984,AlcoR
E9PN81,diverse,247.0,cation_pi_rich_neighborhood,80,0.32388663967611336,AlcoR
E9PN81,diverse,247.0,unmapped_physicochemical_properties,32,0.12955465587044535,AlcoR
F5GYR3,pre-rRNA,275.0,acidic_region,24,0.08727272727272728,AlcoR
F5GYR3,pre-rRNA,275.0,aromatic_sticker_region,9,0.03272727272727273,AlcoR
F5H0R1,snRNA,912.0,aromatic_sticker_region,12,0.013157894736842105,AlcoR
F6XMP4,mRNA,155.0,aromatic_sticker_region,155,1.0,AlcoR
F8VP89,mRNA,275.0,other,234,0.850909090909091,AlcoR
F8VP89,mRNA,275.0,unmapped_physicochemical_properties,34,0.12363636363636364,AlcoR
F8VQP2,mRNA,1073.0,aromatic_sticker_region,51,0.047530288909599254,AlcoR
F8VQP2,mRNA,1073.0,cation_pi_rich_neighborhood,39,0.036346691519105315,AlcoR
F8VQP2,mRNA,1073.0,disorder_rich_spacer_region,36,0.033550792171481825,AlcoR
F8VQP2,mRNA,1073.0,mixed_charge_polyampholyte,106,0.09878844361602983,AlcoR
F8VU11,snRNA,892.0,cation_pi_rich_neighborhood,256,0.28699551569506726,AlcoR
F8VZA0,pre-rRNA,365.0,mixed_charge_polyampholyte,365,1.0,AlcoR
F8VZY7,mRNA,263.0,aromatic_sticker_region,99,0.376425855513308,AlcoR
F8W6I7,mRNA,307.0,acidic_region,18,0.05863192182410423,AlcoR
F8W6I7,mRNA,307.0,aromatic_sticker_region,51,0.16612377850162866,AlcoR
F8W6I7,mRNA,307.0,hydrophobic_region,16,0.05211726384364821,AlcoR
F8W6I7,mRNA,307.0,other,40,0.13029315960912052,AlcoR
F8WAS2,unknown,213.0,aromatic_sticker_region,213,1.0,AlcoR
F8WDU6,tRNA,201.0,cation_pi_rich_neighborhood,20,0.09950248756218906,AlcoR
G3V2H6,mRNA,54.0,aromatic_sticker_region,54,1.0,AlcoR
G3V2M5,pre-rRNA,61.0,aromatic_sticker_region,61,1.0,AlcoR
G3V2P5,mRNA,207.0,arginine_rich_rna_contact_region,13,0.06280193236714976,AlcoR
G3V2P5,mRNA,207.0,other,115,0.5555555555555556,AlcoR
G3V529,pre-rRNA,816.0,aromatic_sticker_region,373,0.4571078431372549,AlcoR
G3V529,pre-rRNA,816.0,cation_pi_rich_neighborhood,306,0.375,AlcoR
G3V5X7,ncRNA,2519.0,aromatic_sticker_region,1220,0.48431917427550614,AlcoR
G3V5X7,ncRNA,2519.0,disorder_rich_spacer_region,12,0.004763795156808257,AlcoR
G3V5X7,ncRNA,2519.0,mixed_charge_polyampholyte,20,0.007939658594680429,AlcoR
G3XAN0,ribosomal protein,64.0,cation_pi_rich_neighborhood,64,1.0,AlcoR
G5E9G0,ribosomal protein,351.0,aromatic_sticker_region,111,0.3162393162393162,AlcoR
G5E9R9,ncRNA,263.0,aromatic_sticker_region,258,0.9809885931558935,AlcoR
H0Y2Q1,tRNA,191.0,aromatic_sticker_region,40,0.2094240837696335,AlcoR
H0Y2Q1,tRNA,191.0,disorder_rich_spacer_region,5,0.02617801047120419,AlcoR
H0Y2Q1,tRNA,191.0,hydrophobic_region,15,0.07853403141361257,AlcoR
H0Y2Q1,tRNA,191.0,unmapped_physicochemical_properties,29,0.1518324607329843,AlcoR
H0Y6A1,mRNA,361.0,aromatic_sticker_region,311,0.8614958448753463,AlcoR
H0Y863,pre-rRNA,132.0,mixed_charge_polyampholyte,132,1.0,AlcoR
H0YB34,unknown,148.0,aromatic_sticker_region,6,0.04054054054054054,AlcoR
H0YB34,unknown,148.0,other,141,0.9527027027027027,AlcoR
H0YDK8,mRNA,900.0,aromatic_sticker_region,202,0.22444444444444445,AlcoR
H0YDK8,mRNA,900.0,mixed_charge_polyampholyte,22,0.024444444444444446,AlcoR
H0YDK8,mRNA,900.0,unmapped_physicochemical_properties,23,0.025555555555555557,AlcoR
H0YG84,mRNA,90.0,aromatic_sticker_region,90,1.0,AlcoR
H0YGG4,mRNA,152.0,aromatic_sticker_region,34,0.2236842105263158,AlcoR
H0YGG4,mRNA,152.0,cation_pi_rich_neighborhood,84,0.5526315789473685,AlcoR
H0YGJ7,mRNA,106.0,aromatic_sticker_region,15,0.14150943396226415,AlcoR
H0YGT4,unknown,134.0,cation_pi_rich_neighborhood,13,0.09701492537313433,AlcoR
H0YGT4,unknown,134.0,hydrophobic_region,11,0.08208955223880597,AlcoR
H0YGT4,unknown,134.0,other,16,0.11940298507462686,AlcoR
H0YH84,mRNA,186.0,aromatic_sticker_region,135,0.7258064516129032,AlcoR
H0YH84,mRNA,186.0,cation_pi_rich_neighborhood,44,0.23655913978494625,AlcoR
H0YHU8,mRNA,144.0,aromatic_sticker_region,54,0.375,AlcoR
H0YHU8,mRNA,144.0,cation_pi_rich_neighborhood,75,0.5208333333333334,AlcoR
H0YIP0,tRNA,219.0,other,10,0.045662100456621,AlcoR
H0YKX1,mRNA,171.0,mixed_charge_polyampholyte,171,1.0,AlcoR
H3BN59,mRNA,261.0,cation_pi_rich_neighborhood,101,0.38697318007662834,AlcoR
H3BN59,mRNA,261.0,unmapped_physicochemical_properties,26,0.09961685823754789,AlcoR
H3BPE7,mRNA,527.0,other,437,0.8292220113851992,AlcoR
H3BPG5,mRNA,128.0,other,128,1.0,AlcoR
H3BQK0,unknown,484.0,cation_pi_rich_neighborhood,484,1.0,AlcoR
H3BSB3,pre-rRNA,131.0,acidic_region,85,0.648854961832061,AlcoR
H3BSW6,tRNA,586.0,aromatic_sticker_region,442,0.7542662116040956,AlcoR
H3BSW6,tRNA,586.0,cation_pi_rich_neighborhood,92,0.15699658703071673,AlcoR
H3BSW6,tRNA,586.0,disorder_rich_spacer_region,39,0.06655290102389079,AlcoR
H3BTT8,snRNA,252.0,aromatic_sticker_region,252,1.0,AlcoR
H3BUK8,ribosomal protein,54.0,other,24,0.4444444444444444,AlcoR
H7BXY3,mRNA,1166.0,unmapped_physicochemical_properties,20,0.017152658662092625,AlcoR
I3L4V1,unknown,148.0,hydrophobic_region,13,0.08783783783783784,AlcoR
J3KP02,unknown,692.0,mixed_charge_polyampholyte,51,0.07369942196531792,AlcoR
J3KPI1,mRNA,630.0,aromatic_sticker_region,145,0.23015873015873015,AlcoR
J3KPI1,mRNA,630.0,disorder_rich_spacer_region,15,0.023809523809523808,AlcoR
J3KPI1,mRNA,630.0,hydrophobic_region,13,0.020634920634920634,AlcoR
J3KPI1,mRNA,630.0,other,39,0.06190476190476191,AlcoR
J3KPP4,mRNA,489.0,hydrophobic_region,11,0.022494887525562373,AlcoR
J3KPP4,mRNA,489.0,other,423,0.8650306748466258,AlcoR
J3QKW2,ribosomal protein,183.0,acidic_region,43,0.23497267759562843,AlcoR
J3QKW2,ribosomal protein,183.0,aromatic_sticker_region,22,0.12021857923497267,AlcoR
J3QKW2,ribosomal protein,183.0,hydrophobic_region,2,0.01092896174863388,AlcoR
J3QKW2,ribosomal protein,183.0,unmapped_physicochemical_properties,41,0.22404371584699453,AlcoR
J3QL05,mRNA,130.0,aromatic_sticker_region,51,0.3923076923076923,AlcoR
J3QL05,mRNA,130.0,other,20,0.15384615384615385,AlcoR
J3QL17,mRNA,468.0,acidic_region,36,0.07692307692307693,AlcoR
J3QL17,mRNA,468.0,aromatic_sticker_region,248,0.5299145299145299,AlcoR
J3QS41,mRNA,1943.0,aromatic_sticker_region,986,0.5074626865671642,AlcoR
J3QT46,mRNA,619.0,acidic_region,16,0.025848142164781908,AlcoR
J3QT46,mRNA,619.0,aromatic_sticker_region,50,0.08077544426494346,AlcoR
J3QT46,mRNA,619.0,disorder_rich_spacer_region,13,0.0210016155088853,AlcoR
J3QT46,mRNA,619.0,hydrophobic_region,19,0.030694668820678513,AlcoR
J3QT46,mRNA,619.0,unmapped_physicochemical_properties,38,0.061389337641357025,AlcoR
K7EIU6,mRNA,117.0,arginine_rich_rna_contact_region,3,0.02564102564102564,AlcoR
K7EJB9,mRNA,349.0,aromatic_sticker_region,44,0.12607449856733524,AlcoR
K7EKH9,unknown,261.0,cation_pi_rich_neighborhood,49,0.18773946360153257,AlcoR
K7EL49,unknown,112.0,hydrophobic_region,2,0.017857142857142856,AlcoR
K7ENA8,mRNA,289.0,arginine_rich_rna_contact_region,16,0.05536332179930796,AlcoR
K7ENA8,mRNA,289.0,cation_pi_rich_neighborhood,14,0.04844290657439446,AlcoR
K7ENA8,mRNA,289.0,mixed_charge_polyampholyte,45,0.15570934256055363,AlcoR
K7EQP2,mRNA,53.0,mixed_charge_polyampholyte,53,1.0,AlcoR
K7ER00,tRNA,548.0,aromatic_sticker_region,286,0.5218978102189781,AlcoR
K7ER00,tRNA,548.0,disorder_rich_spacer_region,22,0.040145985401459854,AlcoR
K7ERG4,snRNA,78.0,acidic_region,23,0.2948717948717949,AlcoR
K7ERG4,snRNA,78.0,aromatic_sticker_region,19,0.24358974358974358,AlcoR
K7ERG4,snRNA,78.0,other,20,0.2564102564102564,AlcoR
M0QXD5,snoRNA,236.0,acidic_region,18,0.07627118644067797,AlcoR
M0QXD5,snoRNA,236.0,aromatic_sticker_region,53,0.2245762711864407,AlcoR
M0QXD5,snoRNA,236.0,cation_pi_rich_neighborhood,17,0.07203389830508475,AlcoR
M0QXD5,snoRNA,236.0,disorder_rich_spacer_region,21,0.08898305084745763,AlcoR
M0QXD5,snoRNA,236.0,hydrophobic_region,3,0.012711864406779662,AlcoR
M0QY97,unknown,910.0,other,14,0.015384615384615385,AlcoR
M0R050,diverse,197.0,aromatic_sticker_region,15,0.07614213197969544,AlcoR
M0R226,ribosomal protein,184.0,other,184,1.0,AlcoR
M0R2C6,tRNA,588.0,mixed_charge_polyampholyte,12,0.02040816326530612,AlcoR
O00148,mRNA,427.0,aromatic_sticker_region,63,0.14754098360655737,AlcoR
O00267,mRNA,1087.0,aromatic_sticker_region,46,0.04231830726770929,AlcoR
O00267,mRNA,1087.0,disorder_rich_spacer_region,13,0.011959521619135235,AlcoR
O00267,mRNA,1087.0,hydrophobic_region,29,0.02667893284268629,AlcoR
O00267,mRNA,1087.0,other,57,0.05243790248390064,AlcoR
O00267,mRNA,1087.0,unmapped_physicochemical_properties,37,0.03403863845446182,AlcoR
O00410,mRNA,1097.0,unmapped_physicochemical_properties,19,0.01731996353691887,AlcoR
O00411,mRNA,1230.0,aromatic_sticker_region,61,0.04959349593495935,AlcoR
O00411,mRNA,1230.0,hydrophobic_region,9,0.007317073170731708,AlcoR
O00411,mRNA,1230.0,other,19,0.015447154471544716,AlcoR
O00418,mRNA,725.0,aromatic_sticker_region,162,0.22344827586206897,AlcoR
O00425,mRNA,579.0,other,19,0.03281519861830743,AlcoR
O00442,tRNA,366.0,hydrophobic_region,15,0.040983606557377046,AlcoR
O00571,mRNA,662.0,acidic_region,28,0.04229607250755287,AlcoR
O00571,mRNA,662.0,aromatic_sticker_region,14,0.021148036253776436,AlcoR
O00571,mRNA,662.0,cation_pi_rich_neighborhood,13,0.019637462235649546,AlcoR
O00571,mRNA,662.0,hydrophobic_region,14,0.021148036253776436,AlcoR
O00571,mRNA,662.0,mixed_charge_polyampholyte,67,0.10120845921450151,AlcoR
O00571,mRNA,662.0,other,18,0.027190332326283987,AlcoR
O14746,ncRNA,1132.0,aromatic_sticker_region,142,0.1254416961130742,AlcoR
O14776,mRNA,1098.0,aromatic_sticker_region,101,0.09198542805100182,AlcoR
O14787,mRNA,897.0,aromatic_sticker_region,305,0.34002229654403565,AlcoR
O14879,ncRNA,490.0,aromatic_sticker_region,212,0.4326530612244898,AlcoR
O14979,mRNA,420.0,aromatic_sticker_region,60,0.14285714285714285,AlcoR
O14979,mRNA,420.0,other,354,0.8428571428571429,AlcoR
O14981,unknown,1849.0,aromatic_sticker_region,37,0.020010816657652784,AlcoR
O14981,unknown,1849.0,other,164,0.08869659275283938,AlcoR
O15042,snRNA,1029.0,aromatic_sticker_region,526,0.511175898931001,AlcoR
O15042,snRNA,1029.0,other,283,0.2750242954324587,AlcoR
O15047,ncRNA,1707.0,arginine_rich_rna_contact_region,13,0.007615700058582308,AlcoR
O15056,unknown,1496.0,aromatic_sticker_region,744,0.49732620320855614,AlcoR
O15056,unknown,1496.0,cation_pi_rich_neighborhood,555,0.3709893048128342,AlcoR
O15056,unknown,1496.0,mixed_charge_polyampholyte,90,0.06016042780748663,AlcoR
O15105,ncRNA,426.0,aromatic_sticker_region,269,0.6314553990610329,AlcoR
O15105,ncRNA,426.0,cation_pi_rich_neighborhood,149,0.34976525821596244,AlcoR
O15226,unknown,690.0,aromatic_sticker_region,358,0.518840579710145,AlcoR
O15226,unknown,690.0,mixed_charge_polyampholyte,320,0.463768115942029,AlcoR
O15371,mRNA,548.0,mixed_charge_polyampholyte,17,0.03102189781021898,AlcoR
O15446,pre-rRNA,510.0,cation_pi_rich_neighborhood,457,0.8960784313725491,AlcoR
O15446,pre-rRNA,510.0,mixed_charge_polyampholyte,46,0.09019607843137255,AlcoR
O15455,ncRNA,904.0,aromatic_sticker_region,897,0.9922566371681416,AlcoR
O15504,mRNA,423.0,aromatic_sticker_region,177,0.41843971631205673,AlcoR
O15504,mRNA,423.0,hydrophobic_region,2,0.004728132387706856,AlcoR
O15504,mRNA,423.0,other,138,0.3262411347517731,AlcoR
O15504,mRNA,423.0,unmapped_physicochemical_properties,80,0.18912529550827423,AlcoR
O15523,mRNA,660.0,other,31,0.04696969696969697,AlcoR
O15541,snRNA,343.0,mixed_charge_polyampholyte,69,0.20116618075801748,AlcoR
O43143,mRNA,795.0,acidic_region,37,0.04654088050314465,AlcoR
O43143,mRNA,795.0,aromatic_sticker_region,206,0.2591194968553459,AlcoR
O43143,mRNA,795.0,cation_pi_rich_neighborhood,44,0.055345911949685536,AlcoR
O43143,mRNA,795.0,disorder_rich_spacer_region,45,0.05660377358490566,AlcoR
O43143,mRNA,795.0,mixed_charge_polyampholyte,43,0.05408805031446541,AlcoR
O43143,mRNA,795.0,unmapped_physicochemical_properties,37,0.04654088050314465,AlcoR
O43148,mRNA,476.0,hydrophobic_region,10,0.02100840336134454,AlcoR
O43159,pre-rRNA,456.0,aromatic_sticker_region,31,0.06798245614035088,AlcoR
O43251,mRNA,390.0,aromatic_sticker_region,42,0.1076923076923077,AlcoR
O43251,mRNA,390.0,other,342,0.8769230769230769,AlcoR
O43395,snRNA,683.0,mixed_charge_polyampholyte,27,0.03953147877013177,AlcoR
O43395,snRNA,683.0,other,640,0.9370424597364568,AlcoR
O43426,unknown,1573.0,aromatic_sticker_region,1257,0.7991099809281628,AlcoR
O43426,unknown,1573.0,cation_pi_rich_neighborhood,304,0.19326128417037508,AlcoR
O43541,ncRNA,496.0,arginine_rich_rna_contact_region,17,0.034274193548387094,AlcoR
O43541,ncRNA,496.0,aromatic_sticker_region,21,0.04233870967741935,AlcoR
O43541,ncRNA,496.0,disorder_rich_spacer_region,28,0.056451612903225805,AlcoR
O43541,ncRNA,496.0,other,6,0.012096774193548387,AlcoR
O43541,ncRNA,496.0,unmapped_physicochemical_properties,16,0.03225806451612903,AlcoR
O43660,mRNA,514.0,aromatic_sticker_region,42,0.08171206225680934,AlcoR
O43660,mRNA,514.0,disorder_rich_spacer_region,38,0.07392996108949416,AlcoR
O43709,pre-rRNA,281.0,aromatic_sticker_region,281,1.0,AlcoR
O43716,tRNA,136.0,aromatic_sticker_region,136,1.0,AlcoR
O43719,mRNA,755.0,aromatic_sticker_region,357,0.4728476821192053,AlcoR
O43818,snoRNA,475.0,aromatic_sticker_region,116,0.24421052631578946,AlcoR
O60287,pre-rRNA,2271.0,acidic_region,34,0.014971378247468076,AlcoR
O60287,pre-rRNA,2271.0,aromatic_sticker_region,60,0.026420079260237782,AlcoR
O60287,pre-rRNA,2271.0,cation_pi_rich_neighborhood,13,0.005724350506384853,AlcoR
