uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
P40429,ribosomal protein,203.0,1,35,0.1724137931034483,1,CAST
P41214,tRNA,584.0,1,46,0.0787671232876712,1,CAST
P42694,mRNA,1942.0,3,392,0.2018537590113285,3+,CAST
P42696,mRNA,430.0,2,186,0.4325581395348837,2,CAST
P42766,ribosomal protein,123.0,1,120,0.975609756097561,1,CAST
P43243,mRNA,847.0,2,309,0.3648170011806375,2,CAST
P46087,pre-rRNA,812.0,3,401,0.4938423645320197,3+,CAST
P46100,unknown,2492.0,4,1733,0.6954253611556982,3+,CAST
P46199,tRNA,727.0,2,117,0.1609353507565337,2,CAST
P46777,ribosomal protein,297.0,1,65,0.2188552188552188,1,CAST
P46778,ribosomal protein,160.0,1,46,0.2875,1,CAST
P47813,mRNA,144.0,1,28,0.1944444444444444,1,CAST
P47914,ribosomal protein,159.0,1,134,0.8427672955974843,1,CAST
P47974,mRNA,494.0,4,285,0.5769230769230769,3+,CAST
P49589,tRNA,748.0,1,89,0.1189839572192513,1,CAST
P49756,mRNA,843.0,2,497,0.5895610913404508,2,CAST
P49759,mRNA,484.0,1,117,0.2417355371900826,1,CAST
P49760,mRNA,499.0,1,138,0.2765531062124248,1,CAST
P49761,mRNA,490.0,1,117,0.2387755102040816,1,CAST
P49790,diverse,1475.0,2,1389,0.9416949152542372,2,CAST
P49792,mRNA,3224.0,4,1196,0.3709677419354839,3+,CAST
P50914,ribosomal protein,215.0,1,123,0.5720930232558139,1,CAST
P51114,mRNA,621.0,1,215,0.3462157809983897,1,CAST
P51116,mRNA,673.0,1,266,0.3952451708766716,1,CAST
P51513,mRNA,507.0,1,137,0.2702169625246548,1,CAST
P51531,unknown,1590.0,3,1027,0.6459119496855346,3+,CAST
P51608,mRNA,486.0,3,396,0.8148148148148148,3+,CAST
P51814,unknown,821.0,2,69,0.0840438489646772,2,CAST
P51825,mRNA,1210.0,1,1054,0.8710743801652893,1,CAST
P51991,mRNA,378.0,1,167,0.4417989417989418,1,CAST
P52272,mRNA,730.0,2,182,0.2493150684931507,2,CAST
P52594,mRNA,562.0,1,423,0.7526690391459074,1,CAST
P52756,mRNA,815.0,3,580,0.7116564417177914,3+,CAST
P52824,unknown,942.0,1,14,0.0148619957537154,1,CAST
P53999,mRNA,127.0,1,60,0.4724409448818897,1,CAST
P54253,mRNA,815.0,2,56,0.0687116564417178,2,CAST
P55010,mRNA,431.0,2,202,0.4686774941995359,2,CAST
P55199,snRNA,621.0,1,26,0.0418679549114331,1,CAST
P55265,mRNA,1226.0,1,159,0.1296900489396411,1,CAST
P55795,mRNA,449.0,2,96,0.2138084632516703,2,CAST
P55884,mRNA,814.0,2,229,0.2813267813267813,2,CAST
P56182,pre-rRNA,461.0,2,174,0.3774403470715835,2,CAST
P56270,unknown,477.0,2,254,0.5324947589098532,2,CAST
P57052,mRNA,281.0,1,115,0.4092526690391459,1,CAST
P57723,mRNA,403.0,1,58,0.1439205955334987,1,CAST
P60323,mRNA,173.0,1,16,0.0924855491329479,1,CAST
P61129,unknown,1189.0,5,513,0.4314550042052145,3+,CAST
P61218,mRNA,127.0,1,34,0.2677165354330709,1,CAST
P61254,ribosomal protein,145.0,1,38,0.2620689655172414,1,CAST
P61978,mRNA,463.0,2,94,0.203023758099352,2,CAST
P62241,ribosomal protein,208.0,1,35,0.1682692307692307,1,CAST
P62314,snRNA,119.0,1,32,0.2689075630252101,1,CAST
P62750,ribosomal protein,156.0,1,67,0.4294871794871794,1,CAST
P62753,ribosomal protein,249.0,1,114,0.4578313253012048,1,CAST
P62851,ribosomal protein,125.0,1,40,0.32,1,CAST
P62854,ribosomal protein,115.0,1,18,0.1565217391304348,1,CAST
P62861,ribosomal protein,133.0,1,31,0.2330827067669172,1,CAST
P62945,ribosomal protein,25.0,1,24,0.96,1,CAST
P62979,ribosomal protein,156.0,1,43,0.2756410256410256,1,CAST
P62995,mRNA,288.0,2,118,0.4097222222222222,2,CAST
P63162,snRNA,240.0,2,148,0.6166666666666667,2,CAST
P67809,mRNA,324.0,2,210,0.6481481481481481,2,CAST
P78316,pre-rRNA,857.0,2,410,0.4784130688448074,2,CAST
P78332,mRNA,1123.0,3,384,0.3419412288512912,3+,CAST
P78344,mRNA,907.0,1,42,0.0463065049614112,1,CAST
P78362,mRNA,688.0,3,304,0.4418604651162791,3+,CAST
P78563,mRNA,741.0,2,46,0.0620782726045884,2,CAST
P79522,unknown,188.0,1,69,0.3670212765957447,1,CAST
P82673,ribosomal protein,323.0,1,85,0.2631578947368421,1,CAST
P82675,ribosomal protein,430.0,1,81,0.1883720930232558,1,CAST
P82979,mRNA,210.0,1,67,0.319047619047619,1,CAST
P83369,snRNA,360.0,2,122,0.3388888888888889,2,CAST
P83731,ribosomal protein,157.0,1,92,0.5859872611464968,1,CAST
P84098,ribosomal protein,196.0,1,145,0.7397959183673469,1,CAST
P84103,mRNA,164.0,1,81,0.4939024390243902,1,CAST
P86452,unknown,979.0,2,98,0.1001021450459652,2,CAST
P98175,mRNA,930.0,3,507,0.5451612903225806,3+,CAST
P98179,mRNA,157.0,1,69,0.4394904458598726,1,CAST
Q00059,mRNA,246.0,1,190,0.7723577235772358,1,CAST
Q00577,mRNA,322.0,2,98,0.3043478260869565,2,CAST
Q00839,mRNA,825.0,5,276,0.3345454545454545,3+,CAST
Q01081,mRNA,240.0,1,61,0.2541666666666666,1,CAST
Q01085,mRNA,375.0,1,14,0.0373333333333333,1,CAST
Q01130,mRNA,221.0,1,139,0.6289592760180995,1,CAST
Q01780,diverse,885.0,1,142,0.1604519774011299,1,CAST
Q01844,unknown,656.0,3,530,0.8079268292682927,3+,CAST
Q02040,mRNA,695.0,2,390,0.5611510791366906,2,CAST
Q02878,ribosomal protein,288.0,1,84,0.2916666666666667,1,CAST
Q03468,unknown,1493.0,3,621,0.4159410582719357,3+,CAST
Q03701,pre-rRNA,1054.0,4,333,0.3159392789373814,3+,CAST
Q04637,mRNA,1599.0,5,653,0.4083802376485303,3+,CAST
Q05481,unknown,1191.0,1,579,0.4861460957178841,1,CAST
Q05519,mRNA,484.0,2,299,0.6177685950413223,2,CAST
Q06265,diverse,439.0,1,31,0.0706150341685649,1,CAST
Q06787,mRNA,632.0,1,25,0.0395569620253164,1,CAST
Q07021,mRNA,282.0,1,78,0.2765957446808511,1,CAST
Q07352,mRNA,338.0,1,124,0.3668639053254438,1,CAST
Q07666,mRNA,443.0,3,110,0.2483069977426636,3+,CAST
Q07864,unknown,2286.0,1,37,0.016185476815398,1,CAST
Q07955,mRNA,248.0,2,73,0.2943548387096774,2,CAST
Q08170,mRNA,494.0,1,317,0.6417004048582996,1,CAST
Q08211,ncRNA,1270.0,2,117,0.0921259842519685,2,CAST
Q09161,mRNA,790.0,1,53,0.0670886075949367,1,CAST
Q12788,snoRNA,808.0,1,24,0.0297029702970297,1,CAST
Q12849,mRNA,480.0,1,94,0.1958333333333333,1,CAST
Q12872,mRNA,951.0,5,656,0.6898002103049422,3+,CAST
Q12874,snRNA,501.0,1,40,0.0798403193612774,1,CAST
Q12904,tRNA,312.0,1,31,0.0993589743589743,1,CAST
Q12905,mRNA,390.0,2,57,0.1461538461538461,2,CAST
Q12906,mRNA,894.0,3,330,0.3691275167785235,3+,CAST
Q12926,mRNA,359.0,1,35,0.0974930362116991,1,CAST
Q12986,mRNA,1120.0,1,158,0.1410714285714285,1,CAST
Q12996,mRNA,717.0,1,68,0.0948396094839609,1,CAST
Q13064,mRNA,507.0,1,199,0.3925049309664694,1,CAST
Q13148,mRNA,414.0,1,141,0.3405797101449275,1,CAST
Q13151,mRNA,305.0,1,124,0.4065573770491803,1,CAST
Q13243,mRNA,272.0,1,95,0.3492647058823529,1,CAST
Q13247,mRNA,344.0,1,170,0.4941860465116279,1,CAST
Q13283,mRNA,466.0,3,172,0.3690987124463519,3+,CAST
Q13310,mRNA,644.0,1,82,0.1273291925465838,1,CAST
Q13325,tRNA,482.0,1,27,0.0560165975103734,1,CAST
Q13395,mRNA,1621.0,1,212,0.1307834669956817,1,CAST
Q13405,ribosomal protein,166.0,1,31,0.1867469879518072,1,CAST
Q13428,pre-rRNA,1488.0,1,1434,0.9637096774193548,1,CAST
Q13435,mRNA,895.0,8,704,0.7865921787709497,3+,CAST
Q13485,ncRNA,552.0,3,196,0.3550724637681159,3+,CAST
Q13523,snRNA,1007.0,1,576,0.5719960278053625,1,CAST
Q13573,mRNA,536.0,1,96,0.1791044776119403,1,CAST
Q13595,mRNA,282.0,2,135,0.4787234042553192,2,CAST
Q13601,snoRNA,381.0,1,157,0.4120734908136483,1,CAST
Q13823,pre-rRNA,731.0,1,252,0.3447332421340629,1,CAST
Q13825,mRNA,339.0,1,61,0.1799410029498525,1,CAST
Q14011,mRNA,172.0,1,68,0.3953488372093023,1,CAST
Q14103,mRNA,355.0,2,143,0.4028169014084507,2,CAST
Q14137,pre-rRNA,746.0,1,114,0.1528150134048257,1,CAST
Q14147,mRNA,1143.0,1,90,0.0787401574803149,1,CAST
Q14151,mRNA,953.0,3,738,0.7743966421825813,3+,CAST
Q14152,mRNA,1382.0,1,832,0.6020260492040521,1,CAST
Q14157,mRNA,1087.0,3,874,0.8040478380864765,3+,CAST
Q14204,mRNA,4646.0,1,99,0.0213086526043908,1,CAST
Q14258,mRNA,630.0,1,169,0.2682539682539682,1,CAST
Q14296,mRNA,549.0,1,10,0.0182149362477231,1,CAST
Q14444,mRNA,709.0,3,473,0.6671368124118476,3+,CAST
Q14498,mRNA,530.0,1,125,0.2358490566037736,1,CAST
Q14562,mRNA,1220.0,2,208,0.1704918032786885,2,CAST
Q14657,tRNA,143.0,1,49,0.3426573426573426,1,CAST
Q14671,mRNA,1186.0,3,474,0.3996627318718381,3+,CAST
Q14684,pre-rRNA,758.0,1,124,0.1635883905013192,1,CAST
Q14690,snoRNA,1871.0,2,226,0.1207910208444682,2,CAST
Q14692,pre-rRNA,1282.0,3,644,0.5023400936037441,3+,CAST
Q14694,mRNA,798.0,2,306,0.3834586466165413,2,CAST
Q14764,ncRNA,893.0,1,138,0.154535274356103,1,CAST
Q14839,unknown,1912.0,6,816,0.4267782426778242,3+,CAST
Q14966,mRNA,1978.0,2,1452,0.7340748230535895,2,CAST
Q15007,mRNA,396.0,2,345,0.8712121212121212,2,CAST
Q15020,snRNA,963.0,3,247,0.2564901349948079,3+,CAST
Q15022,ncRNA,739.0,2,98,0.1326116373477672,2,CAST
Q15029,tRNA,972.0,1,34,0.0349794238683127,1,CAST
Q15032,unknown,1099.0,5,459,0.4176524112829845,3+,CAST
Q15050,pre-rRNA,365.0,1,193,0.5287671232876713,1,CAST
Q15056,mRNA,248.0,1,15,0.0604838709677419,1,CAST
Q15061,pre-rRNA,677.0,1,78,0.1152141802067946,1,CAST
Q15185,ncRNA,160.0,1,57,0.35625,1,CAST
Q15233,ncRNA,471.0,3,221,0.4692144373673036,3+,CAST
Q15269,snoRNA,919.0,1,31,0.0337323177366702,1,CAST
Q15287,mRNA,305.0,3,224,0.7344262295081967,3+,CAST
Q15397,mRNA,648.0,1,168,0.2592592592592592,1,CAST
Q15415,mRNA,496.0,1,451,0.9092741935483872,1,CAST
Q15424,mRNA,915.0,2,792,0.8655737704918033,2,CAST
Q15427,mRNA,424.0,1,209,0.4929245283018867,1,CAST
Q15428,snRNA,464.0,1,246,0.5301724137931034,1,CAST
Q15459,snRNA,793.0,5,395,0.498108448928121,3+,CAST
Q15637,mRNA,639.0,1,314,0.4913928012519561,1,CAST
Q15696,mRNA,482.0,2,273,0.5663900414937759,2,CAST
Q15796,ncRNA,467.0,1,19,0.0406852248394004,1,CAST
Q15797,ncRNA,465.0,1,84,0.1806451612903225,1,CAST
Q15910,ncRNA,746.0,2,67,0.0898123324396782,2,CAST
Q16206,mRNA,610.0,2,223,0.3655737704918033,2,CAST
Q16560,snRNA,246.0,1,70,0.2845528455284553,1,CAST
Q16594,snoRNA,264.0,2,123,0.4659090909090909,2,CAST
Q16629,mRNA,238.0,1,117,0.4915966386554621,1,CAST
Q16630,mRNA,551.0,4,381,0.691470054446461,3+,CAST
Q16637,snRNA,294.0,3,110,0.3741496598639456,3+,CAST
Q17RY0,mRNA,729.0,1,336,0.4609053497942387,1,CAST
Q1KMD3,mRNA,747.0,3,308,0.4123159303882195,3+,CAST
Q2NKX8,unknown,1250.0,1,462,0.3696,1,CAST
Q2NL82,pre-rRNA,804.0,2,224,0.2786069651741293,2,CAST
Q2Q1W2,ncRNA,868.0,1,172,0.1981566820276497,1,CAST
Q2TBE0,mRNA,894.0,1,533,0.5961968680089486,1,CAST
Q2VPK5,tRNA,515.0,2,38,0.0737864077669902,2,CAST
Q2WGJ9,unknown,1857.0,4,209,0.1125471190091545,3+,CAST
Q32MZ4,ncRNA,808.0,1,787,0.974009900990099,1,CAST
Q32P51,mRNA,320.0,1,123,0.384375,1,CAST
Q3L8U1,unknown,2897.0,4,842,0.2906454953400069,3+,CAST
Q4G0J3,ncRNA,582.0,2,274,0.4707903780068728,2,CAST
Q4VXU2,mRNA,619.0,1,55,0.0888529886914378,1,CAST
Q4ZG55,unknown,1949.0,1,237,0.1216008209338122,1,CAST
Q52LJ0,tRNA,433.0,1,99,0.2286374133949191,1,CAST
Q53EL6,mRNA,469.0,1,75,0.1599147121535181,1,CAST
Q53F19,unknown,620.0,2,458,0.7387096774193549,2,CAST
Q53GL7,unknown,1025.0,1,152,0.1482926829268292,1,CAST
Q53GS9,snRNA,565.0,1,101,0.1787610619469026,1,CAST
Q58A45,mRNA,887.0,3,364,0.4103720405862457,3+,CAST
Q5C9Z4,pre-rRNA,860.0,2,251,0.291860465116279,2,CAST
Q5D1E8,ncRNA,599.0,2,161,0.2687813021702838,2,CAST
Q5FWF4,unknown,1079.0,1,254,0.2354031510658016,1,CAST
Q5H9U9,ncRNA,1706.0,1,25,0.014654161781946,1,CAST
Q5HYM0,diverse,836.0,1,74,0.0885167464114832,1,CAST
Q5JTH9,pre-rRNA,1297.0,2,226,0.1742482652274479,2,CAST
Q5JVS0,mRNA,413.0,2,261,0.6319612590799032,2,CAST
Q5PRF9,mRNA,694.0,2,159,0.2291066282420749,2,CAST
Q5QJE6,pre-rRNA,756.0,2,730,0.9656084656084656,2,CAST
Q5QPL9,mRNA,237.0,1,33,0.1392405063291139,1,CAST
Q5RKV6,diverse,272.0,1,134,0.4926470588235294,1,CAST
Q5SY16,pre-rRNA,702.0,1,44,0.0626780626780626,1,CAST
Q5SZQ8,mRNA,465.0,3,248,0.5333333333333333,3+,CAST
Q5T200,unknown,1668.0,1,1410,0.8453237410071942,1,CAST
Q5T280,unknown,376.0,1,50,0.1329787234042553,1,CAST
Q5T481,mRNA,1227.0,2,302,0.2461287693561532,2,CAST
Q5T5J6,mRNA,900.0,1,302,0.3355555555555555,1,CAST
Q5T619,unknown,568.0,1,226,0.397887323943662,1,CAST
Q5T6F2,mRNA,1119.0,2,973,0.8695263628239499,2,CAST
Q5T760,mRNA,491.0,2,306,0.6232179226069247,2,CAST
Q5T7F5,mRNA,372.0,1,68,0.1827956989247312,1,CAST
Q5T7N2,mRNA,865.0,2,491,0.5676300578034682,2,CAST
Q5T890,unknown,1561.0,1,637,0.4080717488789238,1,CAST
Q5T8P6,mRNA,1007.0,4,375,0.3723932472691162,3+,CAST
Q5T9H5,mRNA,84.0,1,22,0.2619047619047619,1,CAST
Q5TAP6,snoRNA,766.0,1,408,0.5326370757180157,1,CAST
Q5TAX3,ncRNA,1644.0,4,447,0.2718978102189781,3+,CAST
Q5TBB1,diverse,312.0,1,66,0.2115384615384615,1,CAST
Q5TBQ0,mRNA,296.0,1,24,0.081081081081081,1,CAST
Q5TC82,mRNA,1133.0,2,329,0.2903795233892321,2,CAST
Q5U5Q3,mRNA,659.0,3,389,0.590288315629742,3+,CAST
Q5VTL8,snRNA,546.0,1,311,0.5695970695970696,1,CAST
Q5VUC9,ncRNA,145.0,1,43,0.296551724137931,1,CAST
Q5VUG0,unknown,894.0,1,98,0.1096196868008948,1,CAST
Q5VV67,mRNA,1664.0,3,525,0.3155048076923077,3+,CAST
Q5VWX1,mRNA,349.0,1,52,0.1489971346704871,1,CAST
Q5VYS8,ncRNA,1495.0,2,338,0.2260869565217391,2,CAST
Q5VZF2,mRNA,373.0,1,37,0.099195710455764,1,CAST
Q5W0B1,unknown,726.0,2,581,0.800275482093664,2,CAST
Q5XG87,diverse,792.0,2,414,0.5227272727272727,2,CAST
Q659C4,mRNA,914.0,3,218,0.2385120350109409,3+,CAST
Q66PJ3,mRNA,237.0,1,129,0.5443037974683544,1,CAST
Q69YN2,mRNA,538.0,1,15,0.0278810408921933,1,CAST
Q69YN4,mRNA,1812.0,3,218,0.1203090507726269,3+,CAST
Q6BEB4,unknown,398.0,2,237,0.5954773869346733,2,CAST
Q6I9Y2,mRNA,204.0,1,128,0.6274509803921569,1,CAST
Q6IEG0,snRNA,339.0,1,89,0.2625368731563421,1,CAST
Q6IPR3,tRNA,259.0,1,13,0.0501930501930501,1,CAST
Q6L8Q7,mRNA,609.0,1,112,0.1839080459770115,1,CAST
Q6NZI2,pre-rRNA,390.0,1,193,0.4948717948717949,1,CAST
Q6P158,mRNA,1386.0,1,42,0.0303030303030303,1,CAST
Q6P2E9,mRNA,1401.0,2,428,0.3054960742326909,2,CAST
Q6P6C2,mRNA,394.0,2,61,0.1548223350253807,2,CAST
Q6P9B9,snRNA,1019.0,3,55,0.0539744847890088,3+,CAST
Q6PF06,tRNA,316.0,1,60,0.189873417721519,1,CAST
Q6PI26,snoRNA,577.0,1,100,0.1733102253032929,1,CAST
Q6PJT7,mRNA,736.0,1,84,0.1141304347826086,1,CAST
Q6PKG0,mRNA,1096.0,5,226,0.2062043795620438,3+,CAST
Q6R2W3,unknown,1325.0,1,77,0.0581132075471698,1,CAST
Q6UX04,mRNA,472.0,1,296,0.6271186440677966,1,CAST
Q6XE24,mRNA,437.0,1,24,0.0549199084668192,1,CAST
Q6ZN04,mRNA,569.0,2,279,0.4903339191564148,2,CAST
Q6ZN17,mRNA,250.0,1,70,0.28,1,CAST
Q6ZP01,mRNA,1051.0,2,798,0.7592768791627021,2,CAST
Q6ZRS2,unknown,3230.0,10,2020,0.6253869969040248,3+,CAST
Q6ZRY4,mRNA,209.0,1,18,0.0861244019138756,1,CAST
Q71RC2,mRNA,724.0,1,265,0.3660220994475138,1,CAST
Q76FK4,pre-rRNA,1167.0,2,986,0.8449014567266495,2,CAST
Q76MJ5,mRNA,926.0,1,61,0.0658747300215982,1,CAST
Q7KZ85,mRNA,1726.0,4,554,0.320973348783314,3+,CAST
Q7L0Y3,ncRNA,403.0,1,48,0.119106699751861,1,CAST
Q7L2E3,mRNA,1194.0,1,13,0.0108877721943048,1,CAST
Q7L2J0,ncRNA,689.0,3,205,0.297532656023222,3+,CAST
Q7L8L6,mRNA,764.0,1,83,0.1086387434554973,1,CAST
Q7Z2T5,tRNA,733.0,1,60,0.0818553888130968,1,CAST
Q7Z2W4,mRNA,902.0,1,292,0.3237250554323725,1,CAST
Q7Z2Z2,tRNA,1120.0,1,78,0.0696428571428571,1,CAST
Q7Z333,mRNA,2677.0,1,1092,0.4079193126634292,1,CAST
Q7Z417,mRNA,695.0,2,635,0.9136690647482014,2,CAST
Q7Z478,mRNA,1369.0,3,317,0.2315558802045288,3+,CAST
Q7Z570,unknown,1209.0,6,473,0.391232423490488,3+,CAST
Q7Z5Q1,mRNA,589.0,3,104,0.1765704584040747,3+,CAST
Q7Z6E9,mRNA,1792.0,4,1361,0.7594866071428571,3+,CAST
Q7Z6J9,tRNA,526.0,1,58,0.1102661596958174,1,CAST
Q7Z6M4,pre-rRNA,381.0,1,60,0.1574803149606299,1,CAST
Q7Z739,mRNA,585.0,2,174,0.2974358974358974,2,CAST
Q7Z7A3,tRNA,348.0,1,105,0.3017241379310345,1,CAST
Q7Z7H8,ribosomal protein,261.0,1,18,0.0689655172413793,1,CAST
Q86SE5,mRNA,291.0,1,68,0.2336769759450171,1,CAST
Q86SE8,pre-rRNA,214.0,2,123,0.5747663551401869,2,CAST
Q86TB9,mRNA,770.0,2,281,0.3649350649350649,2,CAST
Q86TG7,unknown,708.0,3,119,0.1680790960451977,3+,CAST
Q86TS9,ribosomal protein,123.0,1,27,0.2195121951219512,1,CAST
Q86U06,mRNA,439.0,2,147,0.3348519362186788,2,CAST
Q86U38,pre-rRNA,636.0,1,20,0.0314465408805031,1,CAST
Q86U42,mRNA,306.0,2,144,0.4705882352941176,2,CAST
Q86U44,mRNA,580.0,1,112,0.193103448275862,1,CAST
Q86U90,tRNA,279.0,1,115,0.4121863799283154,1,CAST
Q86US8,mRNA,1419.0,2,457,0.3220577871740662,2,CAST
Q86VM9,mRNA,953.0,2,966,1.0136411332633788,2,CAST
Q86W50,snRNA,562.0,1,114,0.2028469750889679,1,CAST
Q86WX3,unknown,136.0,1,93,0.6838235294117647,1,CAST
Q86XN8,mRNA,651.0,3,425,0.65284178187404,3+,CAST
Q86XP3,mRNA,938.0,2,373,0.3976545842217484,2,CAST
Q86XZ4,mRNA,545.0,1,475,0.8715596330275229,1,CAST
Q86Y13,mRNA,1208.0,2,131,0.1084437086092715,2,CAST
Q86YF9,mRNA,867.0,2,203,0.2341407151095732,2,CAST
Q86YN6,unknown,1023.0,3,253,0.2473118279569892,3+,CAST
Q8IU60,mRNA,420.0,1,114,0.2714285714285714,1,CAST
Q8IWR0,unknown,971.0,1,139,0.1431513903192585,1,CAST
Q8IWX8,mRNA,916.0,5,617,0.6735807860262009,3+,CAST
Q8IWZ3,unknown,2542.0,5,1300,0.5114083398898505,3+,CAST
Q8IWZ8,mRNA,645.0,3,226,0.3503875968992248,3+,CAST
Q8IX01,mRNA,1082.0,2,85,0.0785582255083179,2,CAST
Q8IX12,mRNA,1150.0,4,859,0.7469565217391304,3+,CAST
Q8IXT5,mRNA,1001.0,1,334,0.3336663336663337,1,CAST
Q8IXZ2,mRNA,948.0,1,794,0.8375527426160337,1,CAST
Q8IY21,ncRNA,1712.0,2,87,0.0508177570093457,2,CAST
Q8IY37,snoRNA,1157.0,4,238,0.2057044079515989,3+,CAST
Q8IY81,pre-rRNA,847.0,2,454,0.5360094451003542,2,CAST
Q8IYB3,mRNA,904.0,2,742,0.8207964601769911,2,CAST
Q8IYL2,tRNA,757.0,1,27,0.035667107001321,1,CAST
Q8IYY4,mRNA,767.0,3,405,0.5280312907431551,3+,CAST
Q8IZ69,tRNA,625.0,1,13,0.0208,1,CAST
Q8IZD0,unknown,417.0,2,306,0.7338129496402878,2,CAST
Q8IZD4,mRNA,617.0,1,87,0.1410048622366288,1,CAST
Q8IZH2,diverse,1706.0,3,137,0.0803048065650644,3+,CAST
Q8N163,mRNA,923.0,2,193,0.209100758396533,2,CAST
Q8N1G1,pre-rRNA,1221.0,2,573,0.4692874692874693,2,CAST
Q8N1G2,mRNA,835.0,1,68,0.081437125748503,1,CAST
Q8N1G4,unknown,583.0,1,28,0.0480274442538593,1,CAST
Q8N1W1,mRNA,1705.0,3,596,0.3495601173020528,3+,CAST
Q8N201,snRNA,2190.0,2,61,0.0278538812785388,2,CAST
Q8N2M8,mRNA,674.0,2,528,0.7833827893175074,2,CAST
Q8N3Z6,diverse,543.0,2,329,0.6058931860036832,2,CAST
Q8N567,unknown,271.0,1,102,0.3763837638376384,1,CAST
Q8N5A5,unknown,531.0,3,187,0.352165725047081,3+,CAST
Q8N5C6,unknown,995.0,1,111,0.1115577889447236,1,CAST
Q8N5P1,unknown,291.0,1,193,0.6632302405498282,1,CAST
Q8N5X7,mRNA,224.0,1,26,0.1160714285714285,1,CAST
Q8N5Y2,ncRNA,521.0,2,196,0.3761996161228407,2,CAST
Q8N684,mRNA,471.0,4,286,0.6072186836518046,3+,CAST
Q8N7X1,mRNA,1067.0,1,680,0.6373008434864105,1,CAST
Q8N8A6,pre-rRNA,666.0,1,142,0.2132132132132132,1,CAST
Q8N8D1,snRNA,485.0,2,295,0.6082474226804123,2,CAST
Q8N8U3,unknown,475.0,1,197,0.4147368421052632,1,CAST
Q8N9N8,mRNA,165.0,1,60,0.3636363636363636,1,CAST
Q8NAF0,unknown,562.0,5,176,0.3131672597864768,3+,CAST
Q8NAT2,ncRNA,981.0,1,153,0.1559633027522936,1,CAST
Q8NAV1,snRNA,312.0,2,133,0.4262820512820512,2,CAST
Q8NC51,mRNA,408.0,3,164,0.4019607843137255,3+,CAST
Q8NC60,pre-rRNA,698.0,1,43,0.0616045845272206,1,CAST
Q8ND04,mRNA,991.0,1,47,0.0474268415741675,1,CAST
Q8NDF8,diverse,572.0,2,188,0.3286713286713286,2,CAST
Q8NDG6,ncRNA,1382.0,1,43,0.0311143270622286,1,CAST
Q8NDV7,mRNA,1962.0,3,1972,1.0050968399592253,3+,CAST
Q8NE18,pre-rRNA,718.0,1,18,0.0250696378830083,1,CAST
Q8NE35,mRNA,698.0,3,314,0.4498567335243553,3+,CAST
Q8NE71,mRNA,845.0,2,374,0.4426035502958579,2,CAST
Q8NEF9,pre-rRNA,429.0,1,234,0.5454545454545454,1,CAST
Q8NEJ9,mRNA,315.0,2,123,0.3904761904761905,2,CAST
Q8NHQ9,pre-rRNA,600.0,1,90,0.15,1,CAST
Q8NI27,mRNA,1593.0,4,552,0.3465160075329567,3+,CAST
Q8TA86,snRNA,221.0,2,100,0.4524886877828054,2,CAST
Q8TAD8,ncRNA,396.0,2,192,0.4848484848484848,2,CAST
Q8TAQ5,unknown,688.0,1,47,0.068313953488372,1,CAST
Q8TB72,mRNA,1066.0,2,436,0.4090056285178236,2,CAST
Q8TBF4,snRNA,217.0,1,88,0.4055299539170507,1,CAST
Q8TBY0,mRNA,533.0,1,11,0.0206378986866791,1,CAST
Q8TBZ6,tRNA,339.0,2,125,0.3687315634218289,2,CAST
Q8TC59,ncRNA,973.0,1,32,0.0328879753340185,1,CAST
Q8TC92,mRNA,643.0,1,228,0.3545878693623639,1,CAST
Q8TD26,mRNA,2715.0,5,517,0.1904235727440147,3+,CAST
Q8TDD1,pre-rRNA,881.0,1,294,0.3337116912599319,1,CAST
Q8TDG4,unknown,1101.0,1,116,0.1053587647593097,1,CAST
Q8TDI0,unknown,1954.0,6,716,0.3664278403275333,3+,CAST
Q8TDN6,pre-rRNA,353.0,1,78,0.2209631728045325,1,CAST
Q8TEQ6,snRNA,1508.0,4,250,0.1657824933687002,3+,CAST
Q8TEX9,mRNA,1081.0,2,58,0.0536540240518038,2,CAST
Q8WU90,unknown,426.0,2,383,0.8990610328638498,2,CAST
Q8WUA2,mRNA,492.0,1,172,0.3495934959349593,1,CAST
Q8WUQ7,mRNA,758.0,2,334,0.4406332453825857,2,CAST
Q8WVK2,snRNA,155.0,2,120,0.7741935483870968,2,CAST
Q8WVV9,mRNA,542.0,2,56,0.1033210332103321,2,CAST
Q8WW01,tRNA,171.0,1,19,0.1111111111111111,1,CAST
Q8WW36,mRNA,166.0,1,31,0.1867469879518072,1,CAST
Q8WWH5,tRNA,349.0,1,73,0.2091690544412607,1,CAST
Q8WWM7,mRNA,1075.0,3,852,0.7925581395348837,3+,CAST
Q8WWY3,snRNA,499.0,1,29,0.0581162324649298,1,CAST
Q8WXA9,mRNA,508.0,1,358,0.7047244094488189,1,CAST
Q8WXF0,mRNA,261.0,1,164,0.6283524904214559,1,CAST
Q8WXF1,ncRNA,523.0,3,220,0.4206500956022944,3+,CAST
Q8WYQ5,ncRNA,773.0,2,157,0.2031047865459249,2,CAST
Q8WYQ9,unknown,949.0,2,880,0.9272918861959958,2,CAST
Q92540,mRNA,1137.0,4,449,0.3948988566402814,3+,CAST
Q92615,mRNA,738.0,1,276,0.3739837398373983,1,CAST
Q92620,mRNA,1227.0,3,473,0.3854930725346373,3+,CAST
