uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_hdbscan,hdbscan_confidence
Q5VTL8,546.0,snRNA,SEG_intermediate,0,2,0,3,3,3,3,3,3,4,-1,0.0
O75607,178.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8453173027149842
Q9UKA9,531.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8794972644581447
Q06787,632.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8751180010029173
Q16206,610.0,mRNA,SEG_intermediate,1,2,0,3,3,3,3,3,3,3,-1,0.0
Q8NC51,408.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
P09913,472.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8542458838262568
Q96GM8,510.0,unknown,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
P67809,324.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
P55795,449.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q13310,644.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8215833907027453
Q12874,501.0,snRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9869642309173718
Q13823,731.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
P82914,257.0,ribosomal protein,SEG_intermediate,1,2,2,3,2,3,3,3,3,4,-1,0.0
Q8TD26,2715.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.7959323042931381
P46100,2492.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9BQ39,737.0,pre-rRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
Q9Y237,131.0,pre-rRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q08170,494.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,3,4,-1,0.0
Q9NX07,287.0,tRNA,SEG_intermediate,0,2,1,3,0,3,0,3,4,3,-1,0.0
Q9H694,974.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P62906,217.0,ribosomal protein,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q14692,1282.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
O43390,633.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q09161,790.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,3,-1,0.0
Q9NX05,1096.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8637933542325815
Q5JVS0,413.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8610003061811993
Q6BEB4,398.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8359939319883092
Q9H1J1,476.0,mRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q96T58,3664.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q5VYS8,1495.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
P61978,463.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
P05388,317.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8883085235385584
Q9P2E9,1410.0,mRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q8N1G4,583.0,unknown,SEG_intermediate,1,2,1,3,0,3,0,3,4,3,-1,0.0
O60293,1989.0,unknown,SEG_intermediate,1,2,0,3,0,3,1,3,1,4,-1,0.0
Q9BX46,236.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q5T6F2,1119.0,mRNA,SEG_intermediate,0,2,2,3,0,3,2,3,0,3,-1,0.0
O95373,1038.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
Q9BRS2,568.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8516126315199274
Q96I25,401.0,mRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q01081,240.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
Q9H5H4,540.0,unknown,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8751180010029173
Q9NWH9,1034.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q16594,264.0,snoRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q58A45,887.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.8976614711147346
O00567,594.0,snoRNA,SEG_intermediate,1,2,2,3,2,3,3,3,3,4,-1,0.0
Q9NS39,739.0,mRNA,SEG_intermediate,0,2,0,3,0,3,4,3,5,4,-1,0.0
P14678,240.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q8NE18,718.0,pre-rRNA,SEG_intermediate,0,2,0,3,3,3,4,3,5,4,-1,0.0
P62995,288.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,3,4,-1,0.0
A0A5K1VW79,999.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P46087,812.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9764037886081787
Q8WWM7,1075.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
O43310,598.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8932489495133558
A0A140T8Y2,407.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
O60231,1041.0,snRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q2Q1W2,868.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q9HCE5,456.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8271655975216742
Q53F19,620.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
A0A0A0MRZ1,733.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,1.0
P41250,739.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q8N163,923.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8134789948009987
Q96L91,3159.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q14444,709.0,mRNA,SEG_intermediate,0,2,0,3,2,3,2,3,0,3,-1,0.0
Q8IYL2,757.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8751180010029173
Q7Z6M4,381.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9BUJ2,856.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9NYF8,920.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,3,4,-1,0.0
Q66PJ3,237.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q13595,282.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
P55010,431.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q9UIF8,2168.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
J3KPP4,489.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q9ULR0,285.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
P31943,449.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
O14647,1828.0,unknown,SEG_intermediate,0,2,0,3,0,3,4,3,5,4,-1,0.0
P35269,517.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8770274809087754
Q5T760,491.0,mRNA,SEG_intermediate,0,2,0,3,3,3,3,3,3,4,-1,0.0
P51825,1210.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q99613,913.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q96QR8,312.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,0,3,-1,0.0
P50914,215.0,ribosomal protein,SEG_intermediate,0,2,0,3,2,3,2,3,4,3,-1,0.0
A0A5H1ZRQ2,731.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q8N8A6,666.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q52LJ0,433.0,tRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q92945,711.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q3L8U1,2897.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q6P6C2,394.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
B5MCF9,571.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9137052403075854
Q15061,677.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.7879764790634392
Q86XN8,651.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q12906,894.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q9UPQ9,1833.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q5U5Q3,659.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
B5MCU0,990.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,1.0
Q14966,1978.0,mRNA,SEG_intermediate,0,2,0,3,3,3,3,3,3,4,-1,0.0
A0A7N4I394,994.0,snRNA,SEG_intermediate,0,2,0,3,3,3,3,3,0,3,-1,0.0
Q9Y4B4,1467.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
B8ZZ98,158.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
P61129,1189.0,unknown,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
C9JAB2,235.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
O75923,2080.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
E7ETU5,370.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q8NDG6,1382.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
P62750,156.0,ribosomal protein,SEG_intermediate,1,2,0,3,3,3,4,3,4,4,-1,0.0
Q96QC0,940.0,unknown,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
P27824,592.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q16630,551.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
C9J9B2,264.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
O00571,662.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q5GAN6,216.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
X6RDA4,248.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q00839,825.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q9UI10,523.0,mRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q7L2E3,1194.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8298470224707591
Q8IY81,847.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8674640870510432
Q15637,639.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q8NDF8,572.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.9313260701186581
A0A7P0N5L0,480.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
Q8NE35,698.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9H3H3,292.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9007890587006605
Q5RKV6,272.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q9H9A5,744.0,mRNA,SEG_intermediate,1,2,0,3,0,3,0,3,4,3,-1,0.0
Q76FK4,1167.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8434943689296316
O75460,977.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
D4PHA4,493.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q6P158,1386.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
H0Y6E7,292.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
A0A0A0MSN9,333.0,mRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
P51991,378.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
A6NDY0,278.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9723672769735654
Q13428,1488.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9P1Y6,1649.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
P62633,177.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.842954363873921
Q5QJE6,756.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.9692387963963074
Q9HBD1,1191.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8250175760109004
Q8NE71,845.0,mRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
Q8WXF0,261.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
F6TAI2,324.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
Q8WUQ7,758.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
Q96CB8,462.0,snRNA,SEG_intermediate,0,2,2,3,0,3,2,3,0,3,-1,0.0
Q5QPL9,237.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P54253,815.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9UHC7,482.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
A0A0C4DG89,1032.0,snRNA,SEG_intermediate,0,2,0,3,3,3,4,3,5,4,-1,0.0
C9JE40,543.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8780400084056937
Q9H2U1,1008.0,mRNA,SEG_intermediate,0,2,0,3,2,3,0,3,0,3,-1,0.0
Q6PI26,577.0,snoRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q86TG7,708.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
O15042,1029.0,snRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8135453608408012
Q5T7N2,865.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
C9JP00,348.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9612551708325223
E9PFF5,490.0,mRNA,SEG_intermediate,0,2,0,3,3,3,4,3,0,3,-1,0.0
P62945,25.0,ribosomal protein,SEG_intermediate,0,1,0,1,0,1,0,1,4,1,-1,0.0
E9PB61,264.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
E7ET15,1028.0,snRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.813569364309795
Q4G0J3,582.0,ncRNA,SEG_intermediate,0,2,2,3,3,3,4,3,5,4,-1,0.0
D6R9W6,518.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,0,3,0,0.8751180010029173
F6VAP0,555.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
A0A0B4J203,849.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9NP92,439.0,ribosomal protein,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q99729,332.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q92540,1137.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P06730,217.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9P2J5,1176.0,tRNA,SEG_intermediate,1,2,2,3,2,3,4,3,5,4,-1,0.0
O00584,256.0,diverse,SEG_intermediate,0,2,2,3,2,3,2,3,4,3,-1,0.0
Q15797,465.0,ncRNA,SEG_intermediate,0,2,2,3,0,3,0,3,0,3,-1,0.0
P53999,127.0,mRNA,SEG_intermediate,1,2,2,3,2,3,3,3,3,4,-1,0.0
Q2WGJ9,1857.0,unknown,SEG_intermediate,0,2,0,3,0,3,4,3,5,3,-1,0.0
E5RHF4,198.0,ribosomal protein,SEG_intermediate,1,2,2,3,3,3,2,3,2,3,-1,0.0
E5RJM0,639.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
E7ERJ7,604.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9013202649511385
O15372,352.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
P49756,843.0,mRNA,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
E9PJG9,54.0,ncRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q9UHX1,559.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9127478984066659
E9PIF2,835.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
A1L020,520.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
E9PMM9,218.0,ribosomal protein,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8349192314497288
E9PL19,596.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9145592667451268
Q9Y2W1,955.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
H0YDK8,900.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.8678872153113636
P62851,125.0,ribosomal protein,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
Q14498,530.0,mRNA,SEG_intermediate,1,2,0,3,3,3,4,3,5,4,-1,0.0
Q12872,951.0,mRNA,SEG_intermediate,0,2,0,3,0,3,3,3,0,4,-1,0.0
P51513,507.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9187751069700878
A0A0C4DGG8,1043.0,mRNA,SEG_intermediate,1,2,1,3,1,3,3,3,3,4,-1,0.0
Q8IWX8,916.0,mRNA,SEG_intermediate,0,2,0,3,3,3,3,3,0,3,-1,0.0
F5GYR3,275.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
Q15233,471.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9Y4C8,960.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,0.8069773325816918
O60942,597.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9UPS6,1966.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
P56270,477.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q7Z5Q1,589.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
Q9Y5A9,579.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,1.0
Q9NP64,241.0,unknown,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
F8VQP2,1073.0,mRNA,SEG_intermediate,0,2,0,3,3,3,3,3,3,3,-1,0.0
Q5JTH9,1297.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9UIF9,1905.0,ncRNA,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
F8VU11,892.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
F8VXY6,228.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
O15037,678.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.9928529172508554
Q13243,272.0,mRNA,SEG_intermediate,0,2,2,3,3,3,3,3,3,4,-1,0.0
P60153,205.0,unknown,SEG_intermediate,0,2,2,3,2,3,2,3,4,3,-1,0.0
Q9HCK8,2581.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
G3V529,816.0,pre-rRNA,SEG_intermediate,1,2,0,3,0,3,4,3,5,4,-1,0.0
H3BM89,333.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,4,3,5,4,-1,0.0
Q9H6T0,727.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.9024647310301983
Q14137,746.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
H3BPE7,527.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
H3BPG5,128.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
A5YKK6,2376.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
H3BSG4,173.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9194730167885519
A0A140TA76,344.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
J3QL05,130.0,mRNA,SEG_intermediate,1,2,2,3,3,3,3,3,3,4,-1,0.0
J3QS41,1943.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9C0B9,1178.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q15029,972.0,tRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
K7EJB9,349.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
D6W5Y5,297.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q9BTD8,480.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9UKJ3,1502.0,unknown,SEG_intermediate,0,2,0,2,3,2,3,2,3,2,-1,0.0
O00267,1087.0,mRNA,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
Q9Y4Z0,139.0,snRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,0,0.8349192314497288
M0QY97,910.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
Q9ULX6,646.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
M0R1H0,178.0,snoRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q9NW07,568.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
P08621,437.0,snRNA,SEG_intermediate,1,2,1,3,3,3,4,3,5,4,-1,0.0
A6NHQ2,334.0,snoRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q96T37,977.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
A6NFI3,1004.0,unknown,SEG_intermediate,0,2,1,3,1,3,1,3,1,4,-1,0.0
A0A087WVF4,1798.0,unknown,SEG_intermediate,0,2,0,3,0,3,1,3,0,3,-1,0.0
A0A0D9SF53,733.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
A0A2R8Y4L2,320.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
Q9HBD4,1679.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
Q14839,1912.0,unknown,SEG_intermediate,1,2,1,3,0,3,4,3,5,4,-1,0.0
Q9ULG1,1556.0,unknown,SEG_intermediate,0,2,0,3,0,3,4,3,0,3,-1,0.0
Q99608,321.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,0,0.9185029165934129
A0A590UJW6,1086.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
A0A7I2V5M7,476.0,unknown,SEG_intermediate,1,2,1,3,2,3,2,3,2,4,-1,0.0
A0A8I5KX04,1686.0,mRNA,SEG_intermediate,1,2,1,3,0,3,0,3,4,4,-1,0.0
A0A8I5KSH6,925.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,1,1.0
A0A8V8TR54,2114.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,0,4,-1,0.0
A0ABB0MN55,322.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
A0AA34QW03,678.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
A0ABB0MV08,369.0,mRNA,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
A0ACI8Q0P4,829.0,unknown,SEG_intermediate,1,2,1,3,3,3,3,3,3,4,-1,0.0
A0ACI8Q806,498.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,-1,0.0
A0ACI8QTQ5,1388.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,-1,0.0
A0ACI8RI26,764.0,unknown,SEG_intermediate,1,2,1,3,1,3,4,3,5,4,-1,0.0
A0ACI8PUZ8,1375.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
A0ACI8RSP0,320.0,ribosomal protein,SEG_intermediate,1,2,2,3,3,3,2,3,2,3,-1,0.0
A0ACI8PX57,378.0,unknown,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
A0ACI8QLY8,321.0,unknown,SEG_intermediate,0,2,2,3,2,3,2,3,2,3,-1,0.0
A0ACI8QUJ1,752.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,3,0,0.9020422475814551
A0ACI8QHW6,749.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,4,3,-1,0.0
A0ACI8RX58,750.0,unknown,SEG_intermediate,1,2,1,3,1,3,1,3,1,4,-1,0.0
