uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
Q52LJ0,tRNA,433.0,1,103,0.23787528868360278,1,SEG_intermediate
Q53F19,unknown,620.0,2,38,0.06129032258064516,2,SEG_intermediate
Q58A45,mRNA,887.0,3,104,0.11724915445321307,3+,SEG_intermediate
Q5C9Z4,pre-rRNA,860.0,2,59,0.0686046511627907,2,SEG_intermediate
Q5GAN6,unknown,216.0,1,17,0.0787037037037037,1,SEG_intermediate
Q5JTH9,pre-rRNA,1297.0,1,11,0.008481110254433308,1,SEG_intermediate
Q5JVS0,mRNA,413.0,2,51,0.1234866828087167,2,SEG_intermediate
Q5QJE6,pre-rRNA,756.0,1,42,0.05555555555555555,1,SEG_intermediate
Q5QPL9,mRNA,237.0,1,33,0.13924050632911392,1,SEG_intermediate
Q5RKV6,diverse,272.0,2,56,0.20588235294117646,2,SEG_intermediate
Q5SZQ8,mRNA,465.0,1,34,0.07311827956989247,1,SEG_intermediate
Q5T200,unknown,1668.0,7,365,0.21882494004796163,3+,SEG_intermediate
Q5T481,mRNA,1227.0,1,28,0.022819885900570498,1,SEG_intermediate
Q5T6F2,mRNA,1119.0,4,119,0.1063449508489723,3+,SEG_intermediate
Q5T760,mRNA,491.0,3,112,0.22810590631364563,3+,SEG_intermediate
Q5T7N2,mRNA,865.0,2,68,0.07861271676300578,2,SEG_intermediate
Q5T8P6,mRNA,1007.0,4,177,0.17576961271102284,3+,SEG_intermediate
Q5U5Q3,mRNA,659.0,4,119,0.18057663125948406,3+,SEG_intermediate
Q5VTL8,snRNA,546.0,5,181,0.3315018315018315,3+,SEG_intermediate
Q5VV67,mRNA,1664.0,4,165,0.09915865384615384,3+,SEG_intermediate
Q5VYS8,ncRNA,1495.0,1,15,0.010033444816053512,1,SEG_intermediate
Q5VZF2,mRNA,373.0,1,25,0.06702412868632708,1,SEG_intermediate
Q5XG87,diverse,792.0,4,125,0.15782828282828282,3+,SEG_intermediate
Q659C4,mRNA,914.0,1,30,0.03282275711159737,1,SEG_intermediate
Q66PJ3,mRNA,237.0,2,92,0.3881856540084388,2,SEG_intermediate
Q69YN4,mRNA,1812.0,4,100,0.05518763796909492,3+,SEG_intermediate
Q6BEB4,unknown,398.0,2,32,0.08040201005025126,2,SEG_intermediate
Q6L8Q7,mRNA,609.0,1,12,0.019704433497536946,1,SEG_intermediate
Q6P158,mRNA,1386.0,1,55,0.03968253968253968,1,SEG_intermediate
Q6P2E9,mRNA,1401.0,1,40,0.028551034975017844,1,SEG_intermediate
Q6P6C2,mRNA,394.0,1,19,0.048223350253807105,1,SEG_intermediate
Q6P9B9,snRNA,1019.0,1,15,0.014720314033366046,1,SEG_intermediate
Q6PI26,snoRNA,577.0,1,27,0.04679376083188908,1,SEG_intermediate
Q6PKG0,mRNA,1096.0,2,49,0.04470802919708029,2,SEG_intermediate
Q6XE24,mRNA,437.0,1,18,0.041189931350114416,1,SEG_intermediate
Q6ZN04,mRNA,569.0,3,70,0.12302284710017575,3+,SEG_intermediate
Q6ZRS2,unknown,3230.0,9,266,0.08235294117647059,3+,SEG_intermediate
Q6ZRY4,mRNA,209.0,1,15,0.07177033492822966,1,SEG_intermediate
Q76FK4,pre-rRNA,1167.0,1,14,0.011996572407883462,1,SEG_intermediate
Q7KZ85,mRNA,1726.0,6,138,0.07995365005793743,3+,SEG_intermediate
Q7L2E3,mRNA,1194.0,1,12,0.010050251256281407,1,SEG_intermediate
Q7Z2T5,tRNA,733.0,2,54,0.07366984993178717,2,SEG_intermediate
Q7Z417,mRNA,695.0,2,84,0.12086330935251799,2,SEG_intermediate
Q7Z478,mRNA,1369.0,1,8,0.005843681519357195,1,SEG_intermediate
Q7Z570,unknown,1209.0,1,13,0.010752688172043012,1,SEG_intermediate
Q7Z5Q1,mRNA,589.0,1,38,0.06451612903225806,1,SEG_intermediate
Q7Z6E9,mRNA,1792.0,7,261,0.14564732142857142,3+,SEG_intermediate
Q7Z6M4,pre-rRNA,381.0,1,42,0.11023622047244094,1,SEG_intermediate
Q7Z739,mRNA,585.0,1,63,0.1076923076923077,1,SEG_intermediate
Q86SE8,pre-rRNA,214.0,1,22,0.102803738317757,1,SEG_intermediate
Q86TG7,unknown,708.0,2,43,0.06073446327683616,2,SEG_intermediate
Q86U06,mRNA,439.0,2,51,0.11617312072892938,2,SEG_intermediate
Q86U42,mRNA,306.0,3,95,0.3104575163398693,3+,SEG_intermediate
Q86VM9,mRNA,953.0,4,228,0.23924449108079748,3+,SEG_intermediate
Q86XN8,mRNA,651.0,3,145,0.2227342549923195,3+,SEG_intermediate
Q86XP3,mRNA,938.0,1,16,0.017057569296375266,1,SEG_intermediate
Q86XZ4,mRNA,545.0,1,13,0.023853211009174313,1,SEG_intermediate
Q86Y13,mRNA,1208.0,1,19,0.015728476821192054,1,SEG_intermediate
Q86YF9,mRNA,867.0,1,32,0.03690888119953864,1,SEG_intermediate
Q86YN6,unknown,1023.0,3,78,0.07624633431085044,3+,SEG_intermediate
Q8IWX8,mRNA,916.0,4,158,0.17248908296943233,3+,SEG_intermediate
Q8IWZ3,unknown,2542.0,4,122,0.04799370574350905,3+,SEG_intermediate
Q8IWZ8,mRNA,645.0,1,23,0.03565891472868217,1,SEG_intermediate
Q8IX12,mRNA,1150.0,6,231,0.2008695652173913,3+,SEG_intermediate
Q8IXZ2,mRNA,948.0,1,22,0.023206751054852322,1,SEG_intermediate
Q8IY37,snoRNA,1157.0,2,60,0.05185825410544512,2,SEG_intermediate
Q8IY81,pre-rRNA,847.0,2,24,0.02833530106257379,2,SEG_intermediate
Q8IYB3,mRNA,904.0,6,336,0.37168141592920356,3+,SEG_intermediate
Q8IYL2,tRNA,757.0,1,26,0.034346103038309116,1,SEG_intermediate
Q8IZD4,mRNA,617.0,1,10,0.01620745542949757,1,SEG_intermediate
Q8N163,mRNA,923.0,1,37,0.04008667388949079,1,SEG_intermediate
Q8N1G1,pre-rRNA,1221.0,2,36,0.029484029484029485,2,SEG_intermediate
Q8N1G4,unknown,583.0,1,15,0.025728987993138937,1,SEG_intermediate
Q8N2A8,ncRNA,252.0,1,17,0.06746031746031746,1,SEG_intermediate
Q8N2M8,mRNA,674.0,7,259,0.38427299703264095,3+,SEG_intermediate
Q8N5A5,unknown,531.0,1,22,0.04143126177024482,1,SEG_intermediate
Q8N684,mRNA,471.0,4,95,0.20169851380042464,3+,SEG_intermediate
Q8N8A6,pre-rRNA,666.0,2,38,0.057057057057057055,2,SEG_intermediate
Q8N8D1,snRNA,485.0,5,160,0.32989690721649484,3+,SEG_intermediate
Q8NAF0,unknown,562.0,2,43,0.07651245551601424,2,SEG_intermediate
Q8NAV1,snRNA,312.0,2,106,0.33974358974358976,2,SEG_intermediate
Q8NBJ9,ncRNA,832.0,1,21,0.025240384615384616,1,SEG_intermediate
Q8NC51,mRNA,408.0,2,56,0.13725490196078433,2,SEG_intermediate
Q8NC60,pre-rRNA,698.0,2,53,0.07593123209169055,2,SEG_intermediate
Q8NDF8,diverse,572.0,3,81,0.14160839160839161,3+,SEG_intermediate
Q8NDG6,ncRNA,1382.0,1,23,0.016642547033285094,1,SEG_intermediate
Q8NDV7,mRNA,1962.0,2,68,0.034658511722731905,2,SEG_intermediate
Q8NE18,pre-rRNA,718.0,1,22,0.03064066852367688,1,SEG_intermediate
Q8NE35,mRNA,698.0,4,105,0.1504297994269341,3+,SEG_intermediate
Q8NE71,mRNA,845.0,5,125,0.14792899408284024,3+,SEG_intermediate
Q8NHQ9,pre-rRNA,600.0,1,26,0.043333333333333335,1,SEG_intermediate
Q8NI27,mRNA,1593.0,3,58,0.03640929064657878,3+,SEG_intermediate
Q8TA86,snRNA,221.0,1,42,0.19004524886877827,1,SEG_intermediate
Q8TAD8,ncRNA,396.0,1,25,0.06313131313131314,1,SEG_intermediate
Q8TB72,mRNA,1066.0,7,160,0.150093808630394,3+,SEG_intermediate
Q8TBF4,snRNA,217.0,1,34,0.15668202764976957,1,SEG_intermediate
Q8TBY0,mRNA,533.0,1,15,0.028142589118198873,1,SEG_intermediate
Q8TD26,mRNA,2715.0,1,12,0.004419889502762431,1,SEG_intermediate
Q8TDI0,unknown,1954.0,6,128,0.06550665301944729,3+,SEG_intermediate
Q8TEX9,mRNA,1081.0,2,41,0.037927844588344126,2,SEG_intermediate
Q8WUA2,mRNA,492.0,1,18,0.036585365853658534,1,SEG_intermediate
Q8WUQ7,mRNA,758.0,3,120,0.158311345646438,3+,SEG_intermediate
Q8WVK2,snRNA,155.0,1,64,0.4129032258064516,1,SEG_intermediate
Q8WW36,mRNA,166.0,1,28,0.1686746987951807,1,SEG_intermediate
Q8WWH5,tRNA,349.0,1,31,0.08882521489971347,1,SEG_intermediate
Q8WWM7,mRNA,1075.0,1,18,0.01674418604651163,1,SEG_intermediate
Q8WWY3,snRNA,499.0,1,28,0.056112224448897796,1,SEG_intermediate
Q8WXA9,mRNA,508.0,4,225,0.44291338582677164,3+,SEG_intermediate
Q8WXF0,mRNA,261.0,1,32,0.12260536398467432,1,SEG_intermediate
Q8WXF1,ncRNA,523.0,1,41,0.07839388145315487,1,SEG_intermediate
Q8WYQ9,unknown,949.0,3,54,0.05690200210748156,3+,SEG_intermediate
Q92540,mRNA,1137.0,1,25,0.02198768689533861,1,SEG_intermediate
Q92620,mRNA,1227.0,1,40,0.032599837000814993,1,SEG_intermediate
Q92797,mRNA,1274.0,1,25,0.019623233908948195,1,SEG_intermediate
Q92879,mRNA,486.0,2,49,0.10082304526748971,2,SEG_intermediate
Q92900,mRNA,1129.0,1,26,0.023029229406554472,1,SEG_intermediate
Q92945,mRNA,711.0,7,234,0.3291139240506329,3+,SEG_intermediate
Q92973,mRNA,898.0,1,19,0.021158129175946547,1,SEG_intermediate
Q969H6,ncRNA,163.0,1,15,0.09202453987730061,1,SEG_intermediate
Q969S3,unknown,477.0,1,26,0.05450733752620545,1,SEG_intermediate
Q96AE4,mRNA,644.0,5,133,0.20652173913043478,3+,SEG_intermediate
Q96CB8,snRNA,462.0,2,68,0.1471861471861472,2,SEG_intermediate
Q96DH6,mRNA,328.0,1,29,0.08841463414634146,1,SEG_intermediate
Q96EP5,mRNA,407.0,2,60,0.14742014742014742,2,SEG_intermediate
Q96EU6,pre-rRNA,259.0,1,25,0.09652509652509653,1,SEG_intermediate
Q96EV2,mRNA,1170.0,4,134,0.11452991452991453,3+,SEG_intermediate
Q96EY7,mRNA,689.0,1,17,0.02467343976777939,1,SEG_intermediate
Q96GM8,unknown,510.0,1,21,0.041176470588235294,1,SEG_intermediate
Q96HR8,snoRNA,494.0,3,70,0.1417004048582996,3+,SEG_intermediate
Q96I24,mRNA,572.0,1,19,0.033216783216783216,1,SEG_intermediate
Q96I25,mRNA,401.0,1,31,0.0773067331670823,1,SEG_intermediate
Q96IP4,unknown,442.0,1,27,0.06108597285067873,1,SEG_intermediate
Q96IZ7,mRNA,334.0,3,134,0.40119760479041916,3+,SEG_intermediate
Q96K80,unknown,434.0,3,79,0.18202764976958524,3+,SEG_intermediate
Q96KR1,unknown,1074.0,5,145,0.13500931098696461,3+,SEG_intermediate
Q96L12,unknown,384.0,1,14,0.036458333333333336,1,SEG_intermediate
Q96L91,unknown,3159.0,6,193,0.06109528331750554,3+,SEG_intermediate
Q96MP5,unknown,696.0,1,16,0.022988505747126436,1,SEG_intermediate
Q96MT3,unknown,831.0,2,37,0.044524669073405534,2,SEG_intermediate
Q96MU7,mRNA,727.0,2,124,0.17056396148555708,2,SEG_intermediate
Q96N46,unknown,770.0,2,84,0.10909090909090909,2,SEG_intermediate
Q96NC0,snRNA,199.0,1,27,0.135678391959799,1,SEG_intermediate
Q96P70,mRNA,1041.0,3,30,0.02881844380403458,3+,SEG_intermediate
Q96PK6,mRNA,669.0,2,55,0.08221225710014948,2,SEG_intermediate
Q96PZ0,pre-rRNA,661.0,1,27,0.04084720121028744,1,SEG_intermediate
Q96QC0,unknown,940.0,4,277,0.2946808510638298,3+,SEG_intermediate
Q96QR8,mRNA,312.0,3,62,0.1987179487179487,3+,SEG_intermediate
Q96RS0,snRNA,853.0,1,14,0.016412661195779603,1,SEG_intermediate
Q96T37,mRNA,977.0,3,73,0.07471852610030706,3+,SEG_intermediate
Q96T58,mRNA,3664.0,2,79,0.02156113537117904,2,SEG_intermediate
Q99590,mRNA,1463.0,1,9,0.006151742993848257,1,SEG_intermediate
Q99608,unknown,321.0,1,17,0.0529595015576324,1,SEG_intermediate
Q99613,mRNA,913.0,3,78,0.08543263964950712,3+,SEG_intermediate
Q99729,mRNA,332.0,3,111,0.33433734939759036,3+,SEG_intermediate
Q9BQ04,mRNA,359.0,2,39,0.10863509749303621,2,SEG_intermediate
Q9BQ39,pre-rRNA,737.0,1,62,0.08412483039348712,1,SEG_intermediate
Q9BQ67,pre-rRNA,446.0,1,14,0.03139013452914798,1,SEG_intermediate
Q9BRR8,mRNA,931.0,2,60,0.0644468313641246,2,SEG_intermediate
Q9BRS2,pre-rRNA,568.0,1,33,0.058098591549295774,1,SEG_intermediate
Q9BRZ2,unknown,755.0,1,23,0.030463576158940398,1,SEG_intermediate
Q9BSC4,pre-rRNA,688.0,1,38,0.055232558139534885,1,SEG_intermediate
Q9BTD8,mRNA,480.0,6,178,0.37083333333333335,3+,SEG_intermediate
Q9BUJ2,mRNA,856.0,5,134,0.15654205607476634,3+,SEG_intermediate
Q9BUQ8,snRNA,820.0,3,121,0.1475609756097561,3+,SEG_intermediate
Q9BWF3,mRNA,364.0,1,18,0.04945054945054945,1,SEG_intermediate
Q9BWU0,unknown,742.0,1,29,0.03908355795148248,1,SEG_intermediate
Q9BX46,mRNA,236.0,2,50,0.211864406779661,2,SEG_intermediate
Q9BXP5,ncRNA,876.0,1,40,0.045662100456621,1,SEG_intermediate
Q9BXV9,tRNA,100.0,1,19,0.19,1,SEG_intermediate
Q9BXY0,pre-rRNA,300.0,1,21,0.07,1,SEG_intermediate
Q9BYJ9,mRNA,559.0,1,43,0.07692307692307693,1,SEG_intermediate
Q9BZI7,mRNA,483.0,2,79,0.16356107660455488,2,SEG_intermediate
Q9C0B9,unknown,1178.0,2,74,0.06281833616298811,2,SEG_intermediate
Q9H0L4,mRNA,616.0,1,14,0.022727272727272728,1,SEG_intermediate
Q9H0W8,mRNA,520.0,3,42,0.08076923076923077,3+,SEG_intermediate
Q9H1J1,mRNA,476.0,1,44,0.09243697478991597,1,SEG_intermediate
Q9H2U1,mRNA,1008.0,1,51,0.050595238095238096,1,SEG_intermediate
Q9H307,mRNA,717.0,5,191,0.26638772663877264,3+,SEG_intermediate
Q9H361,mRNA,631.0,1,23,0.03645007923930269,1,SEG_intermediate
Q9H3H3,unknown,292.0,1,18,0.06164383561643835,1,SEG_intermediate
Q9H4Z3,mRNA,704.0,1,15,0.02130681818181818,1,SEG_intermediate
Q9H501,pre-rRNA,851.0,1,34,0.0399529964747356,1,SEG_intermediate
Q9H5H4,unknown,540.0,1,26,0.04814814814814815,1,SEG_intermediate
Q9H694,mRNA,974.0,1,37,0.037987679671457907,1,SEG_intermediate
Q9H6E5,snRNA,874.0,1,25,0.028604118993135013,1,SEG_intermediate
Q9H6R0,mRNA,707.0,1,12,0.016973125884016973,1,SEG_intermediate
Q9H6S0,mRNA,1430.0,2,45,0.03146853146853147,2,SEG_intermediate
Q9H6T0,mRNA,727.0,1,25,0.0343878954607978,1,SEG_intermediate
Q9H7N4,mRNA,1312.0,10,360,0.27439024390243905,3+,SEG_intermediate
Q9H9A5,mRNA,744.0,1,21,0.028225806451612902,1,SEG_intermediate
Q9HAU5,mRNA,1272.0,2,100,0.07861635220125786,2,SEG_intermediate
Q9HBD1,mRNA,1191.0,1,20,0.016792611251049538,1,SEG_intermediate
Q9HBD4,unknown,1679.0,6,154,0.09172126265634306,3+,SEG_intermediate
Q9HC10,unknown,1997.0,2,52,0.026039058587881823,2,SEG_intermediate
Q9HCE5,mRNA,456.0,1,29,0.06359649122807018,1,SEG_intermediate
Q9HCJ0,mRNA,1936.0,4,74,0.038223140495867766,3+,SEG_intermediate
Q9HCJ3,mRNA,691.0,1,34,0.049204052098408106,1,SEG_intermediate
Q9HCK8,mRNA,2581.0,4,122,0.04726850058117009,3+,SEG_intermediate
Q9NP64,unknown,241.0,3,61,0.25311203319502074,3+,SEG_intermediate
Q9NP92,ribosomal protein,439.0,1,25,0.05694760820045558,1,SEG_intermediate
Q9NQ29,mRNA,371.0,1,79,0.21293800539083557,1,SEG_intermediate
Q9NQZ2,snoRNA,479.0,1,28,0.05845511482254697,1,SEG_intermediate
Q9NR48,ncRNA,2969.0,1,30,0.010104412260020209,1,SEG_intermediate
Q9NR56,mRNA,388.0,1,30,0.07731958762886598,1,SEG_intermediate
Q9NS39,mRNA,739.0,1,27,0.036535859269282815,1,SEG_intermediate
Q9NTZ6,mRNA,932.0,2,107,0.1148068669527897,2,SEG_intermediate
Q9NV66,tRNA,732.0,1,17,0.023224043715846996,1,SEG_intermediate
Q9NVH2,snRNA,962.0,1,19,0.01975051975051975,1,SEG_intermediate
Q9NVP1,pre-rRNA,670.0,1,9,0.013432835820895522,1,SEG_intermediate
Q9NW07,unknown,568.0,2,53,0.09330985915492958,2,SEG_intermediate
Q9NW13,snRNA,759.0,1,32,0.04216073781291173,1,SEG_intermediate
Q9NW64,mRNA,420.0,1,29,0.06904761904761905,1,SEG_intermediate
Q9NWH9,mRNA,1034.0,3,162,0.15667311411992263,3+,SEG_intermediate
Q9NX05,unknown,1096.0,1,24,0.021897810218978103,1,SEG_intermediate
Q9NX07,tRNA,287.0,1,28,0.0975609756097561,1,SEG_intermediate
Q9NY12,snoRNA,217.0,2,106,0.48847926267281105,2,SEG_intermediate
Q9NYF8,mRNA,920.0,4,188,0.20434782608695654,3+,SEG_intermediate
Q9NZJ5,mRNA,1116.0,1,29,0.025985663082437275,1,SEG_intermediate
Q9P1Y6,mRNA,1649.0,3,91,0.05518496058217101,3+,SEG_intermediate
Q9P2E9,mRNA,1410.0,1,23,0.016312056737588652,1,SEG_intermediate
Q9P2I0,mRNA,782.0,1,30,0.03836317135549872,1,SEG_intermediate
Q9P2J5,tRNA,1176.0,1,23,0.0195578231292517,1,SEG_intermediate
Q9P2K5,mRNA,600.0,1,22,0.03666666666666667,1,SEG_intermediate
Q9P2N5,mRNA,1060.0,4,97,0.09150943396226414,3+,SEG_intermediate
Q9UBK2,unknown,798.0,1,53,0.06641604010025062,1,SEG_intermediate
Q9UGR2,ncRNA,977.0,1,18,0.01842374616171955,1,SEG_intermediate
Q9UHB9,ncRNA,627.0,1,27,0.0430622009569378,1,SEG_intermediate
Q9UHC7,mRNA,482.0,2,50,0.1037344398340249,2,SEG_intermediate
Q9UHX1,mRNA,559.0,1,40,0.07155635062611806,1,SEG_intermediate
Q9UI10,mRNA,523.0,1,22,0.04206500956022945,1,SEG_intermediate
Q9UIF8,ncRNA,2168.0,4,192,0.08856088560885608,3+,SEG_intermediate
Q9UIF9,ncRNA,1905.0,3,75,0.03937007874015748,3+,SEG_intermediate
Q9UJJ7,unknown,312.0,1,29,0.09294871794871795,1,SEG_intermediate
Q9UJV8,mRNA,347.0,1,22,0.06340057636887608,1,SEG_intermediate
Q9UJV9,mRNA,622.0,1,18,0.028938906752411574,1,SEG_intermediate
Q9UKA9,mRNA,531.0,1,10,0.018832391713747645,1,SEG_intermediate
Q9UKJ3,unknown,1502.0,7,251,0.16711051930758988,3+,SEG_intermediate
Q9UKM9,mRNA,306.0,1,33,0.10784313725490197,1,SEG_intermediate
Q9UKV3,mRNA,1341.0,9,295,0.21998508575689785,3+,SEG_intermediate
Q9UKZ1,mRNA,510.0,1,41,0.0803921568627451,1,SEG_intermediate
Q9ULG1,unknown,1556.0,2,55,0.03534704370179949,2,SEG_intermediate
Q9ULR0,mRNA,285.0,1,31,0.10877192982456141,1,SEG_intermediate
Q9ULX6,mRNA,646.0,1,44,0.06811145510835913,1,SEG_intermediate
Q9UN86,mRNA,482.0,1,30,0.06224066390041494,1,SEG_intermediate
Q9UNW9,mRNA,492.0,3,158,0.32113821138211385,3+,SEG_intermediate
Q9UNX4,snoRNA,943.0,2,51,0.05408271474019088,2,SEG_intermediate
Q9UNY4,mRNA,1162.0,1,16,0.013769363166953529,1,SEG_intermediate
Q9UPN6,mRNA,1271.0,5,171,0.13453973249409915,3+,SEG_intermediate
Q9UPQ9,mRNA,1833.0,3,56,0.03055100927441353,3+,SEG_intermediate
Q9UPR3,mRNA,1016.0,2,51,0.05019685039370079,2,SEG_intermediate
Q9UPR6,unknown,939.0,1,35,0.03727369542066028,1,SEG_intermediate
Q9UPS6,ncRNA,1966.0,9,350,0.1780264496439471,3+,SEG_intermediate
Q9UPT8,unknown,1303.0,9,306,0.2348426707597851,3+,SEG_intermediate
Q9UPY3,ncRNA,1922.0,2,31,0.016129032258064516,2,SEG_intermediate
Q9UQ35,mRNA,2752.0,13,672,0.2441860465116279,3+,SEG_intermediate
Q9Y237,pre-rRNA,131.0,1,25,0.19083969465648856,1,SEG_intermediate
Q9Y2T7,mRNA,364.0,2,45,0.12362637362637363,2,SEG_intermediate
Q9Y2U8,snRNA,911.0,1,41,0.04500548847420417,1,SEG_intermediate
Q9Y2W1,mRNA,955.0,6,205,0.21465968586387435,3+,SEG_intermediate
Q9Y2X3,snoRNA,529.0,2,63,0.11909262759924386,2,SEG_intermediate
Q9Y388,mRNA,322.0,1,25,0.07763975155279502,1,SEG_intermediate
Q9Y3T9,pre-rRNA,749.0,1,21,0.028037383177570093,1,SEG_intermediate
Q9Y3Y2,mRNA,248.0,1,61,0.24596774193548387,1,SEG_intermediate
Q9Y4B4,unknown,1467.0,2,50,0.03408316291751875,2,SEG_intermediate
Q9Y4C8,pre-rRNA,960.0,2,25,0.026041666666666668,2,SEG_intermediate
Q9Y4Z0,snRNA,139.0,1,26,0.18705035971223022,1,SEG_intermediate
Q9Y5A9,mRNA,579.0,1,26,0.044905008635578586,1,SEG_intermediate
Q9Y5J1,snoRNA,556.0,1,29,0.052158273381294966,1,SEG_intermediate
X6R7H2,mRNA,631.0,2,101,0.1600633914421553,2,SEG_intermediate
X6RDA4,ncRNA,248.0,1,41,0.16532258064516128,1,SEG_intermediate
