proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,measurement_protein_id,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,uniprot_length,coverage_per_lcr
O14746|ensembl_protein_id=ENSP00000309572|entry=TERT_HUMAN|source=pfam27|protein_name=Telomerase,FLPS,466,489,24,ncRNA,domain_edge,arginine_rich_rna_contact_region,O14746|ensembl_protein_id=ENSP00000309572|entry=TERT_HUMAN|source=pfam27|protein_name=Telomerase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O14746|ensembl_protein_id=ENSP00000309572|entry=TERT_HUMAN|source=pfam27|protein_name=Telomerase,FLPS,590,672,83,ncRNA,domain_edge,arginine_rich_rna_contact_region,O14746|ensembl_protein_id=ENSP00000309572|entry=TERT_HUMAN|source=pfam27|protein_name=Telomerase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96IZ6|ensembl_protein_id=ENSP00000309610|entry=MET2A_HUMAN|source=pfam27|protein_name=tRNA,FLPS,256,260,5,tRNA,domain_intrinsic,hydrophobic_region,Q96IZ6|ensembl_protein_id=ENSP00000309610|entry=MET2A_HUMAN|source=pfam27|protein_name=tRNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IUX4|ensembl_protein_id=ENSP00000309749|entry=ABC3F_HUMAN|source=pfam27|protein_name=DNA,FLPS,121,136,16,mRNA,domain_intrinsic,arginine_rich_rna_contact_region,Q8IUX4|ensembl_protein_id=ENSP00000309749|entry=ABC3F_HUMAN|source=pfam27|protein_name=DNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95149|ensembl_protein_id=ENSP00000309831|entry=SPN1_HUMAN|source=pfam27|protein_name=Snurportin-1,FLPS,10,37,28,snRNA,domain_edge,aromatic_sticker_region,O95149|ensembl_protein_id=ENSP00000309831|entry=SPN1_HUMAN|source=pfam27|protein_name=Snurportin-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95149|ensembl_protein_id=ENSP00000309831|entry=SPN1_HUMAN|source=pfam27|protein_name=Snurportin-1,FLPS,42,46,5,snRNA,domain_intrinsic,arginine_rich_rna_contact_region,O95149|ensembl_protein_id=ENSP00000309831|entry=SPN1_HUMAN|source=pfam27|protein_name=Snurportin-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O95149|ensembl_protein_id=ENSP00000309831|entry=SPN1_HUMAN|source=pfam27|protein_name=Snurportin-1,FLPS,74,89,16,snRNA,domain_adjacent,acidic_region,O95149|ensembl_protein_id=ENSP00000309831|entry=SPN1_HUMAN|source=pfam27|protein_name=Snurportin-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q969S3|ensembl_protein_id=ENSP00000310042|entry=ZN622_HUMAN|source=pfam27|protein_name=Cytoplasmic,FLPS,195,242,48,unknown,distal_terminal,acidic_region,Q969S3|ensembl_protein_id=ENSP00000310042|entry=ZN622_HUMAN|source=pfam27|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q969S3|ensembl_protein_id=ENSP00000310042|entry=ZN622_HUMAN|source=pfam27|protein_name=Cytoplasmic,FLPS,440,469,30,unknown,distal_terminal,basic_enriched_region,Q969S3|ensembl_protein_id=ENSP00000310042|entry=ZN622_HUMAN|source=pfam27|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,FLPS,19,89,71,ncRNA,domain_edge,mixed_charge_polyampholyte,Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,FLPS,201,223,23,ncRNA,domain_intrinsic,acidic_region,Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,FLPS,463,517,55,ncRNA,distal_terminal,acidic_region,Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,FLPS,567,580,14,ncRNA,distal_terminal,basic_enriched_region,Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,FLPS,657,682,26,ncRNA,distal_terminal,acidic_region,Q32MZ4|ensembl_protein_id=ENSP00000310109|entry=LRRF1_HUMAN|source=pfam27|protein_name=Leucine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UL03|ensembl_protein_id=ENSP00000310260|entry=INT6_HUMAN|source=pfam27|protein_name=Integrator,FLPS,124,137,14,snRNA,distal_terminal,hydrophobic_region,Q9UL03|ensembl_protein_id=ENSP00000310260|entry=INT6_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UL03|ensembl_protein_id=ENSP00000310260|entry=INT6_HUMAN|source=pfam27|protein_name=Integrator,FLPS,272,305,34,snRNA,distal_terminal,aromatic_sticker_region,Q9UL03|ensembl_protein_id=ENSP00000310260|entry=INT6_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UL03|ensembl_protein_id=ENSP00000310260|entry=INT6_HUMAN|source=pfam27|protein_name=Integrator,FLPS,682,698,17,snRNA,distal_terminal,disorder_rich_spacer_region,Q9UL03|ensembl_protein_id=ENSP00000310260|entry=INT6_HUMAN|source=pfam27|protein_name=Integrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,31,98,68,snRNA,distal_terminal,rg_rgg_repeat_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,107,119,13,snRNA,domain_adjacent,disorder_rich_spacer_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,400,414,15,snRNA,domain_intrinsic,arginine_rich_rna_contact_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,438,446,9,snRNA,domain_intrinsic,arginine_rich_rna_contact_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,449,455,7,snRNA,domain_intrinsic,acidic_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,482,487,6,snRNA,domain_intrinsic,disorder_rich_spacer_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,491,498,8,snRNA,domain_intrinsic,acidic_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,511,517,7,snRNA,domain_intrinsic,disorder_rich_spacer_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,FLPS,576,602,27,snRNA,domain_intrinsic,acidic_region,O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQ04|ensembl_protein_id=ENSP00000310471|entry=RBM4B_HUMAN|source=pfam27|protein_name=RNA-binding,FLPS,190,244,55,mRNA,domain_adjacent,aromatic_sticker_region,Q9BQ04|ensembl_protein_id=ENSP00000310471|entry=RBM4B_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQ04|ensembl_protein_id=ENSP00000310471|entry=RBM4B_HUMAN|source=pfam27|protein_name=RNA-binding,FLPS,281,293,13,mRNA,distal_terminal,disorder_rich_spacer_region,Q9BQ04|ensembl_protein_id=ENSP00000310471|entry=RBM4B_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15116|ensembl_protein_id=ENSP00000310596|entry=LSM1_HUMAN|source=pfam27|protein_name=U6,FLPS,76,110,35,snRNA,domain_adjacent,acidic_region,O15116|ensembl_protein_id=ENSP00000310596|entry=LSM1_HUMAN|source=pfam27|protein_name=U6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WW27|ensembl_protein_id=ENSP00000310622|entry=ABEC4_HUMAN|source=pfam27|protein_name=Putative,FLPS,111,134,24,mRNA,unclassified_no_pfam,aromatic_sticker_region,Q8WW27|ensembl_protein_id=ENSP00000310622|entry=ABEC4_HUMAN|source=pfam27|protein_name=Putative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WW27|ensembl_protein_id=ENSP00000310622|entry=ABEC4_HUMAN|source=pfam27|protein_name=Putative,FLPS,262,313,52,mRNA,unclassified_no_pfam,aromatic_sticker_region,Q8WW27|ensembl_protein_id=ENSP00000310622|entry=ABEC4_HUMAN|source=pfam27|protein_name=Putative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WW27|ensembl_protein_id=ENSP00000310622|entry=ABEC4_HUMAN|source=pfam27|protein_name=Putative,FLPS,360,367,8,mRNA,unclassified_no_pfam,basic_enriched_region,Q8WW27|ensembl_protein_id=ENSP00000310622|entry=ABEC4_HUMAN|source=pfam27|protein_name=Putative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,FLPS,20,136,117,snRNA,distal_terminal,sr_rs_repeat_region,Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,FLPS,114,166,53,snRNA,distal_terminal,mixed_charge_polyampholyte,Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,FLPS,145,252,108,snRNA,distal_terminal,mixed_charge_polyampholyte,Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,FLPS,261,265,5,snRNA,distal_terminal,arginine_rich_rna_contact_region,Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,FLPS,331,337,7,snRNA,distal_terminal,acidic_region,Q9BUQ8|ensembl_protein_id=ENSP00000310723|entry=DDX23_HUMAN|source=pfam27;pfam38|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQC6|ensembl_protein_id=ENSP00000310726|entry=RT63_HUMAN|source=pfam27|protein_name=Large,FLPS,9,38,30,ribosomal protein,domain_edge,arginine_rich_rna_contact_region,Q9BQC6|ensembl_protein_id=ENSP00000310726|entry=RT63_HUMAN|source=pfam27|protein_name=Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BQC6|ensembl_protein_id=ENSP00000310726|entry=RT63_HUMAN|source=pfam27|protein_name=Large,FLPS,60,78,19,ribosomal protein,domain_intrinsic,arginine_rich_rna_contact_region,Q9BQC6|ensembl_protein_id=ENSP00000310726|entry=RT63_HUMAN|source=pfam27|protein_name=Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,129,161,33,pre-rRNA,domain_intrinsic,disorder_rich_spacer_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,173,177,5,pre-rRNA,domain_intrinsic,basic_enriched_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,212,217,6,pre-rRNA,domain_intrinsic,basic_enriched_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,251,259,9,pre-rRNA,domain_edge,basic_enriched_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,297,326,30,pre-rRNA,domain_adjacent,acidic_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,328,334,7,pre-rRNA,distal_terminal,arginine_rich_rna_contact_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,337,370,34,pre-rRNA,distal_terminal,disorder_rich_spacer_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,365,382,18,pre-rRNA,distal_terminal,disorder_rich_spacer_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,384,391,8,pre-rRNA,distal_terminal,basic_enriched_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,422,428,7,pre-rRNA,distal_terminal,basic_enriched_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,461,465,5,pre-rRNA,distal_terminal,arginine_rich_rna_contact_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,469,495,27,pre-rRNA,distal_terminal,acidic_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,FLPS,504,508,5,pre-rRNA,distal_terminal,disorder_rich_spacer_region,O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,FLPS,18,29,12,snoRNA,distal_terminal,disorder_rich_spacer_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,FLPS,54,90,37,snoRNA,distal_terminal,basic_enriched_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,FLPS,151,155,5,snoRNA,distal_terminal,arginine_rich_rna_contact_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,FLPS,160,178,19,snoRNA,distal_terminal,acidic_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,FLPS,183,243,61,snoRNA,domain_adjacent,disorder_rich_spacer_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,FLPS,546,583,38,snoRNA,interdomain_linker,acidic_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,FLPS,586,610,25,snoRNA,domain_edge,aromatic_sticker_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,FLPS,724,729,6,snoRNA,interdomain_linker,aromatic_sticker_region,Q8IY37|ensembl_protein_id=ENSP00000311135|entry=DHX37_HUMAN|source=pfam27|protein_name=Probable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6ZNH5|ensembl_protein_id=ENSP00000311183|entry=ZN497_HUMAN|source=pfam38|protein_name=Zinc,FLPS,52,85,34,unknown,domain_adjacent,disorder_rich_spacer_region,Q6ZNH5|ensembl_protein_id=ENSP00000311183|entry=ZN497_HUMAN|source=pfam38|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6ZNH5|ensembl_protein_id=ENSP00000311183|entry=ZN497_HUMAN|source=pfam38|protein_name=Zinc,FLPS,106,111,6,unknown,domain_edge,mixed_charge_polyampholyte,Q6ZNH5|ensembl_protein_id=ENSP00000311183|entry=ZN497_HUMAN|source=pfam38|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6ZNH5|ensembl_protein_id=ENSP00000311183|entry=ZN497_HUMAN|source=pfam38|protein_name=Zinc,FLPS,174,184,11,unknown,domain_edge,aromatic_sticker_region,Q6ZNH5|ensembl_protein_id=ENSP00000311183|entry=ZN497_HUMAN|source=pfam38|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,FLPS,10,20,11,ncRNA,domain_adjacent,disorder_rich_spacer_region,Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,FLPS,50,75,26,ncRNA,domain_edge,acidic_region,Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,FLPS,108,129,22,ncRNA,interdomain_linker,disorder_rich_spacer_region,Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,FLPS,182,189,8,ncRNA,interdomain_linker,aromatic_sticker_region,Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,FLPS,201,225,25,ncRNA,interdomain_linker,aromatic_sticker_region,Q9HA38|ensembl_protein_id=ENSP00000311221|entry=ZMAT3_HUMAN|source=pfam27|protein_name=Zinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TDE3|ensembl_protein_id=ENSP00000311398|entry=RNAS8_HUMAN|source=pfam27|protein_name=Ribonuclease,FLPS,11,18,8,diverse,domain_adjacent,hydrophobic_region,Q8TDE3|ensembl_protein_id=ENSP00000311398|entry=RNAS8_HUMAN|source=pfam27|protein_name=Ribonuclease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8TDE3|ensembl_protein_id=ENSP00000311398|entry=RNAS8_HUMAN|source=pfam27|protein_name=Ribonuclease,FLPS,82,96,15,diverse,domain_intrinsic,unmapped_physicochemical_properties,Q8TDE3|ensembl_protein_id=ENSP00000311398|entry=RNAS8_HUMAN|source=pfam27|protein_name=Ribonuclease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12972|ensembl_protein_id=ENSP00000311677|entry=PP1R8_HUMAN|source=pfam27|protein_name=Nuclear,FLPS,158,162,5,diverse,unclassified_no_pfam,acidic_region,Q12972|ensembl_protein_id=ENSP00000311677|entry=PP1R8_HUMAN|source=pfam27|protein_name=Nuclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12972|ensembl_protein_id=ENSP00000311677|entry=PP1R8_HUMAN|source=pfam27|protein_name=Nuclear,FLPS,261,289,29,diverse,unclassified_no_pfam,aromatic_sticker_region,Q12972|ensembl_protein_id=ENSP00000311677|entry=PP1R8_HUMAN|source=pfam27|protein_name=Nuclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12972|ensembl_protein_id=ENSP00000311677|entry=PP1R8_HUMAN|source=pfam27|protein_name=Nuclear,FLPS,291,330,40,diverse,unclassified_no_pfam,proline_rich_disordered_region,Q12972|ensembl_protein_id=ENSP00000311677|entry=PP1R8_HUMAN|source=pfam27|protein_name=Nuclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12972|ensembl_protein_id=ENSP00000311677|entry=PP1R8_HUMAN|source=pfam27|protein_name=Nuclear,FLPS,331,344,14,diverse,unclassified_no_pfam,basic_enriched_region,Q12972|ensembl_protein_id=ENSP00000311677|entry=PP1R8_HUMAN|source=pfam27|protein_name=Nuclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
