uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
K7EKH9|ensembl_protein_id=ENSP00000465629|entry=K7EKH9_HUMAN|source=pfam38|protein_name=Glial,unknown,,2,15,,2,FLPS
K7EL95|ensembl_protein_id=ENSP00000465974|entry=K7EL95_HUMAN|source=pfam27|protein_name=Queuine,tRNA,,2,30,,2,FLPS
K7ENA8|ensembl_protein_id=ENSP00000466860|entry=K7ENA8_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,2,19,,2,FLPS
K7EPB9|ensembl_protein_id=ENSP00000467319|entry=K7EPB9_HUMAN|source=pfam38|protein_name=Tropomyosin,unknown,,2,56,,2,FLPS
K7EPH2|ensembl_protein_id=ENSP00000467384|entry=K7EPH2_HUMAN|source=pfam27|protein_name=phenylalanine--tRNA,tRNA,,1,26,,1,FLPS
K7EQP2|ensembl_protein_id=ENSP00000467918|entry=K7EQP2_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,1,11,,1,FLPS
K7ER00|ensembl_protein_id=ENSP00000468051|entry=K7ER00_HUMAN|source=pfam38|protein_name=Phenylalanine--tRNA,tRNA,,3,60,,3+,FLPS
K7ERG4|ensembl_protein_id=ENSP00000468247|entry=K7ERG4_HUMAN|source=pfam27|protein_name=Small,snRNA,,3,32,,3+,FLPS
M0QXD5|ensembl_protein_id=ENSP00000469087|entry=M0QXD5_HUMAN|source=pfam27|protein_name=PIH1,snoRNA,,3,61,,3+,FLPS
M0QY97|ensembl_protein_id=ENSP00000469684|entry=M0QY97_HUMAN|source=pfam27|protein_name=Zinc,unknown,,12,438,,3+,FLPS
M0QZ34|ensembl_protein_id=ENSP00000470263|entry=M0QZ34_HUMAN|source=pfam27|protein_name=NOP53,pre-rRNA,,1,36,,1,FLPS
M0R050|ensembl_protein_id=ENSP00000471002|entry=M0R050_HUMAN|source=pfam27|protein_name=Exosome,diverse,,2,32,,2,FLPS
M0R117|ensembl_protein_id=ENSP00000471584|entry=M0R117_HUMAN|source=pfam27|protein_name=60S,ribosomal protein,,1,5,,1,FLPS
M0R1H0|ensembl_protein_id=ENSP00000471867|entry=M0R1H0_HUMAN|source=pfam27|protein_name=Fibrillarin,snoRNA,,1,59,,1,FLPS
M0R226|ensembl_protein_id=ENSP00000472266|entry=M0R226_HUMAN|source=pfam27|protein_name=Large,ribosomal protein,,2,58,,2,FLPS
M0R2C6|ensembl_protein_id=ENSP00000472465|entry=M0R2C6_HUMAN|source=pfam27|protein_name=serine--tRNA,tRNA,,2,57,,2,FLPS
M0R2S1|ensembl_protein_id=ENSP00000472768|entry=M0R2S1_HUMAN|source=pfam27|protein_name=Ubiquitin-ribosomal,ribosomal protein,,2,60,,2,FLPS
O00148|ensembl_protein_id=ENSP00000242776|entry=DX39A_HUMAN|source=pfam27|protein_name=ATP-dependent,mRNA,,1,5,,1,FLPS
O00178|ensembl_protein_id=ENSP00000216044|entry=GTPB1_HUMAN|source=pfam27|protein_name=GTP-binding,mRNA,,3,63,,3+,FLPS
O00267|ensembl_protein_id=ENSP00000469090|entry=SPT5H_HUMAN|source=pfam27|protein_name=Transcription,mRNA,,4,250,,3+,FLPS
O00410|ensembl_protein_id=ENSP00000350219|entry=IPO5_HUMAN|source=pfam27|protein_name=Importin-5,mRNA,,6,68,,3+,FLPS
O00411|ensembl_protein_id=ENSP00000465759|entry=RPOM_HUMAN|source=pfam27|protein_name=DNA-directed,mRNA,,8,160,,3+,FLPS
O00418|ensembl_protein_id=ENSP00000263026|entry=EF2K_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,5,106,,3+,FLPS
O00425|ensembl_protein_id=ENSP00000258729|entry=IF2B3_HUMAN|source=pfam27|protein_name=Insulin-like,mRNA,,3,72,,3+,FLPS
O00442|ensembl_protein_id=ENSP00000359146|entry=RTCA_HUMAN|source=pfam27|protein_name=RNA,tRNA,,1,5,,1,FLPS
O00566|ensembl_protein_id=ENSP00000244230|entry=MPP10_HUMAN|source=pfam27|protein_name=U3,snoRNA,,9,260,,3+,FLPS
O00567|ensembl_protein_id=ENSP00000370589|entry=NOP56_HUMAN|source=pfam27|protein_name=Nucleolar,snoRNA,,8,145,,3+,FLPS
O00571|ensembl_protein_id=ENSP00000392494|entry=DDX3X_HUMAN|source=pfam27|protein_name=ATP-dependent,mRNA,,2,142,,2,FLPS
O00584|ensembl_protein_id=ENSP00000426455|entry=RNT2_HUMAN|source=pfam27|protein_name=Ribonuclease,diverse,,2,48,,2,FLPS
O14602|ensembl_protein_id=ENSP00000354722|entry=IF1AY_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,1,19,,1,FLPS
O14647|ensembl_protein_id=ENSP00000377747|entry=CHD2_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,24,684,,3+,FLPS
O14717|ensembl_protein_id=ENSP00000367030|entry=TRDMT_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,1,14,,1,FLPS
O14730|ensembl_protein_id=ENSP00000462548|entry=RIOK3_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,pre-rRNA,,2,28,,2,FLPS
O14746|ensembl_protein_id=ENSP00000309572|entry=TERT_HUMAN|source=pfam27|protein_name=Telomerase,ncRNA,,8,224,,3+,FLPS
O14776|ensembl_protein_id=ENSP00000296702|entry=TCRG1_HUMAN|source=pfam27|protein_name=Transcription,mRNA,,9,447,,3+,FLPS
O14787|ensembl_protein_id=ENSP00000397379|entry=TNPO2_HUMAN|source=pfam27|protein_name=Transportin-2,mRNA,,3,48,,3+,FLPS
O14879|ensembl_protein_id=ENSP00000360883|entry=IFIT3_HUMAN|source=pfam27|protein_name=Interferon-induced,ncRNA,,1,13,,1,FLPS
O14893|ensembl_protein_id=ENSP00000308533|entry=GEMI2_HUMAN|source=pfam27|protein_name=Gem-associated,snRNA,,2,33,,2,FLPS
O14979|ensembl_protein_id=ENSP00000295470|entry=HNRDL_HUMAN|source=pfam27;pfam38|protein_name=Heterogeneous,mRNA,,6,192,,3+,FLPS
O14980|ensembl_protein_id=ENSP00000385559|entry=XPO1_HUMAN|source=pfam27|protein_name=Exportin-1,mRNA,,1,12,,1,FLPS
O14981|ensembl_protein_id=ENSP00000265990|entry=BTAF1_HUMAN|source=pfam38|protein_name=TATA-binding,unknown,,7,102,,3+,FLPS
O15037|ensembl_protein_id=ENSP00000450799|entry=KHNYN_HUMAN|source=pfam27|protein_name=Protein,mRNA,,5,132,,3+,FLPS
O15042|ensembl_protein_id=ENSP00000418563|entry=SR140_HUMAN|source=pfam38|protein_name=U2,snRNA,,9,503,,3+,FLPS
O15047|ensembl_protein_id=ENSP00000262519|entry=SET1A_HUMAN|source=pfam27|protein_name=Histone-lysine,ncRNA,,26,733,,3+,FLPS
O15056|ensembl_protein_id=ENSP00000347792|entry=SYNJ2_HUMAN|source=rbpdb|protein_name=Polyphosphatidylinositol,unknown,,6,183,,3+,FLPS
O15105|ensembl_protein_id=ENSP00000262158|entry=SMAD7_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,6,137,,3+,FLPS
O15116|ensembl_protein_id=ENSP00000310596|entry=LSM1_HUMAN|source=pfam27|protein_name=U6,snRNA,,1,35,,1,FLPS
O15198|ensembl_protein_id=ENSP00000369154|entry=SMAD9_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,3,98,,3+,FLPS
O15213|ensembl_protein_id=ENSP00000363746|entry=WDR46_HUMAN|source=pfam27|protein_name=WD,snoRNA,,5,99,,3+,FLPS
O15226|ensembl_protein_id=ENSP00000442308|entry=NKRF_HUMAN|source=pfam27|protein_name=NF-kappa-B-repressing,unknown,,2,43,,2,FLPS
O15234|ensembl_protein_id=ENSP00000264645|entry=CASC3_HUMAN|source=pfam27|protein_name=Protein,mRNA,,10,389,,3+,FLPS
O15235|ensembl_protein_id=ENSP00000308845|entry=RT12_HUMAN|source=pfam38|protein_name=Small,ribosomal protein,,1,16,,1,FLPS
O15371|ensembl_protein_id=ENSP00000216190|entry=EIF3D_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,4,79,,3+,FLPS
O15372|ensembl_protein_id=ENSP00000429931|entry=EIF3H_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,5,64,,3+,FLPS
O15397|ensembl_protein_id=ENSP00000256079|entry=IPO8_HUMAN|source=pfam27|protein_name=Importin-8,ncRNA,,3,77,,3+,FLPS
O15446|ensembl_protein_id=ENSP00000310966|entry=RPA34_HUMAN|source=pfam27|protein_name=DNA-directed,pre-rRNA,,13,194,,3+,FLPS
O15455|ensembl_protein_id=ENSP00000296795|entry=TLR3_HUMAN|source=pfam27|protein_name=Toll-like,ncRNA,,4,71,,3+,FLPS
O15504|ensembl_protein_id=ENSP00000258742|entry=NUP42_HUMAN|source=rbpdb|protein_name=Nucleoporin,mRNA,,7,174,,3+,FLPS
O15523|ensembl_protein_id=ENSP00000336725|entry=DDX3Y_HUMAN|source=pfam38|protein_name=ATP-dependent,mRNA,,2,148,,2,FLPS
O15541|ensembl_protein_id=ENSP00000360497|entry=R113A_HUMAN|source=pfam27|protein_name=E3,snRNA,,2,47,,2,FLPS
O43143|ensembl_protein_id=ENSP00000336741|entry=DHX15_HUMAN|source=pfam27;pfam38|protein_name=ATP-dependent,mRNA,,4,99,,3+,FLPS
O43148|ensembl_protein_id=ENSP00000372804|entry=MCES_HUMAN|source=pfam27|protein_name=mRNA,mRNA,,2,40,,2,FLPS
O43159|ensembl_protein_id=ENSP00000254605|entry=RRP8_HUMAN|source=pfam27|protein_name=Ribosomal,pre-rRNA,,5,116,,3+,FLPS
O43172|ensembl_protein_id=ENSP00000363313|entry=PRP4_HUMAN|source=pfam27|protein_name=U4/U6,snRNA,,4,47,,3+,FLPS
O43251|ensembl_protein_id=ENSP00000262829|entry=RFOX2_HUMAN|source=rbpdb|protein_name=RNA,mRNA,,4,107,,3+,FLPS
O43290|ensembl_protein_id=ENSP00000310448|entry=SNUT1_HUMAN|source=pfam27|protein_name=U4/U6.U5,snRNA,,9,160,,3+,FLPS
O43310|ensembl_protein_id=ENSP00000372459|entry=CTIF_HUMAN|source=pfam27|protein_name=CBP80/20-dependent,mRNA,,4,104,,3+,FLPS
O43347|ensembl_protein_id=ENSP00000257552|entry=MSI1H_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,1,8,,1,FLPS
O43390|ensembl_protein_id=ENSP00000363741|entry=HNRPR_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,7,227,,3+,FLPS
O43395|ensembl_protein_id=ENSP00000315379|entry=PRPF3_HUMAN|source=rbpdb|protein_name=U4/U6,snRNA,,8,97,,3+,FLPS
O43422|ensembl_protein_id=ENSP00000260045|entry=P52K_HUMAN|source=pfam38|protein_name=52,unknown,,1,44,,1,FLPS
O43426|ensembl_protein_id=ENSP00000349903|entry=SYNJ1_HUMAN|source=rbpdb|protein_name=Polyphosphatidylinositol,unknown,,7,251,,3+,FLPS
O43432|ensembl_protein_id=ENSP00000264211|entry=IF4G3_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,13,396,,3+,FLPS
O43541|ensembl_protein_id=ENSP00000288840|entry=SMAD6_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,4,168,,3+,FLPS
O43660|ensembl_protein_id=ENSP00000424417|entry=PLRG1_HUMAN|source=pfam27|protein_name=Pleiotropic,mRNA,,3,22,,3+,FLPS
O43709|ensembl_protein_id=ENSP00000265758|entry=BUD23_HUMAN|source=modomics|protein_name=18S,pre-rRNA,,1,47,,1,FLPS
O43719|ensembl_protein_id=ENSP00000218364|entry=HTSF1_HUMAN|source=pfam27|protein_name=17S,mRNA,,7,411,,3+,FLPS
O43776|ensembl_protein_id=ENSP00000256854|entry=SYNC_HUMAN|source=pfam27|protein_name=Asparagine--tRNA,tRNA,,1,37,,1,FLPS
O43809|ensembl_protein_id=ENSP00000300291|entry=CPSF5_HUMAN|source=pfam27|protein_name=Cleavage,mRNA,,1,23,,1,FLPS
O43818|ensembl_protein_id=ENSP00000232888|entry=U3IP2_HUMAN|source=pfam27|protein_name=U3,snoRNA,,3,127,,3+,FLPS
O43823|ensembl_protein_id=ENSP00000269701|entry=AKAP8_HUMAN|source=pfam27|protein_name=A-kinase,mRNA,,11,262,,3+,FLPS
O60231|ensembl_protein_id=ENSP00000373071|entry=DHX16_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,snRNA,,8,242,,3+,FLPS
O60287|ensembl_protein_id=ENSP00000372199|entry=NPA1P_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,10,162,,3+,FLPS
O60290|ensembl_protein_id=ENSP00000223210|entry=ZN862_HUMAN|source=pfam38|protein_name=Zinc,unknown,,7,102,,3+,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,17,589,,3+,FLPS
O60294|ensembl_protein_id=ENSP00000307214|entry=TYW4_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,5,124,,3+,FLPS
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,mRNA,,9,157,,3+,FLPS
O60318|ensembl_protein_id=ENSP00000291688|entry=GANP_HUMAN|source=rbpdb|protein_name=Germinal-center,mRNA,,18,414,,3+,FLPS
O60506|ensembl_protein_id=ENSP00000358635|entry=HNRPQ_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,4,162,,3+,FLPS
O60508|ensembl_protein_id=ENSP00000357928|entry=PRP17_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,mRNA,,4,86,,3+,FLPS
O60518|ensembl_protein_id=ENSP00000259569|entry=RNBP6_HUMAN|source=pfam27|protein_name=Ran-binding,mRNA,,3,31,,3+,FLPS
O60522|ensembl_protein_id=ENSP00000443299|entry=TDRD6_HUMAN|source=pfam27|protein_name=Tudor,ncRNA,,6,120,,3+,FLPS
O60563|ensembl_protein_id=ENSP00000261900|entry=CCNT1_HUMAN|source=pfam27|protein_name=Cyclin-T1,ncRNA,,8,169,,3+,FLPS
O60573|ensembl_protein_id=ENSP00000258416|entry=IF4E2_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,1,12,,1,FLPS
O60583|ensembl_protein_id=ENSP00000264157|entry=CCNT2_HUMAN|source=pfam27|protein_name=Cyclin-T2,ncRNA,,7,239,,3+,FLPS
O60603|ensembl_protein_id=ENSP00000260010|entry=TLR2_HUMAN|source=rbpdb|protein_name=Toll-like,unknown,,5,138,,3+,FLPS
O60739|ensembl_protein_id=ENSP00000232905|entry=EIF1B_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,1,11,,1,FLPS
O60783|ensembl_protein_id=ENSP00000420714|entry=RT14_HUMAN|source=pfam27|protein_name=Small,ribosomal protein,,1,33,,1,FLPS
O60812|ensembl_protein_id=ENSP00000365370|entry=HNRC1_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,4,108,,3+,FLPS
O60828|ensembl_protein_id=ENSP00000218224|entry=PQBP1_HUMAN|source=pfam27|protein_name=Polyglutamine-binding,mRNA,,3,99,,3+,FLPS
O60832|ensembl_protein_id=ENSP00000358563|entry=DKC1_HUMAN|source=pfam27|protein_name=H/ACA,snoRNA,,3,63,,3+,FLPS
O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,tRNA,,11,369,,3+,FLPS
O60870|ensembl_protein_id=ENSP00000368881|entry=KIN17_HUMAN|source=pfam27|protein_name=DNA/RNA-binding,snRNA,,8,170,,3+,FLPS
O60930|ensembl_protein_id=ENSP00000313350|entry=RNH1_HUMAN|source=pfam27|protein_name=Ribonuclease,diverse,,2,22,,2,FLPS
O60942|ensembl_protein_id=ENSP00000442609|entry=MCE1_HUMAN|source=pfam27|protein_name=mRNA-capping,mRNA,,3,34,,3+,FLPS
O75113|ensembl_protein_id=ENSP00000262384|entry=N4BP1_HUMAN|source=pfam27|protein_name=NEDD4-binding,unknown,,3,69,,3+,FLPS
O75127|ensembl_protein_id=ENSP00000292478|entry=PTCD1_HUMAN|source=pfam27|protein_name=Pentatricopeptide,tRNA,,6,65,,3+,FLPS
O75132|ensembl_protein_id=ENSP00000216268|entry=ZBED4_HUMAN|source=pfam38|protein_name=Zinc,unknown,,10,112,,3+,FLPS
O75152|ensembl_protein_id=ENSP00000333253|entry=ZC11A_HUMAN|source=rbpdb|protein_name=Zinc,mRNA,,8,185,,3+,FLPS
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,29,1006,,3+,FLPS
O75319|ensembl_protein_id=ENSP00000272444|entry=DUS11_HUMAN|source=pfam27|protein_name=RNA/RNP,mRNA,,1,6,,1,FLPS
O75437|ensembl_protein_id=ENSP00000349494|entry=ZN254_HUMAN|source=pfam38|protein_name=Zinc,unknown,,1,11,,1,FLPS
O75460|ensembl_protein_id=ENSP00000401445|entry=ERN1_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,mRNA,,4,83,,3+,FLPS
O75475|ensembl_protein_id=ENSP00000370109|entry=PSIP1_HUMAN|source=pfam27|protein_name=PC4,mRNA,,5,137,,3+,FLPS
O75494|ensembl_protein_id=ENSP00000342913|entry=SRS10_HUMAN|source=rbpdb|protein_name=Serine/arginine-rich,mRNA,,2,123,,2,FLPS
O75525|ensembl_protein_id=ENSP00000348108|entry=KHDR3_HUMAN|source=rbpdb|protein_name=KH,mRNA,,3,99,,3+,FLPS
O75526|ensembl_protein_id=ENSP00000304139|entry=RMXL2_HUMAN|source=pfam27;pfam38|protein_name=RNA-binding,mRNA,,5,262,,3+,FLPS
O75530|ensembl_protein_id=ENSP00000263360|entry=EED_HUMAN|source=pfam27|protein_name=Polycomb,ncRNA,,2,26,,2,FLPS
O75533|ensembl_protein_id=ENSP00000335321|entry=SF3B1_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,5,132,,3+,FLPS
O75607|ensembl_protein_id=ENSP00000359128|entry=NPM3_HUMAN|source=pfam27|protein_name=Nucleoplasmin-3,pre-rRNA,,4,36,,3+,FLPS
O75616|ensembl_protein_id=ENSP00000254928|entry=ERAL1_HUMAN|source=pfam27|protein_name=GTPase,pre-rRNA,,1,7,,1,FLPS
O75643|ensembl_protein_id=ENSP00000317123|entry=U520_HUMAN|source=pfam27|protein_name=U5,snRNA,,9,128,,3+,FLPS
O75691|ensembl_protein_id=ENSP00000261637|entry=UTP20_HUMAN|source=pfam27|protein_name=Small,snoRNA,,13,331,,3+,FLPS
O75817|ensembl_protein_id=ENSP00000304353|entry=POP7_HUMAN|source=pfam27|protein_name=Ribonuclease,ncRNA,,1,11,,1,FLPS
O75818|ensembl_protein_id=ENSP00000317998|entry=RPP40_HUMAN|source=pfam27|protein_name=Ribonuclease,ncRNA,,2,26,,2,FLPS
O75821|ensembl_protein_id=ENSP00000253108|entry=EIF3G_HUMAN|source=rbpdb|protein_name=Eukaryotic,mRNA,,2,19,,2,FLPS
O75923|ensembl_protein_id=ENSP00000386881|entry=DYSF_HUMAN|source=pfam38|protein_name=Dysferlin,unknown,,10,131,,3+,FLPS
O75940|ensembl_protein_id=ENSP00000358605|entry=SPF30_HUMAN|source=pfam27|protein_name=Survival,mRNA,,2,65,,2,FLPS
O77932|ensembl_protein_id=ENSP00000391123|entry=DXO_HUMAN|source=pfam27|protein_name=Decapping,diverse,,3,47,,3+,FLPS
O94761|ensembl_protein_id=ENSP00000482313|entry=RECQ4_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,11,234,,3+,FLPS
O94762|ensembl_protein_id=ENSP00000317636|entry=RECQ5_HUMAN|source=pfam38|protein_name=ATP-dependent,unknown,,5,200,,3+,FLPS
O94829|ensembl_protein_id=ENSP00000361418|entry=IPO13_HUMAN|source=pfam27|protein_name=Importin-13,mRNA,,4,54,,3+,FLPS
O94874|ensembl_protein_id=ENSP00000358283|entry=UFL1_HUMAN|source=pfam38|protein_name=E3,unknown,,5,43,,3+,FLPS
O94886|ensembl_protein_id=ENSP00000355800|entry=TM63A_HUMAN|source=rbpdb|protein_name=Mechanosensitive,unknown,,8,82,,3+,FLPS
O94906|ensembl_protein_id=ENSP00000266079|entry=PRP6_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,snRNA,,5,90,,3+,FLPS
O94913|ensembl_protein_id=ENSP00000298281|entry=PCF11_HUMAN|source=pfam27|protein_name=Pre-mRNA,mRNA,,13,599,,3+,FLPS
O94992|ensembl_protein_id=ENSP00000328773|entry=HEXI1_HUMAN|source=pfam27|protein_name=Protein,ncRNA,,8,146,,3+,FLPS
O95104|ensembl_protein_id=ENSP00000286835|entry=SCAF4_HUMAN|source=pfam27|protein_name=SR-related,mRNA,,11,680,,3+,FLPS
O95149|ensembl_protein_id=ENSP00000309831|entry=SPN1_HUMAN|source=pfam27|protein_name=Snurportin-1,snRNA,,3,49,,3+,FLPS
O95163|ensembl_protein_id=ENSP00000363779|entry=ELP1_HUMAN|source=modomics|protein_name=Elongator,tRNA,,3,64,,3+,FLPS
O95218|ensembl_protein_id=ENSP00000254821|entry=ZRAB2_HUMAN|source=pfam27|protein_name=Zinc,mRNA,,4,203,,3+,FLPS
O95319|ensembl_protein_id=ENSP00000382743|entry=CELF2_HUMAN|source=rbpdb|protein_name=CUGBP,mRNA,,3,56,,3+,FLPS
O95363|ensembl_protein_id=ENSP00000316335|entry=SYFM_HUMAN|source=pfam27|protein_name=Phenylalanine--tRNA,tRNA,,1,31,,1,FLPS
O95373|ensembl_protein_id=ENSP00000369042|entry=IPO7_HUMAN|source=pfam27|protein_name=Importin-7,mRNA,,4,181,,3+,FLPS
O95391|ensembl_protein_id=ENSP00000297151|entry=SLU7_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,mRNA,,7,163,,3+,FLPS
O95396|ensembl_protein_id=ENSP00000244051|entry=MOCS3_HUMAN|source=modomics|protein_name=Adenylyltransferase,tRNA,,5,57,,3+,FLPS
O95400|ensembl_protein_id=ENSP00000304903|entry=CD2B2_HUMAN|source=pfam27|protein_name=CD2,snRNA,,6,55,,3+,FLPS
O95453|ensembl_protein_id=ENSP00000444381|entry=PARN_HUMAN|source=pfam27|protein_name=Poly(A)-specific,mRNA,,2,47,,2,FLPS
O95620|ensembl_protein_id=ENSP00000265720|entry=DUS4L_HUMAN|source=pfam27|protein_name=tRNA-dihydrouridine(20a/20b),tRNA,,1,11,,1,FLPS
O95628|ensembl_protein_id=ENSP00000388491|entry=CNOT4_HUMAN|source=pfam27|protein_name=CCR4-NOT,mRNA,,6,177,,3+,FLPS
O95639|ensembl_protein_id=ENSP00000292476|entry=CPSF4_HUMAN|source=rbpdb|protein_name=Cleavage,mRNA,,3,116,,3+,FLPS
O95707|ensembl_protein_id=ENSP00000465213|entry=RPP29_HUMAN|source=pfam27|protein_name=Ribonuclease,ncRNA,,1,10,,1,FLPS
O95758|ensembl_protein_id=ENSP00000210227|entry=PTBP3_HUMAN|source=rbpdb|protein_name=Polypyrimidine,mRNA,,2,33,,2,FLPS
O95786|ensembl_protein_id=ENSP00000369213|entry=RIGI_HUMAN|source=pfam27;pfam38|protein_name=Antiviral,ncRNA,,1,23,,1,FLPS
O95793|ensembl_protein_id=ENSP00000360893|entry=STAU1_HUMAN|source=pfam27|protein_name=Double-stranded,mRNA,,5,152,,3+,FLPS
O95926|ensembl_protein_id=ENSP00000236273|entry=SYF2_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,mRNA,,2,76,,2,FLPS
O95985|ensembl_protein_id=ENSP00000349705|entry=TOP3B_HUMAN|source=pfam27|protein_name=DNA,mRNA,,3,96,,3+,FLPS
O95989|ensembl_protein_id=ENSP00000476119|entry=NUDT3_HUMAN|source=modomics|protein_name=Diphosphoinositol,mRNA,,2,22,,2,FLPS
O96006|ensembl_protein_id=ENSP00000370616|entry=ZBED1_HUMAN|source=pfam38|protein_name=E3,unknown,,1,19,,1,FLPS
P03950|ensembl_protein_id=ENSP00000336762|entry=ANGI_HUMAN|source=pfam27|protein_name=Angiogenin,diverse,,1,14,,1,FLPS
P05198|ensembl_protein_id=ENSP00000256383|entry=IF2A_HUMAN|source=pfam27|protein_name=Eukaryotic,tRNA,,3,49,,3+,FLPS
P05386|ensembl_protein_id=ENSP00000346037|entry=RLA1_HUMAN|source=pfam27|protein_name=Large,ribosomal protein,,2,40,,2,FLPS
P05387|ensembl_protein_id=ENSP00000322419|entry=RLA2_HUMAN|source=pfam27|protein_name=Large,ribosomal protein,,2,42,,2,FLPS
P05388|ensembl_protein_id=ENSP00000366471|entry=RLA0_HUMAN|source=pfam27|protein_name=Large,ribosomal protein,,4,72,,3+,FLPS
P05455|ensembl_protein_id=ENSP00000260956|entry=LA_HUMAN|source=pfam27|protein_name=Lupus,tRNA,,2,87,,2,FLPS
P06730|ensembl_protein_id=ENSP00000425561|entry=IF4E_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,1,19,,1,FLPS
P06748|ensembl_protein_id=ENSP00000341168|entry=NPM_HUMAN|source=pfam27|protein_name=Nucleophosmin,pre-rRNA,,4,49,,3+,FLPS
P07814|ensembl_protein_id=ENSP00000355890|entry=SYEP_HUMAN|source=pfam27|protein_name=Bifunctional,tRNA,,5,70,,3+,FLPS
P07910|ensembl_protein_id=ENSP00000404848|entry=HNRPC_HUMAN|source=rbpdb|protein_name=Heterogeneous,mRNA,,5,128,,3+,FLPS
P07998|ensembl_protein_id=ENSP00000344193|entry=RNAS1_HUMAN|source=pfam27|protein_name=Ribonuclease,diverse,,3,34,,3+,FLPS
P08240|ensembl_protein_id=ENSP00000435508|entry=SRPRA_HUMAN|source=pfam27|protein_name=Signal,ncRNA,,4,90,,3+,FLPS
P08579|ensembl_protein_id=ENSP00000246071|entry=RU2B_HUMAN|source=pfam27|protein_name=U2,snRNA,,4,56,,3+,FLPS
P08621|ensembl_protein_id=ENSP00000472998|entry=RU17_HUMAN|source=pfam27|protein_name=U1,snRNA,,6,330,,3+,FLPS
P08865|ensembl_protein_id=ENSP00000410848|entry=RSSA_HUMAN|source=pfam27|protein_name=Small,ribosomal protein,,1,23,,1,FLPS
P09012|ensembl_protein_id=ENSP00000243563|entry=SNRPA_HUMAN|source=pfam27|protein_name=U1,snRNA,,3,96,,3+,FLPS
P09132|ensembl_protein_id=ENSP00000424870|entry=SRP19_HUMAN|source=pfam27|protein_name=Signal,ncRNA,,1,9,,1,FLPS
P09234|ensembl_protein_id=ENSP00000244520|entry=RU1C_HUMAN|source=pfam27|protein_name=U1,snRNA,,1,95,,1,FLPS
"P09543|ensembl_protein_id=ENSP00000377470|entry=CN37_HUMAN|source=pfam27|protein_name=2',3'-cyclic-nucleotide",mRNA,,1,6,,1,FLPS
P09651|ensembl_protein_id=ENSP00000341826|entry=ROA1_HUMAN|source=rbpdb|protein_name=Heterogeneous,mRNA,,3,183,,3+,FLPS
P09661|ensembl_protein_id=ENSP00000254193|entry=RU2A_HUMAN|source=pfam27|protein_name=U2,snRNA,,1,6,,1,FLPS
P09874|ensembl_protein_id=ENSP00000355759|entry=PARP1_HUMAN|source=pfam27|protein_name=Poly,mRNA,,5,123,,3+,FLPS
P09913|ensembl_protein_id=ENSP00000360891|entry=IFIT2_HUMAN|source=pfam27|protein_name=Interferon-induced,ncRNA,,3,50,,3+,FLPS
P09914|ensembl_protein_id=ENSP00000360869|entry=IFIT1_HUMAN|source=pfam27|protein_name=Antiviral,ncRNA,,2,35,,2,FLPS
P0C7P1|ensembl_protein_id=ENSP00000399181|entry=RBY1D_HUMAN|source=pfam27|protein_name=RNA-binding,mRNA,,4,212,,3+,FLPS
