uniprot_accession,rna_class,uniprot_length,signature_for_fraction,signature_residues,property_fraction,method
O43422|ensembl_protein_id=ENSP00000260045|entry=P52K_HUMAN|source=pfam38|protein_name=52,unknown,,acidic_region,44,,FLPS
O43426|ensembl_protein_id=ENSP00000349903|entry=SYNJ1_HUMAN|source=rbpdb|protein_name=Polyphosphatidylinositol,unknown,,acidic_region,5,,FLPS
O43426|ensembl_protein_id=ENSP00000349903|entry=SYNJ1_HUMAN|source=rbpdb|protein_name=Polyphosphatidylinositol,unknown,,disorder_rich_spacer_region,246,,FLPS
O43432|ensembl_protein_id=ENSP00000264211|entry=IF4G3_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,acidic_region,90,,FLPS
O43432|ensembl_protein_id=ENSP00000264211|entry=IF4G3_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,aromatic_sticker_region,80,,FLPS
O43432|ensembl_protein_id=ENSP00000264211|entry=IF4G3_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,disorder_rich_spacer_region,97,,FLPS
O43432|ensembl_protein_id=ENSP00000264211|entry=IF4G3_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,gs_rich_neutral_region,45,,FLPS
O43432|ensembl_protein_id=ENSP00000264211|entry=IF4G3_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,other,84,,FLPS
O43541|ensembl_protein_id=ENSP00000288840|entry=SMAD6_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,aromatic_sticker_region,26,,FLPS
O43541|ensembl_protein_id=ENSP00000288840|entry=SMAD6_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,disorder_rich_spacer_region,27,,FLPS
O43541|ensembl_protein_id=ENSP00000288840|entry=SMAD6_HUMAN|source=pfam27|protein_name=SMAD,ncRNA,,other,115,,FLPS
O43660|ensembl_protein_id=ENSP00000424417|entry=PLRG1_HUMAN|source=pfam27|protein_name=Pleiotropic,mRNA,,aromatic_sticker_region,17,,FLPS
O43660|ensembl_protein_id=ENSP00000424417|entry=PLRG1_HUMAN|source=pfam27|protein_name=Pleiotropic,mRNA,,other,5,,FLPS
O43709|ensembl_protein_id=ENSP00000265758|entry=BUD23_HUMAN|source=modomics|protein_name=18S,pre-rRNA,,arginine_rich_rna_contact_region,47,,FLPS
O43719|ensembl_protein_id=ENSP00000218364|entry=HTSF1_HUMAN|source=pfam27|protein_name=17S,mRNA,,acidic_region,306,,FLPS
O43719|ensembl_protein_id=ENSP00000218364|entry=HTSF1_HUMAN|source=pfam27|protein_name=17S,mRNA,,arginine_rich_rna_contact_region,15,,FLPS
O43719|ensembl_protein_id=ENSP00000218364|entry=HTSF1_HUMAN|source=pfam27|protein_name=17S,mRNA,,basic_enriched_region,12,,FLPS
O43719|ensembl_protein_id=ENSP00000218364|entry=HTSF1_HUMAN|source=pfam27|protein_name=17S,mRNA,,gs_rich_neutral_region,24,,FLPS
O43719|ensembl_protein_id=ENSP00000218364|entry=HTSF1_HUMAN|source=pfam27|protein_name=17S,mRNA,,other,54,,FLPS
O43776|ensembl_protein_id=ENSP00000256854|entry=SYNC_HUMAN|source=pfam27|protein_name=Asparagine--tRNA,tRNA,,basic_enriched_region,37,,FLPS
O43809|ensembl_protein_id=ENSP00000300291|entry=CPSF5_HUMAN|source=pfam27|protein_name=Cleavage,mRNA,,aromatic_sticker_region,23,,FLPS
O43818|ensembl_protein_id=ENSP00000232888|entry=U3IP2_HUMAN|source=pfam27|protein_name=U3,snoRNA,,acidic_region,59,,FLPS
O43818|ensembl_protein_id=ENSP00000232888|entry=U3IP2_HUMAN|source=pfam27|protein_name=U3,snoRNA,,arginine_rich_rna_contact_region,68,,FLPS
O43823|ensembl_protein_id=ENSP00000269701|entry=AKAP8_HUMAN|source=pfam27|protein_name=A-kinase,mRNA,,acidic_region,45,,FLPS
O43823|ensembl_protein_id=ENSP00000269701|entry=AKAP8_HUMAN|source=pfam27|protein_name=A-kinase,mRNA,,arginine_rich_rna_contact_region,47,,FLPS
O43823|ensembl_protein_id=ENSP00000269701|entry=AKAP8_HUMAN|source=pfam27|protein_name=A-kinase,mRNA,,aromatic_sticker_region,106,,FLPS
O43823|ensembl_protein_id=ENSP00000269701|entry=AKAP8_HUMAN|source=pfam27|protein_name=A-kinase,mRNA,,disorder_rich_spacer_region,47,,FLPS
O43823|ensembl_protein_id=ENSP00000269701|entry=AKAP8_HUMAN|source=pfam27|protein_name=A-kinase,mRNA,,other,17,,FLPS
O60231|ensembl_protein_id=ENSP00000373071|entry=DHX16_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,snRNA,,acidic_region,40,,FLPS
O60231|ensembl_protein_id=ENSP00000373071|entry=DHX16_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,snRNA,,arginine_rich_rna_contact_region,10,,FLPS
O60231|ensembl_protein_id=ENSP00000373071|entry=DHX16_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,snRNA,,aromatic_sticker_region,20,,FLPS
O60231|ensembl_protein_id=ENSP00000373071|entry=DHX16_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,snRNA,,basic_enriched_region,19,,FLPS
O60231|ensembl_protein_id=ENSP00000373071|entry=DHX16_HUMAN|source=pfam27|protein_name=Pre-mRNA-splicing,snRNA,,other,153,,FLPS
O60287|ensembl_protein_id=ENSP00000372199|entry=NPA1P_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,acidic_region,23,,FLPS
O60287|ensembl_protein_id=ENSP00000372199|entry=NPA1P_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,arginine_rich_rna_contact_region,6,,FLPS
O60287|ensembl_protein_id=ENSP00000372199|entry=NPA1P_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,aromatic_sticker_region,49,,FLPS
O60287|ensembl_protein_id=ENSP00000372199|entry=NPA1P_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,disorder_rich_spacer_region,46,,FLPS
O60287|ensembl_protein_id=ENSP00000372199|entry=NPA1P_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,hydrophobic_region,16,,FLPS
O60287|ensembl_protein_id=ENSP00000372199|entry=NPA1P_HUMAN|source=pfam27|protein_name=Nucleolar,pre-rRNA,,unmapped_physicochemical_properties,22,,FLPS
O60290|ensembl_protein_id=ENSP00000223210|entry=ZN862_HUMAN|source=pfam38|protein_name=Zinc,unknown,,acidic_region,25,,FLPS
O60290|ensembl_protein_id=ENSP00000223210|entry=ZN862_HUMAN|source=pfam38|protein_name=Zinc,unknown,,arginine_rich_rna_contact_region,14,,FLPS
O60290|ensembl_protein_id=ENSP00000223210|entry=ZN862_HUMAN|source=pfam38|protein_name=Zinc,unknown,,aromatic_sticker_region,25,,FLPS
O60290|ensembl_protein_id=ENSP00000223210|entry=ZN862_HUMAN|source=pfam38|protein_name=Zinc,unknown,,hydrophobic_region,18,,FLPS
O60290|ensembl_protein_id=ENSP00000223210|entry=ZN862_HUMAN|source=pfam38|protein_name=Zinc,unknown,,other,8,,FLPS
O60290|ensembl_protein_id=ENSP00000223210|entry=ZN862_HUMAN|source=pfam38|protein_name=Zinc,unknown,,unmapped_physicochemical_properties,12,,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,acidic_region,62,,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,arginine_rich_rna_contact_region,18,,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,aromatic_sticker_region,82,,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,basic_enriched_region,126,,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,disorder_rich_spacer_region,83,,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,gs_rich_neutral_region,60,,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,other,134,,FLPS
O60293|ensembl_protein_id=ENSP00000368017|entry=ZC3H1_HUMAN|source=pfam27|protein_name=Zinc,unknown,,unmapped_physicochemical_properties,24,,FLPS
O60294|ensembl_protein_id=ENSP00000307214|entry=TYW4_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,acidic_region,17,,FLPS
O60294|ensembl_protein_id=ENSP00000307214|entry=TYW4_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,arginine_rich_rna_contact_region,6,,FLPS
O60294|ensembl_protein_id=ENSP00000307214|entry=TYW4_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,aromatic_sticker_region,49,,FLPS
O60294|ensembl_protein_id=ENSP00000307214|entry=TYW4_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,hydrophobic_region,15,,FLPS
O60294|ensembl_protein_id=ENSP00000307214|entry=TYW4_HUMAN|source=pfam27|protein_name=tRNA,tRNA,,unmapped_physicochemical_properties,37,,FLPS
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,mRNA,,acidic_region,36,,FLPS
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,mRNA,,arginine_rich_rna_contact_region,22,,FLPS
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,mRNA,,aromatic_sticker_region,26,,FLPS
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,mRNA,,basic_enriched_region,19,,FLPS
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,mRNA,,hydrophobic_region,15,,FLPS
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,mRNA,,unmapped_physicochemical_properties,39,,FLPS
O60318|ensembl_protein_id=ENSP00000291688|entry=GANP_HUMAN|source=rbpdb|protein_name=Germinal-center,mRNA,,acidic_region,60,,FLPS
O60318|ensembl_protein_id=ENSP00000291688|entry=GANP_HUMAN|source=rbpdb|protein_name=Germinal-center,mRNA,,arginine_rich_rna_contact_region,52,,FLPS
O60318|ensembl_protein_id=ENSP00000291688|entry=GANP_HUMAN|source=rbpdb|protein_name=Germinal-center,mRNA,,aromatic_sticker_region,130,,FLPS
O60318|ensembl_protein_id=ENSP00000291688|entry=GANP_HUMAN|source=rbpdb|protein_name=Germinal-center,mRNA,,basic_enriched_region,32,,FLPS
O60318|ensembl_protein_id=ENSP00000291688|entry=GANP_HUMAN|source=rbpdb|protein_name=Germinal-center,mRNA,,disorder_rich_spacer_region,57,,FLPS
O60318|ensembl_protein_id=ENSP00000291688|entry=GANP_HUMAN|source=rbpdb|protein_name=Germinal-center,mRNA,,gs_rich_neutral_region,83,,FLPS
O60506|ensembl_protein_id=ENSP00000358635|entry=HNRPQ_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,acidic_region,7,,FLPS
O60506|ensembl_protein_id=ENSP00000358635|entry=HNRPQ_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,aromatic_sticker_region,7,,FLPS
O60506|ensembl_protein_id=ENSP00000358635|entry=HNRPQ_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,disorder_rich_spacer_region,26,,FLPS
O60506|ensembl_protein_id=ENSP00000358635|entry=HNRPQ_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,other,122,,FLPS
O60508|ensembl_protein_id=ENSP00000357928|entry=PRP17_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,mRNA,,acidic_region,29,,FLPS
O60508|ensembl_protein_id=ENSP00000357928|entry=PRP17_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,mRNA,,basic_enriched_region,10,,FLPS
O60508|ensembl_protein_id=ENSP00000357928|entry=PRP17_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,mRNA,,disorder_rich_spacer_region,8,,FLPS
O60508|ensembl_protein_id=ENSP00000357928|entry=PRP17_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,mRNA,,gs_rich_neutral_region,39,,FLPS
O60518|ensembl_protein_id=ENSP00000259569|entry=RNBP6_HUMAN|source=pfam27|protein_name=Ran-binding,mRNA,,acidic_region,20,,FLPS
O60518|ensembl_protein_id=ENSP00000259569|entry=RNBP6_HUMAN|source=pfam27|protein_name=Ran-binding,mRNA,,disorder_rich_spacer_region,6,,FLPS
O60518|ensembl_protein_id=ENSP00000259569|entry=RNBP6_HUMAN|source=pfam27|protein_name=Ran-binding,mRNA,,hydrophobic_region,5,,FLPS
O60522|ensembl_protein_id=ENSP00000443299|entry=TDRD6_HUMAN|source=pfam27|protein_name=Tudor,ncRNA,,acidic_region,74,,FLPS
O60522|ensembl_protein_id=ENSP00000443299|entry=TDRD6_HUMAN|source=pfam27|protein_name=Tudor,ncRNA,,disorder_rich_spacer_region,34,,FLPS
O60522|ensembl_protein_id=ENSP00000443299|entry=TDRD6_HUMAN|source=pfam27|protein_name=Tudor,ncRNA,,hydrophobic_region,12,,FLPS
O60563|ensembl_protein_id=ENSP00000261900|entry=CCNT1_HUMAN|source=pfam27|protein_name=Cyclin-T1,ncRNA,,aromatic_sticker_region,93,,FLPS
O60563|ensembl_protein_id=ENSP00000261900|entry=CCNT1_HUMAN|source=pfam27|protein_name=Cyclin-T1,ncRNA,,disorder_rich_spacer_region,71,,FLPS
O60563|ensembl_protein_id=ENSP00000261900|entry=CCNT1_HUMAN|source=pfam27|protein_name=Cyclin-T1,ncRNA,,other,5,,FLPS
O60573|ensembl_protein_id=ENSP00000258416|entry=IF4E2_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,acidic_region,12,,FLPS
O60583|ensembl_protein_id=ENSP00000264157|entry=CCNT2_HUMAN|source=pfam27|protein_name=Cyclin-T2,ncRNA,,aromatic_sticker_region,94,,FLPS
O60583|ensembl_protein_id=ENSP00000264157|entry=CCNT2_HUMAN|source=pfam27|protein_name=Cyclin-T2,ncRNA,,disorder_rich_spacer_region,14,,FLPS
O60583|ensembl_protein_id=ENSP00000264157|entry=CCNT2_HUMAN|source=pfam27|protein_name=Cyclin-T2,ncRNA,,gs_rich_neutral_region,131,,FLPS
O60603|ensembl_protein_id=ENSP00000260010|entry=TLR2_HUMAN|source=rbpdb|protein_name=Toll-like,unknown,,aromatic_sticker_region,31,,FLPS
O60603|ensembl_protein_id=ENSP00000260010|entry=TLR2_HUMAN|source=rbpdb|protein_name=Toll-like,unknown,,gs_rich_neutral_region,45,,FLPS
O60603|ensembl_protein_id=ENSP00000260010|entry=TLR2_HUMAN|source=rbpdb|protein_name=Toll-like,unknown,,hydrophobic_region,9,,FLPS
O60603|ensembl_protein_id=ENSP00000260010|entry=TLR2_HUMAN|source=rbpdb|protein_name=Toll-like,unknown,,other,53,,FLPS
O60739|ensembl_protein_id=ENSP00000232905|entry=EIF1B_HUMAN|source=pfam27|protein_name=Eukaryotic,mRNA,,basic_enriched_region,11,,FLPS
O60783|ensembl_protein_id=ENSP00000420714|entry=RT14_HUMAN|source=pfam27|protein_name=Small,ribosomal protein,,arginine_rich_rna_contact_region,33,,FLPS
O60812|ensembl_protein_id=ENSP00000365370|entry=HNRC1_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,acidic_region,79,,FLPS
O60812|ensembl_protein_id=ENSP00000365370|entry=HNRC1_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,disorder_rich_spacer_region,5,,FLPS
O60812|ensembl_protein_id=ENSP00000365370|entry=HNRC1_HUMAN|source=pfam27|protein_name=Heterogeneous,mRNA,,gs_rich_neutral_region,24,,FLPS
O60828|ensembl_protein_id=ENSP00000218224|entry=PQBP1_HUMAN|source=pfam27|protein_name=Polyglutamine-binding,mRNA,,acidic_region,15,,FLPS
O60828|ensembl_protein_id=ENSP00000218224|entry=PQBP1_HUMAN|source=pfam27|protein_name=Polyglutamine-binding,mRNA,,other,84,,FLPS
O60832|ensembl_protein_id=ENSP00000358563|entry=DKC1_HUMAN|source=pfam27|protein_name=H/ACA,snoRNA,,basic_enriched_region,51,,FLPS
O60832|ensembl_protein_id=ENSP00000358563|entry=DKC1_HUMAN|source=pfam27|protein_name=H/ACA,snoRNA,,unmapped_physicochemical_properties,12,,FLPS
O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,tRNA,,acidic_region,119,,FLPS
O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,tRNA,,basic_enriched_region,189,,FLPS
O60841|ensembl_protein_id=ENSP00000289371|entry=IF2P_HUMAN|source=pfam27|protein_name=Eukaryotic,tRNA,,disorder_rich_spacer_region,61,,FLPS
O60870|ensembl_protein_id=ENSP00000368881|entry=KIN17_HUMAN|source=pfam27|protein_name=DNA/RNA-binding,snRNA,,acidic_region,44,,FLPS
O60870|ensembl_protein_id=ENSP00000368881|entry=KIN17_HUMAN|source=pfam27|protein_name=DNA/RNA-binding,snRNA,,aromatic_sticker_region,18,,FLPS
O60870|ensembl_protein_id=ENSP00000368881|entry=KIN17_HUMAN|source=pfam27|protein_name=DNA/RNA-binding,snRNA,,basic_enriched_region,39,,FLPS
O60870|ensembl_protein_id=ENSP00000368881|entry=KIN17_HUMAN|source=pfam27|protein_name=DNA/RNA-binding,snRNA,,disorder_rich_spacer_region,44,,FLPS
O60870|ensembl_protein_id=ENSP00000368881|entry=KIN17_HUMAN|source=pfam27|protein_name=DNA/RNA-binding,snRNA,,other,25,,FLPS
O60930|ensembl_protein_id=ENSP00000313350|entry=RNH1_HUMAN|source=pfam27|protein_name=Ribonuclease,diverse,,arginine_rich_rna_contact_region,5,,FLPS
O60930|ensembl_protein_id=ENSP00000313350|entry=RNH1_HUMAN|source=pfam27|protein_name=Ribonuclease,diverse,,other,17,,FLPS
O60942|ensembl_protein_id=ENSP00000442609|entry=MCE1_HUMAN|source=pfam27|protein_name=mRNA-capping,mRNA,,acidic_region,17,,FLPS
O60942|ensembl_protein_id=ENSP00000442609|entry=MCE1_HUMAN|source=pfam27|protein_name=mRNA-capping,mRNA,,arginine_rich_rna_contact_region,10,,FLPS
O60942|ensembl_protein_id=ENSP00000442609|entry=MCE1_HUMAN|source=pfam27|protein_name=mRNA-capping,mRNA,,disorder_rich_spacer_region,7,,FLPS
O75113|ensembl_protein_id=ENSP00000262384|entry=N4BP1_HUMAN|source=pfam27|protein_name=NEDD4-binding,unknown,,acidic_region,8,,FLPS
O75113|ensembl_protein_id=ENSP00000262384|entry=N4BP1_HUMAN|source=pfam27|protein_name=NEDD4-binding,unknown,,aromatic_sticker_region,36,,FLPS
O75113|ensembl_protein_id=ENSP00000262384|entry=N4BP1_HUMAN|source=pfam27|protein_name=NEDD4-binding,unknown,,other,25,,FLPS
O75127|ensembl_protein_id=ENSP00000292478|entry=PTCD1_HUMAN|source=pfam27|protein_name=Pentatricopeptide,tRNA,,acidic_region,8,,FLPS
O75127|ensembl_protein_id=ENSP00000292478|entry=PTCD1_HUMAN|source=pfam27|protein_name=Pentatricopeptide,tRNA,,arginine_rich_rna_contact_region,41,,FLPS
O75127|ensembl_protein_id=ENSP00000292478|entry=PTCD1_HUMAN|source=pfam27|protein_name=Pentatricopeptide,tRNA,,disorder_rich_spacer_region,10,,FLPS
O75127|ensembl_protein_id=ENSP00000292478|entry=PTCD1_HUMAN|source=pfam27|protein_name=Pentatricopeptide,tRNA,,hydrophobic_region,6,,FLPS
O75132|ensembl_protein_id=ENSP00000216268|entry=ZBED4_HUMAN|source=pfam38|protein_name=Zinc,unknown,,acidic_region,5,,FLPS
O75132|ensembl_protein_id=ENSP00000216268|entry=ZBED4_HUMAN|source=pfam38|protein_name=Zinc,unknown,,aromatic_sticker_region,6,,FLPS
O75132|ensembl_protein_id=ENSP00000216268|entry=ZBED4_HUMAN|source=pfam38|protein_name=Zinc,unknown,,basic_enriched_region,5,,FLPS
O75132|ensembl_protein_id=ENSP00000216268|entry=ZBED4_HUMAN|source=pfam38|protein_name=Zinc,unknown,,disorder_rich_spacer_region,57,,FLPS
O75132|ensembl_protein_id=ENSP00000216268|entry=ZBED4_HUMAN|source=pfam38|protein_name=Zinc,unknown,,hydrophobic_region,5,,FLPS
O75132|ensembl_protein_id=ENSP00000216268|entry=ZBED4_HUMAN|source=pfam38|protein_name=Zinc,unknown,,other,34,,FLPS
O75152|ensembl_protein_id=ENSP00000333253|entry=ZC11A_HUMAN|source=rbpdb|protein_name=Zinc,mRNA,,acidic_region,8,,FLPS
O75152|ensembl_protein_id=ENSP00000333253|entry=ZC11A_HUMAN|source=rbpdb|protein_name=Zinc,mRNA,,aromatic_sticker_region,45,,FLPS
O75152|ensembl_protein_id=ENSP00000333253|entry=ZC11A_HUMAN|source=rbpdb|protein_name=Zinc,mRNA,,basic_enriched_region,72,,FLPS
O75152|ensembl_protein_id=ENSP00000333253|entry=ZC11A_HUMAN|source=rbpdb|protein_name=Zinc,mRNA,,disorder_rich_spacer_region,60,,FLPS
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,acidic_region,29,,FLPS
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,aromatic_sticker_region,210,,FLPS
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,disorder_rich_spacer_region,272,,FLPS
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,gs_rich_neutral_region,29,,FLPS
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,other,399,,FLPS
O75179|ensembl_protein_id=ENSP00000351416|entry=ANR17_HUMAN|source=pfam27|protein_name=Ankyrin,unknown,,unmapped_physicochemical_properties,67,,FLPS
O75319|ensembl_protein_id=ENSP00000272444|entry=DUS11_HUMAN|source=pfam27|protein_name=RNA/RNP,mRNA,,disorder_rich_spacer_region,6,,FLPS
O75437|ensembl_protein_id=ENSP00000349494|entry=ZN254_HUMAN|source=pfam38|protein_name=Zinc,unknown,,basic_enriched_region,11,,FLPS
O75460|ensembl_protein_id=ENSP00000401445|entry=ERN1_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,mRNA,,disorder_rich_spacer_region,36,,FLPS
O75460|ensembl_protein_id=ENSP00000401445|entry=ERN1_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,mRNA,,gs_rich_neutral_region,38,,FLPS
O75460|ensembl_protein_id=ENSP00000401445|entry=ERN1_HUMAN|source=pfam27|protein_name=Serine/threonine-protein,mRNA,,hydrophobic_region,9,,FLPS
O75475|ensembl_protein_id=ENSP00000370109|entry=PSIP1_HUMAN|source=pfam27|protein_name=PC4,mRNA,,acidic_region,23,,FLPS
O75475|ensembl_protein_id=ENSP00000370109|entry=PSIP1_HUMAN|source=pfam27|protein_name=PC4,mRNA,,arginine_rich_rna_contact_region,6,,FLPS
O75475|ensembl_protein_id=ENSP00000370109|entry=PSIP1_HUMAN|source=pfam27|protein_name=PC4,mRNA,,basic_enriched_region,16,,FLPS
O75475|ensembl_protein_id=ENSP00000370109|entry=PSIP1_HUMAN|source=pfam27|protein_name=PC4,mRNA,,disorder_rich_spacer_region,54,,FLPS
O75475|ensembl_protein_id=ENSP00000370109|entry=PSIP1_HUMAN|source=pfam27|protein_name=PC4,mRNA,,other,38,,FLPS
O75494|ensembl_protein_id=ENSP00000342913|entry=SRS10_HUMAN|source=rbpdb|protein_name=Serine/arginine-rich,mRNA,,other,123,,FLPS
O75525|ensembl_protein_id=ENSP00000348108|entry=KHDR3_HUMAN|source=rbpdb|protein_name=KH,mRNA,,acidic_region,51,,FLPS
O75525|ensembl_protein_id=ENSP00000348108|entry=KHDR3_HUMAN|source=rbpdb|protein_name=KH,mRNA,,hydrophobic_region,5,,FLPS
O75525|ensembl_protein_id=ENSP00000348108|entry=KHDR3_HUMAN|source=rbpdb|protein_name=KH,mRNA,,other,43,,FLPS
O75526|ensembl_protein_id=ENSP00000304139|entry=RMXL2_HUMAN|source=pfam27;pfam38|protein_name=RNA-binding,mRNA,,disorder_rich_spacer_region,7,,FLPS
O75526|ensembl_protein_id=ENSP00000304139|entry=RMXL2_HUMAN|source=pfam27;pfam38|protein_name=RNA-binding,mRNA,,gs_rich_neutral_region,46,,FLPS
O75526|ensembl_protein_id=ENSP00000304139|entry=RMXL2_HUMAN|source=pfam27;pfam38|protein_name=RNA-binding,mRNA,,other,209,,FLPS
O75530|ensembl_protein_id=ENSP00000263360|entry=EED_HUMAN|source=pfam27|protein_name=Polycomb,ncRNA,,basic_enriched_region,18,,FLPS
O75530|ensembl_protein_id=ENSP00000263360|entry=EED_HUMAN|source=pfam27|protein_name=Polycomb,ncRNA,,unmapped_physicochemical_properties,8,,FLPS
O75533|ensembl_protein_id=ENSP00000335321|entry=SF3B1_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,acidic_region,5,,FLPS
O75533|ensembl_protein_id=ENSP00000335321|entry=SF3B1_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,aromatic_sticker_region,48,,FLPS
O75533|ensembl_protein_id=ENSP00000335321|entry=SF3B1_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,disorder_rich_spacer_region,11,,FLPS
O75533|ensembl_protein_id=ENSP00000335321|entry=SF3B1_HUMAN|source=pfam27|protein_name=Splicing,mRNA,,other,68,,FLPS
O75607|ensembl_protein_id=ENSP00000359128|entry=NPM3_HUMAN|source=pfam27|protein_name=Nucleoplasmin-3,pre-rRNA,,acidic_region,17,,FLPS
O75607|ensembl_protein_id=ENSP00000359128|entry=NPM3_HUMAN|source=pfam27|protein_name=Nucleoplasmin-3,pre-rRNA,,disorder_rich_spacer_region,14,,FLPS
O75607|ensembl_protein_id=ENSP00000359128|entry=NPM3_HUMAN|source=pfam27|protein_name=Nucleoplasmin-3,pre-rRNA,,hydrophobic_region,5,,FLPS
O75616|ensembl_protein_id=ENSP00000254928|entry=ERAL1_HUMAN|source=pfam27|protein_name=GTPase,pre-rRNA,,hydrophobic_region,7,,FLPS
O75643|ensembl_protein_id=ENSP00000317123|entry=U520_HUMAN|source=pfam27|protein_name=U5,snRNA,,acidic_region,57,,FLPS
O75643|ensembl_protein_id=ENSP00000317123|entry=U520_HUMAN|source=pfam27|protein_name=U5,snRNA,,arginine_rich_rna_contact_region,12,,FLPS
O75643|ensembl_protein_id=ENSP00000317123|entry=U520_HUMAN|source=pfam27|protein_name=U5,snRNA,,aromatic_sticker_region,9,,FLPS
O75643|ensembl_protein_id=ENSP00000317123|entry=U520_HUMAN|source=pfam27|protein_name=U5,snRNA,,hydrophobic_region,11,,FLPS
O75643|ensembl_protein_id=ENSP00000317123|entry=U520_HUMAN|source=pfam27|protein_name=U5,snRNA,,other,39,,FLPS
O75691|ensembl_protein_id=ENSP00000261637|entry=UTP20_HUMAN|source=pfam27|protein_name=Small,snoRNA,,acidic_region,110,,FLPS
O75691|ensembl_protein_id=ENSP00000261637|entry=UTP20_HUMAN|source=pfam27|protein_name=Small,snoRNA,,aromatic_sticker_region,109,,FLPS
