uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_hdbscan,hdbscan_confidence
Q14258,630.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q96MX3,618.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q7Z7H8,261.0,ribosomal protein,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q8WWY3,499.0,snRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9BUR4,548.0,ncRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q02040,695.0,mRNA,CAST,0,1,2,2,0,2,4,2,5,2,-1,0.0
P52272,730.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q92615,738.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q69YN2,538.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P49759,484.0,mRNA,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
Q86XZ4,545.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8NDV7,1962.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q7Z6J9,526.0,tRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q6P9B9,1019.0,snRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9NRA8,985.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UBC3,853.0,diverse,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
O94992,359.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P98175,930.0,mRNA,CAST,0,1,0,2,1,3,1,4,0,5,-1,0.0
A4D1E1,1349.0,unknown,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9Y295,367.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q6ZN04,569.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9UJV9,622.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
B0QYK0,618.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P26641,437.0,tRNA,CAST,0,1,0,2,1,2,4,2,4,2,-1,0.0
Q14147,1143.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q8N5A5,531.0,unknown,CAST,1,1,1,2,1,3,1,4,1,5,-1,0.0
Q8IYY4,767.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9H0L4,616.0,mRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q00577,322.0,mRNA,CAST,1,1,2,2,1,2,1,2,2,2,-1,0.0
Q9NQ50,206.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
F8W6I7,307.0,mRNA,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
Q86WX3,136.0,unknown,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
Q8WXA9,508.0,mRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q2NKX8,1250.0,unknown,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9BZC1,486.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q92973,898.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q6PKG0,1096.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O15523,660.0,mRNA,CAST,1,1,2,2,3,2,3,2,3,2,-1,0.0
O43143,795.0,mRNA,CAST,1,1,2,2,3,2,3,2,3,2,-1,0.0
Q13523,1007.0,snRNA,CAST,0,1,0,2,0,2,4,2,5,2,-1,0.0
Q5TBB1,312.0,diverse,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
P82979,210.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8N3Z6,543.0,diverse,CAST,1,1,1,2,3,2,4,2,1,2,-1,0.0
A2RTX5,802.0,tRNA,CAST,1,1,2,2,3,2,3,2,1,2,-1,0.0
Q9NVN8,582.0,pre-rRNA,CAST,1,1,1,2,3,2,4,2,4,2,-1,0.0
Q8TAQ5,688.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8WU90,426.0,unknown,CAST,1,1,1,2,0,2,0,2,1,2,-1,0.0
Q8TDN6,353.0,pre-rRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q9Y388,322.0,mRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q14684,758.0,pre-rRNA,CAST,1,1,1,2,3,2,4,2,4,2,-1,0.0
Q86U06,439.0,mRNA,CAST,0,1,2,2,2,2,2,2,5,2,-1,0.0
Q9BV44,507.0,tRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q6IEG0,339.0,snRNA,CAST,1,1,1,2,3,2,3,2,5,2,-1,0.0
P06748,294.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8NEF9,429.0,pre-rRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q13485,552.0,ncRNA,CAST,0,1,2,2,3,2,3,2,3,2,-1,0.0
P60323,173.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P52756,815.0,mRNA,CAST,0,1,2,2,3,2,3,2,5,2,-1,0.0
H7BXY3,1166.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q04637,1599.0,mRNA,CAST,1,1,1,2,0,3,0,3,1,4,-1,0.0
Q9UPY3,1922.0,ncRNA,CAST,1,1,1,2,1,2,1,2,3,2,-1,0.0
P49761,490.0,mRNA,CAST,0,1,0,2,0,2,4,2,5,2,-1,0.0
Q5T619,568.0,unknown,CAST,0,1,2,2,1,2,1,2,2,2,-1,0.0
Q6ZN17,250.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q96MT3,831.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UJV8,347.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q14157,1087.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8WW36,166.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q5T9H5,84.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q969Q0,106.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
P46778,160.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
P05386,114.0,ribosomal protein,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q9NR30,783.0,pre-rRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q8TEX9,1081.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P22626,353.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q86TS9,123.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
Q8NI27,1593.0,mRNA,CAST,1,1,2,2,1,2,1,2,1,2,-1,0.0
Q8IWR0,971.0,unknown,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q03468,1493.0,unknown,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9H0Z9,239.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q13283,466.0,mRNA,CAST,1,1,2,2,1,2,1,2,2,2,-1,0.0
Q9HAU5,1272.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P62854,115.0,ribosomal protein,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
J3KP02,692.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q14204,4646.0,mRNA,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
P18583,2426.0,mRNA,CAST,1,1,1,2,3,3,4,4,1,5,-1,0.0
P26599,557.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q6NZI2,390.0,pre-rRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P23246,707.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
P78362,688.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q32P51,320.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
O00410,1097.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q12904,312.0,tRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q9HCS7,855.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q92879,486.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
O75179,2603.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q6P2E9,1401.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9H4L7,1026.0,unknown,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9UGY1,213.0,pre-rRNA,CAST,0,1,2,2,1,2,4,2,5,2,-1,0.0
Q86XP3,938.0,mRNA,CAST,1,1,1,2,3,2,3,2,1,2,-1,0.0
B0QYY4,370.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q7Z2Z2,1120.0,tRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P26358,1616.0,ncRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9NV66,732.0,tRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9NTZ6,932.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UN86,482.0,mRNA,CAST,0,1,2,2,1,3,1,4,0,5,-1,0.0
Q9BXY0,300.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9H7N4,1312.0,mRNA,CAST,0,1,2,2,0,2,0,2,5,2,-1,0.0
P36776,959.0,diverse,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9BZE4,634.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,4,2,-1,0.0
Q8IWZ3,2542.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P55884,814.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P11387,765.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
O14602,144.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q96P70,1041.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q5T280,376.0,unknown,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
P49760,499.0,mRNA,CAST,0,1,0,2,0,2,4,2,5,2,-1,0.0
Q12905,390.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q86Y13,1208.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UPR3,1016.0,mRNA,CAST,1,1,2,2,1,2,1,2,1,2,-1,0.0
Q9UQ84,846.0,diverse,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9H583,2144.0,snoRNA,CAST,1,1,1,2,3,2,4,2,4,2,-1,0.0
P09874,1014.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
P07814,1512.0,tRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9Y3B9,282.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,4,2,-1,0.0
Q9NVH2,962.0,snRNA,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
Q9UPN6,1271.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P12270,2363.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5T5J6,900.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q7Z2T5,733.0,tRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q08211,1270.0,ncRNA,CAST,1,1,1,2,3,3,3,3,1,4,-1,0.0
Q5TC82,1133.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q96JY0,434.0,ncRNA,CAST,0,1,2,2,3,2,3,2,3,2,-1,0.0
Q9NR48,2969.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P55265,1226.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9Y3Y2,248.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
O60508,579.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q14152,1382.0,mRNA,CAST,0,1,0,2,0,2,4,2,0,2,-1,0.0
O94874,794.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q99590,1463.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9UNY4,1162.0,mRNA,CAST,1,1,1,2,3,2,3,2,1,2,-1,0.0
Q5T481,1227.0,mRNA,CAST,0,1,2,2,3,2,3,2,3,2,-1,0.0
O60832,514.0,snoRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
O75940,238.0,mRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
O60506,623.0,mRNA,CAST,1,1,2,2,3,2,3,2,3,2,-1,0.0
Q9UHI6,824.0,snRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q96IP4,442.0,unknown,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q14690,1871.0,snoRNA,CAST,1,1,1,2,3,2,4,2,1,2,-1,0.0
A0A0A0MRM9,708.0,snoRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
X6R7H2,631.0,mRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q5VTL8,546.0,snRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
O75607,178.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9UKA9,531.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P46777,297.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
A2PYH4,1435.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q06787,632.0,mRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9H9Y2,349.0,pre-rRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q6IPR3,259.0,tRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q16206,610.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q8NC51,408.0,mRNA,CAST,1,1,2,2,1,2,1,2,1,2,-1,0.0
O15541,343.0,snRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q99459,802.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q13325,482.0,tRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
O95793,577.0,mRNA,CAST,0,1,2,2,0,2,0,2,0,2,-1,0.0
Q9GZR2,422.0,pre-rRNA,CAST,1,1,1,2,3,2,4,2,4,2,-1,0.0
Q96GM8,510.0,unknown,CAST,0,1,0,1,0,1,4,1,4,1,-1,0.0
P67809,324.0,mRNA,CAST,0,1,2,2,0,2,0,2,5,2,-1,0.0
Q9UNP9,301.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P55795,449.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q13310,644.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9Y3A2,253.0,snoRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q12874,501.0,snRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q86U90,279.0,tRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q13823,731.0,pre-rRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q5D1E8,599.0,ncRNA,CAST,1,1,2,2,3,2,3,2,3,2,-1,0.0
Q8TD26,2715.0,mRNA,CAST,1,1,1,2,0,2,0,2,1,2,-1,0.0
P46100,2492.0,unknown,CAST,0,1,0,2,1,2,1,2,0,2,-1,0.0
Q9BQ39,737.0,pre-rRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q9Y237,131.0,pre-rRNA,CAST,0,1,0,2,2,2,2,2,2,2,-1,0.0
Q08170,494.0,mRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q9NX07,287.0,tRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9H694,974.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
O43172,522.0,snRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q14692,1282.0,pre-rRNA,CAST,1,1,1,2,1,2,4,2,1,2,-1,0.0
O43390,633.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O15213,610.0,snoRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
P20042,333.0,tRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q09161,790.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q969E8,191.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9NX05,1096.0,unknown,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q5JVS0,413.0,mRNA,CAST,1,1,1,2,1,2,1,2,5,2,-1,0.0
Q6BEB4,398.0,unknown,CAST,0,1,2,2,3,2,3,2,3,2,-1,0.0
Q9H1J1,476.0,mRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
J3KPD3,267.0,mRNA,CAST,0,1,2,2,3,2,3,2,3,2,-1,0.0
Q13825,339.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q96T58,3664.0,mRNA,CAST,0,1,0,2,0,3,0,4,0,5,-1,0.0
Q96T21,854.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5VYS8,1495.0,ncRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O60812,293.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P61978,463.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P98179,157.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P05388,317.0,ribosomal protein,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q9H4T2,348.0,unknown,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
Q5SY16,702.0,pre-rRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q6PF06,316.0,tRNA,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9Y2L1,958.0,diverse,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9P2E9,1410.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5VUC9,145.0,ncRNA,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q8N1G4,583.0,unknown,CAST,0,1,2,2,1,2,4,2,5,2,-1,0.0
O60293,1989.0,unknown,CAST,0,1,0,2,0,3,0,4,0,5,-1,0.0
Q9BX46,236.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9UHK0,495.0,snoRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5T6F2,1119.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q12986,1120.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
O60870,393.0,snRNA,CAST,1,1,2,2,1,2,1,2,4,2,-1,0.0
P47813,144.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O95373,1038.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O15198,467.0,ncRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9BRS2,568.0,pre-rRNA,CAST,1,1,1,2,1,2,4,2,1,2,-1,0.0
Q96I25,401.0,mRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q12926,359.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q8N567,271.0,unknown,CAST,1,1,1,2,3,2,4,2,4,2,-1,0.0
Q7L8L6,764.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q01081,240.0,mRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q9BYN8,205.0,ribosomal protein,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P62753,249.0,ribosomal protein,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q9H5H4,540.0,unknown,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q9NWH9,1034.0,mRNA,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
Q9NWZ8,242.0,snRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O75475,530.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q16594,264.0,snoRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
J3KPI1,630.0,mRNA,CAST,0,1,2,2,0,2,0,2,0,2,-1,0.0
Q58A45,887.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q6UX04,472.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q92664,365.0,pre-rRNA,CAST,1,1,1,2,3,2,4,2,3,2,-1,0.0
O00567,594.0,snoRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9NS39,739.0,mRNA,CAST,1,1,1,1,3,1,4,1,3,1,-1,0.0
P14678,240.0,snRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q8NE18,718.0,pre-rRNA,CAST,1,1,1,2,3,2,4,2,4,2,-1,0.0
Q9UKK3,1724.0,ncRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
P62995,288.0,mRNA,CAST,1,1,2,2,2,2,2,2,5,2,-1,0.0
A0A5K1VW79,999.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
P46087,812.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9P2P1,1898.0,unknown,CAST,1,1,1,2,2,2,2,2,1,2,-1,0.0
J3KPK3,459.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8WWM7,1075.0,mRNA,CAST,0,1,2,2,3,2,3,2,3,2,-1,0.0
O43310,598.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
A6NDE4,496.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
O43148,476.0,mRNA,CAST,0,1,0,2,0,2,0,2,4,2,-1,0.0
A0A140T8Y2,407.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
O60231,1041.0,snRNA,CAST,0,1,2,2,1,2,1,2,5,2,-1,0.0
Q2Q1W2,868.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9HCE5,456.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q53F19,620.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
A0A0A0MRZ1,733.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8N163,923.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q96L91,3159.0,unknown,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
Q14444,709.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q8IYL2,757.0,tRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
Q8N5X7,224.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P40429,203.0,ribosomal protein,CAST,0,1,2,2,1,2,4,2,4,2,-1,0.0
Q7Z6M4,381.0,pre-rRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9BUJ2,856.0,mRNA,CAST,0,1,0,2,3,2,3,2,3,2,-1,0.0
Q9UPU9,718.0,mRNA,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
P24534,225.0,tRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9NYF8,920.0,mRNA,CAST,1,1,1,2,3,2,3,2,1,2,-1,0.0
Q66PJ3,237.0,mRNA,CAST,0,1,0,2,0,2,4,2,5,2,-1,0.0
Q13595,282.0,mRNA,CAST,0,1,2,2,2,2,2,2,5,2,-1,0.0
P55010,431.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9UIF8,2168.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9Y291,106.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
J3KPP4,489.0,mRNA,CAST,0,1,0,2,0,2,4,2,5,2,-1,0.0
Q9ULR0,285.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
P31943,449.0,mRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
Q8IY21,1712.0,ncRNA,CAST,1,1,1,2,3,2,4,2,4,2,-1,0.0
A0A0B4J1V9,884.0,unknown,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P83731,157.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
O14647,1828.0,unknown,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
P35269,517.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
P46199,727.0,tRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9BPZ3,127.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q9BVP2,549.0,pre-rRNA,CAST,1,1,1,2,1,2,4,2,4,2,-1,0.0
A8MXP9,895.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q5T760,491.0,mRNA,CAST,1,1,2,2,2,2,2,2,5,2,-1,0.0
P51825,1210.0,mRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q14764,893.0,ncRNA,CAST,1,1,1,2,3,2,3,2,1,2,-1,0.0
Q99613,913.0,mRNA,CAST,1,1,1,2,1,2,1,2,1,2,-1,0.0
Q96QR8,312.0,mRNA,CAST,0,1,0,2,2,2,2,2,2,2,-1,0.0
Q9P2E3,1918.0,unknown,CAST,1,1,1,2,3,2,3,2,3,2,-1,0.0
P50914,215.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
Q9Y4F3,1742.0,ncRNA,CAST,0,1,0,2,0,2,0,2,0,2,-1,0.0
Q9BSV6,310.0,tRNA,CAST,0,1,2,2,2,2,2,2,2,2,-1,0.0
P62241,208.0,ribosomal protein,CAST,0,1,0,2,0,2,4,2,4,2,-1,0.0
A0A5H1ZRQ2,731.0,mRNA,CAST,1,1,2,2,2,2,2,2,2,2,-1,0.0
