uniprot_accession,rna_class,uniprot_length,n_lcr,lcr_residues,coverage,n_lcr_category,method
K7EIJ1,tRNA,223.0,1,7,0.03139013452914798,1,FLPS
K7EIU6,mRNA,117.0,1,6,0.05128205128205128,1,FLPS
K7EJ78,ribosomal protein,129.0,2,38,0.29457364341085274,2,FLPS
K7EJB9,mRNA,349.0,3,136,0.38968481375358166,3+,FLPS
K7EK40,mRNA,64.0,1,33,0.515625,1,FLPS
K7EKC9,mRNA,86.0,1,22,0.2558139534883721,1,FLPS
K7EKH9,unknown,261.0,2,15,0.05747126436781609,2,FLPS
K7EL95,tRNA,136.0,2,30,0.22058823529411764,2,FLPS
K7ENA8,mRNA,289.0,2,19,0.0657439446366782,2,FLPS
K7EPB9,unknown,110.0,2,56,0.509090909090909,2,FLPS
K7EPH2,tRNA,378.0,1,26,0.06878306878306878,1,FLPS
K7EQP2,mRNA,53.0,1,11,0.20754716981132076,1,FLPS
K7ER00,tRNA,548.0,3,60,0.10948905109489052,3+,FLPS
K7ERG4,snRNA,78.0,3,32,0.41025641025641024,3+,FLPS
M0QXD5,snoRNA,236.0,3,61,0.2584745762711864,3+,FLPS
M0QY97,unknown,910.0,12,438,0.48131868131868133,3+,FLPS
M0QZ34,pre-rRNA,200.0,1,36,0.18,1,FLPS
M0R050,diverse,197.0,2,32,0.16243654822335024,2,FLPS
M0R117,ribosomal protein,154.0,1,5,0.032467532467532464,1,FLPS
M0R1H0,snoRNA,178.0,1,59,0.33146067415730335,1,FLPS
M0R226,ribosomal protein,184.0,2,58,0.31521739130434784,2,FLPS
M0R2C6,tRNA,588.0,2,57,0.09693877551020408,2,FLPS
M0R2S1,ribosomal protein,138.0,2,60,0.43478260869565216,2,FLPS
O00148,mRNA,427.0,1,5,0.0117096018735363,1,FLPS
O00178,mRNA,669.0,3,63,0.09417040358744394,3+,FLPS
O00267,mRNA,1087.0,4,250,0.22999080036798528,3+,FLPS
O00410,mRNA,1097.0,6,68,0.06198723792160438,3+,FLPS
O00411,mRNA,1230.0,8,160,0.13008130081300814,3+,FLPS
O00418,mRNA,725.0,5,106,0.14620689655172414,3+,FLPS
O00425,mRNA,579.0,3,72,0.12435233160621761,3+,FLPS
O00442,tRNA,366.0,1,5,0.01366120218579235,1,FLPS
O00566,snoRNA,681.0,9,260,0.38179148311306904,3+,FLPS
O00567,snoRNA,594.0,8,145,0.2441077441077441,3+,FLPS
O00571,mRNA,662.0,2,142,0.21450151057401812,2,FLPS
O00584,diverse,256.0,2,48,0.1875,2,FLPS
O14602,mRNA,144.0,1,19,0.13194444444444445,1,FLPS
O14647,unknown,1828.0,24,684,0.3741794310722101,3+,FLPS
O14717,tRNA,391.0,1,14,0.03580562659846547,1,FLPS
O14730,pre-rRNA,519.0,2,28,0.05394990366088632,2,FLPS
O14746,ncRNA,1132.0,8,224,0.1978798586572438,3+,FLPS
O14776,mRNA,1098.0,9,447,0.40710382513661203,3+,FLPS
O14787,mRNA,897.0,3,48,0.05351170568561873,3+,FLPS
O14879,ncRNA,490.0,1,13,0.026530612244897958,1,FLPS
O14893,snRNA,280.0,2,33,0.11785714285714285,2,FLPS
O14979,mRNA,420.0,6,192,0.45714285714285713,3+,FLPS
O14980,mRNA,1071.0,1,12,0.011204481792717087,1,FLPS
O14981,unknown,1849.0,7,102,0.055164954029204974,3+,FLPS
O15037,mRNA,678.0,5,132,0.19469026548672566,3+,FLPS
O15042,snRNA,1029.0,9,503,0.48882410106899904,3+,FLPS
O15047,ncRNA,1707.0,26,733,0.4294083186877563,3+,FLPS
O15056,unknown,1496.0,6,183,0.12232620320855615,3+,FLPS
O15105,ncRNA,426.0,6,137,0.3215962441314554,3+,FLPS
O15116,snRNA,133.0,1,35,0.2631578947368421,1,FLPS
O15198,ncRNA,467.0,3,98,0.20985010706638116,3+,FLPS
O15213,snoRNA,610.0,5,99,0.16229508196721312,3+,FLPS
O15226,unknown,690.0,2,43,0.06231884057971015,2,FLPS
O15234,mRNA,703.0,10,389,0.5533428165007113,3+,FLPS
O15235,ribosomal protein,138.0,1,16,0.11594202898550725,1,FLPS
O15371,mRNA,548.0,4,79,0.14416058394160583,3+,FLPS
O15372,mRNA,352.0,5,64,0.18181818181818182,3+,FLPS
O15397,ncRNA,1037.0,3,77,0.0742526518804243,3+,FLPS
O15446,pre-rRNA,510.0,13,194,0.3803921568627451,3+,FLPS
O15455,ncRNA,904.0,4,71,0.07853982300884955,3+,FLPS
O15504,mRNA,423.0,7,174,0.41134751773049644,3+,FLPS
O15523,mRNA,660.0,2,148,0.22424242424242424,2,FLPS
O15541,snRNA,343.0,2,47,0.13702623906705538,2,FLPS
O43143,mRNA,795.0,4,99,0.12452830188679245,3+,FLPS
O43148,mRNA,476.0,2,40,0.08403361344537816,2,FLPS
O43159,pre-rRNA,456.0,5,116,0.2543859649122807,3+,FLPS
O43172,snRNA,522.0,4,47,0.09003831417624521,3+,FLPS
O43251,mRNA,390.0,4,107,0.2743589743589744,3+,FLPS
O43290,snRNA,800.0,9,160,0.2,3+,FLPS
O43310,mRNA,598.0,4,104,0.17391304347826086,3+,FLPS
O43347,mRNA,362.0,1,8,0.022099447513812154,1,FLPS
O43390,mRNA,633.0,7,227,0.358609794628752,3+,FLPS
O43395,snRNA,683.0,8,97,0.14202049780380674,3+,FLPS
O43422,unknown,761.0,1,44,0.05781865965834428,1,FLPS
O43426,unknown,1573.0,7,251,0.15956770502225048,3+,FLPS
O43432,mRNA,1585.0,13,396,0.24984227129337538,3+,FLPS
O43541,ncRNA,496.0,4,168,0.3387096774193548,3+,FLPS
O43660,mRNA,514.0,3,22,0.042801556420233464,3+,FLPS
O43709,pre-rRNA,281.0,1,47,0.16725978647686832,1,FLPS
O43719,mRNA,755.0,7,411,0.5443708609271524,3+,FLPS
O43776,tRNA,548.0,1,37,0.06751824817518248,1,FLPS
O43809,mRNA,227.0,1,23,0.1013215859030837,1,FLPS
O43818,snoRNA,475.0,3,127,0.2673684210526316,3+,FLPS
O43823,mRNA,692.0,11,262,0.3786127167630058,3+,FLPS
O60231,snRNA,1041.0,8,242,0.23246878001921228,3+,FLPS
O60287,pre-rRNA,2271.0,10,162,0.071334214002642,3+,FLPS
O60290,unknown,1169.0,7,102,0.0872540633019675,3+,FLPS
O60293,unknown,1989.0,17,589,0.2961287078934138,3+,FLPS
O60294,tRNA,686.0,5,124,0.18075801749271136,3+,FLPS
O60306,mRNA,1485.0,9,157,0.10572390572390572,3+,FLPS
O60318,mRNA,1980.0,18,414,0.20909090909090908,3+,FLPS
O60506,mRNA,623.0,4,162,0.26003210272873195,3+,FLPS
O60508,mRNA,579.0,4,86,0.14853195164075994,3+,FLPS
O60518,mRNA,1105.0,3,31,0.028054298642533938,3+,FLPS
O60522,ncRNA,2096.0,6,120,0.05725190839694656,3+,FLPS
O60563,ncRNA,726.0,8,169,0.2327823691460055,3+,FLPS
O60573,mRNA,245.0,1,12,0.04897959183673469,1,FLPS
O60583,ncRNA,730.0,7,239,0.3273972602739726,3+,FLPS
O60603,unknown,784.0,5,138,0.1760204081632653,3+,FLPS
O60739,mRNA,113.0,1,11,0.09734513274336283,1,FLPS
O60783,ribosomal protein,128.0,1,33,0.2578125,1,FLPS
O60812,mRNA,293.0,4,108,0.36860068259385664,3+,FLPS
O60828,mRNA,265.0,3,99,0.37358490566037733,3+,FLPS
O60832,snoRNA,514.0,3,63,0.122568093385214,3+,FLPS
O60841,tRNA,1220.0,11,369,0.30245901639344264,3+,FLPS
O60870,snRNA,393.0,8,170,0.43256997455470736,3+,FLPS
O60930,diverse,286.0,2,22,0.07692307692307693,2,FLPS
O60942,mRNA,597.0,3,34,0.05695142378559464,3+,FLPS
O75113,unknown,896.0,3,69,0.07700892857142858,3+,FLPS
O75127,tRNA,700.0,6,65,0.09285714285714286,3+,FLPS
O75132,unknown,1171.0,10,112,0.09564474807856532,3+,FLPS
O75152,mRNA,810.0,8,185,0.22839506172839505,3+,FLPS
O75179,unknown,2603.0,29,1006,0.38647714175950826,3+,FLPS
O75319,mRNA,330.0,1,6,0.01818181818181818,1,FLPS
O75437,unknown,659.0,1,11,0.01669195751138088,1,FLPS
O75460,mRNA,977.0,4,83,0.0849539406345957,3+,FLPS
O75475,mRNA,530.0,5,137,0.25849056603773585,3+,FLPS
O75494,mRNA,262.0,2,123,0.46946564885496184,2,FLPS
O75525,mRNA,346.0,3,99,0.2861271676300578,3+,FLPS
O75526,mRNA,392.0,5,262,0.6683673469387755,3+,FLPS
O75530,ncRNA,441.0,2,26,0.05895691609977324,2,FLPS
O75533,mRNA,1304.0,5,132,0.10122699386503067,3+,FLPS
O75607,pre-rRNA,178.0,4,36,0.20224719101123595,3+,FLPS
O75616,pre-rRNA,437.0,1,7,0.016018306636155607,1,FLPS
O75643,snRNA,2136.0,9,128,0.0599250936329588,3+,FLPS
O75691,snoRNA,2785.0,13,331,0.11885098743267504,3+,FLPS
O75817,ncRNA,140.0,1,11,0.07857142857142857,1,FLPS
O75818,ncRNA,363.0,2,26,0.07162534435261708,2,FLPS
O75821,mRNA,320.0,2,19,0.059375,2,FLPS
O75923,unknown,2080.0,10,131,0.06298076923076923,3+,FLPS
O75940,mRNA,238.0,2,65,0.27310924369747897,2,FLPS
O77932,diverse,396.0,3,47,0.11868686868686869,3+,FLPS
O94761,unknown,1208.0,11,234,0.19370860927152317,3+,FLPS
O94762,unknown,991.0,5,200,0.20181634712411706,3+,FLPS
O94829,mRNA,963.0,4,54,0.056074766355140186,3+,FLPS
O94874,unknown,794.0,5,43,0.05415617128463476,3+,FLPS
O94886,unknown,807.0,8,82,0.10161090458488228,3+,FLPS
O94906,snRNA,941.0,5,90,0.09564293304994687,3+,FLPS
O94913,mRNA,1555.0,13,599,0.3852090032154341,3+,FLPS
O94992,ncRNA,359.0,8,146,0.40668523676880225,3+,FLPS
O95104,mRNA,1147.0,11,680,0.5928509154315605,3+,FLPS
O95149,snRNA,360.0,3,49,0.1361111111111111,3+,FLPS
O95163,tRNA,1332.0,3,64,0.04804804804804805,3+,FLPS
O95218,mRNA,330.0,4,203,0.6151515151515151,3+,FLPS
O95319,mRNA,508.0,3,56,0.11023622047244094,3+,FLPS
O95363,tRNA,451.0,1,31,0.06873614190687362,1,FLPS
O95373,mRNA,1038.0,4,181,0.174373795761079,3+,FLPS
O95391,mRNA,586.0,7,163,0.2781569965870307,3+,FLPS
O95396,tRNA,460.0,5,57,0.12391304347826088,3+,FLPS
O95400,snRNA,341.0,6,55,0.16129032258064516,3+,FLPS
O95453,mRNA,639.0,2,47,0.07355242566510173,2,FLPS
O95620,tRNA,317.0,1,11,0.03470031545741325,1,FLPS
O95628,mRNA,575.0,6,177,0.30782608695652175,3+,FLPS
O95639,mRNA,269.0,3,116,0.4312267657992565,3+,FLPS
O95707,ncRNA,220.0,1,10,0.045454545454545456,1,FLPS
O95758,mRNA,552.0,2,33,0.059782608695652176,2,FLPS
O95786,ncRNA,925.0,1,23,0.024864864864864864,1,FLPS
O95793,mRNA,577.0,5,152,0.2634315424610052,3+,FLPS
O95926,mRNA,243.0,2,76,0.31275720164609055,2,FLPS
O95985,mRNA,862.0,3,96,0.11136890951276102,3+,FLPS
O95989,mRNA,172.0,2,22,0.12790697674418605,2,FLPS
O96006,unknown,694.0,1,19,0.027377521613832854,1,FLPS
P03950,diverse,147.0,1,14,0.09523809523809523,1,FLPS
P05198,tRNA,315.0,3,49,0.15555555555555556,3+,FLPS
P05386,ribosomal protein,114.0,2,40,0.3508771929824561,2,FLPS
P05387,ribosomal protein,115.0,2,42,0.3652173913043478,2,FLPS
P05388,ribosomal protein,317.0,4,72,0.22712933753943218,3+,FLPS
P05455,tRNA,408.0,2,87,0.21323529411764705,2,FLPS
P06730,mRNA,217.0,1,19,0.08755760368663594,1,FLPS
P06748,pre-rRNA,294.0,4,49,0.16666666666666666,3+,FLPS
P07814,tRNA,1512.0,5,70,0.046296296296296294,3+,FLPS
P07910,mRNA,306.0,5,128,0.41830065359477125,3+,FLPS
P07998,diverse,156.0,3,34,0.21794871794871795,3+,FLPS
P08240,ncRNA,638.0,4,90,0.14106583072100312,3+,FLPS
P08579,snRNA,225.0,4,56,0.24888888888888888,3+,FLPS
P08621,snRNA,437.0,6,330,0.7551487414187643,3+,FLPS
P08865,ribosomal protein,295.0,1,23,0.07796610169491526,1,FLPS
P09012,snRNA,282.0,3,96,0.3404255319148936,3+,FLPS
P09132,ncRNA,144.0,1,9,0.0625,1,FLPS
P09234,snRNA,159.0,1,95,0.5974842767295597,1,FLPS
P09543,mRNA,421.0,1,6,0.014251781472684086,1,FLPS
P09651,mRNA,372.0,3,183,0.49193548387096775,3+,FLPS
P09661,snRNA,255.0,1,6,0.023529411764705882,1,FLPS
P09874,mRNA,1014.0,5,123,0.12130177514792899,3+,FLPS
P09913,ncRNA,472.0,3,50,0.1059322033898305,3+,FLPS
P09914,ncRNA,478.0,2,35,0.07322175732217573,2,FLPS
P0C7P1,mRNA,496.0,4,212,0.4274193548387097,3+,FLPS
P0C7T5,mRNA,689.0,7,173,0.251088534107402,3+,FLPS
P0CF97,unknown,657.0,3,17,0.0258751902587519,3+,FLPS
P0DJD3,mRNA,496.0,4,212,0.4274193548387097,3+,FLPS
P0DKX0,unknown,622.0,3,25,0.04019292604501608,3+,FLPS
P10153,diverse,161.0,2,75,0.4658385093167702,2,FLPS
P11387,unknown,765.0,7,240,0.3137254901960784,3+,FLPS
P11940,mRNA,636.0,4,93,0.14622641509433962,3+,FLPS
P12270,mRNA,2363.0,22,584,0.24714346170122725,3+,FLPS
P12724,diverse,160.0,2,57,0.35625,2,FLPS
P13489,diverse,461.0,4,94,0.2039045553145336,3+,FLPS
P13639,tRNA,858.0,4,74,0.08624708624708624,3+,FLPS
P14678,snRNA,240.0,3,143,0.5958333333333333,3+,FLPS
P14866,mRNA,589.0,4,173,0.2937181663837012,3+,FLPS
P14868,tRNA,501.0,2,12,0.023952095808383235,2,FLPS
P15170,mRNA,499.0,3,70,0.1402805611222445,3+,FLPS
P15918,unknown,1043.0,2,49,0.04697986577181208,2,FLPS
P16383,mRNA,781.0,8,168,0.21510883482714468,3+,FLPS
P16989,mRNA,372.0,7,206,0.553763440860215,3+,FLPS
P17039,unknown,623.0,1,11,0.01765650080256822,1,FLPS
P17480,pre-rRNA,764.0,10,231,0.3023560209424084,3+,FLPS
P18583,mRNA,2426.0,18,1066,0.43940643033800497,3+,FLPS
P18615,mRNA,380.0,4,106,0.2789473684210526,3+,FLPS
P19338,snoRNA,710.0,8,294,0.4140845070422535,3+,FLPS
P19474,ncRNA,475.0,3,70,0.14736842105263157,3+,FLPS
P19525,ncRNA,551.0,4,126,0.22867513611615245,3+,FLPS
P20042,tRNA,333.0,5,91,0.2732732732732733,3+,FLPS
P21128,snoRNA,410.0,3,123,0.3,3+,FLPS
P21399,mRNA,889.0,3,27,0.030371203599550055,3+,FLPS
P21506,unknown,573.0,3,21,0.03664921465968586,3+,FLPS
P22087,snRNA,321.0,2,77,0.2398753894080997,2,FLPS
P22314,mRNA,1058.0,3,39,0.036862003780718335,3+,FLPS
P22626,mRNA,353.0,1,148,0.4192634560906516,1,FLPS
P23246,mRNA,707.0,4,455,0.6435643564356436,3+,FLPS
P23396,ribosomal protein,243.0,1,51,0.20987654320987653,1,FLPS
P23588,mRNA,611.0,8,302,0.49427168576104746,3+,FLPS
P24534,tRNA,225.0,3,33,0.14666666666666667,3+,FLPS
P25311,unknown,298.0,3,18,0.06040268456375839,3+,FLPS
P25786,unknown,263.0,1,5,0.019011406844106463,1,FLPS
P26358,ncRNA,1616.0,10,239,0.1478960396039604,3+,FLPS
P26368,mRNA,475.0,4,72,0.15157894736842106,3+,FLPS
P26378,mRNA,385.0,2,30,0.07792207792207792,2,FLPS
P26599,mRNA,557.0,3,52,0.0933572710951526,3+,FLPS
P26639,tRNA,723.0,2,38,0.05255878284923928,2,FLPS
P26640,tRNA,1264.0,10,237,0.1875,3+,FLPS
P26641,tRNA,437.0,1,60,0.13729977116704806,1,FLPS
P26651,mRNA,326.0,5,174,0.5337423312883436,3+,FLPS
P27824,unknown,592.0,6,157,0.2652027027027027,3+,FLPS
P29558,mRNA,406.0,3,70,0.1724137931034483,3+,FLPS
P29692,tRNA,281.0,4,45,0.1601423487544484,3+,FLPS
P29728,ncRNA,719.0,1,7,0.009735744089012517,1,FLPS
P31483,mRNA,386.0,3,95,0.24611398963730569,3+,FLPS
P31939,unknown,592.0,2,46,0.0777027027027027,2,FLPS
P31942,mRNA,346.0,2,156,0.4508670520231214,2,FLPS
P31943,mRNA,449.0,2,103,0.22939866369710468,2,FLPS
P32969,ribosomal protein,192.0,2,11,0.057291666666666664,2,FLPS
P33240,mRNA,577.0,6,230,0.3986135181975737,3+,FLPS
P35269,mRNA,517.0,7,134,0.25918762088974856,3+,FLPS
P35637,mRNA,526.0,7,398,0.7566539923954373,3+,FLPS
P35789,unknown,620.0,1,39,0.06290322580645161,1,FLPS
P36776,diverse,959.0,6,133,0.1386861313868613,3+,FLPS
P37108,ncRNA,136.0,2,41,0.3014705882352941,2,FLPS
P38159,mRNA,391.0,5,256,0.6547314578005116,3+,FLPS
P38398,ncRNA,1863.0,11,288,0.15458937198067632,3+,FLPS
P38919,mRNA,411.0,1,8,0.019464720194647202,1,FLPS
P38935,tRNA,993.0,6,174,0.17522658610271905,3+,FLPS
P40429,ribosomal protein,203.0,2,38,0.18719211822660098,2,FLPS
P41091,tRNA,472.0,2,53,0.11228813559322035,2,FLPS
P41214,tRNA,584.0,3,49,0.0839041095890411,3+,FLPS
P41250,tRNA,739.0,2,59,0.07983761840324763,2,FLPS
P41252,tRNA,1262.0,2,11,0.008716323296354992,2,FLPS
P42285,diverse,1042.0,1,12,0.011516314779270634,1,FLPS
P42694,mRNA,1942.0,16,432,0.22245108135942326,3+,FLPS
P42696,mRNA,430.0,4,45,0.10465116279069768,3+,FLPS
P42704,mRNA,1394.0,6,92,0.06599713055954089,3+,FLPS
P42766,ribosomal protein,123.0,2,28,0.22764227642276422,2,FLPS
P43243,mRNA,847.0,11,361,0.42621015348288077,3+,FLPS
P46087,pre-rRNA,812.0,6,223,0.2746305418719212,3+,FLPS
P46100,unknown,2492.0,37,800,0.32102728731942215,3+,FLPS
P46199,tRNA,727.0,4,113,0.15543328748280605,3+,FLPS
P46777,ribosomal protein,297.0,3,40,0.13468013468013468,3+,FLPS
P46778,ribosomal protein,160.0,1,26,0.1625,1,FLPS
P46781,ribosomal protein,194.0,1,23,0.11855670103092783,1,FLPS
P46782,ribosomal protein,204.0,1,5,0.024509803921568627,1,FLPS
P47813,mRNA,144.0,1,19,0.13194444444444445,1,FLPS
P47914,ribosomal protein,159.0,3,67,0.42138364779874216,3+,FLPS
P47974,mRNA,494.0,9,254,0.5141700404858299,3+,FLPS
P48200,mRNA,963.0,1,11,0.01142263759086189,1,FLPS
P49406,ribosomal protein,292.0,2,67,0.22945205479452055,2,FLPS
P49411,mRNA,455.0,3,52,0.11428571428571428,3+,FLPS
P49450,unknown,140.0,2,71,0.5071428571428571,2,FLPS
P49588,tRNA,968.0,3,30,0.030991735537190084,3+,FLPS
P49589,tRNA,748.0,4,86,0.11497326203208556,3+,FLPS
P49590,tRNA,506.0,1,18,0.03557312252964427,1,FLPS
P49642,diverse,420.0,5,77,0.18333333333333332,3+,FLPS
P49756,mRNA,843.0,10,416,0.49347568208778175,3+,FLPS
P49759,mRNA,484.0,4,72,0.1487603305785124,3+,FLPS
P49760,mRNA,499.0,3,161,0.3226452905811623,3+,FLPS
P49761,mRNA,490.0,3,157,0.32040816326530613,3+,FLPS
P49770,mRNA,351.0,1,6,0.017094017094017096,1,FLPS
P49790,diverse,1475.0,16,523,0.3545762711864407,3+,FLPS
P49792,mRNA,3224.0,20,360,0.11166253101736973,3+,FLPS
P50750,ncRNA,372.0,1,34,0.0913978494623656,1,FLPS
P50914,ribosomal protein,215.0,1,124,0.5767441860465117,1,FLPS
P51114,mRNA,621.0,4,74,0.11916264090177134,3+,FLPS
P51116,mRNA,673.0,5,154,0.2288261515601783,3+,FLPS
P51508,unknown,661.0,1,11,0.01664145234493192,1,FLPS
P51513,mRNA,507.0,2,101,0.1992110453648915,2,FLPS
P51531,unknown,1590.0,17,555,0.3490566037735849,3+,FLPS
P51608,mRNA,486.0,9,143,0.294238683127572,3+,FLPS
P51814,unknown,821.0,2,85,0.10353227771010962,2,FLPS
P51825,mRNA,1210.0,16,572,0.4727272727272727,3+,FLPS
P51843,mRNA,470.0,6,65,0.13829787234042554,3+,FLPS
P51991,mRNA,378.0,3,178,0.4708994708994709,3+,FLPS
P52272,mRNA,730.0,7,421,0.5767123287671233,3+,FLPS
P52594,mRNA,562.0,7,171,0.304270462633452,3+,FLPS
P52597,mRNA,415.0,1,21,0.05060240963855422,1,FLPS
P52756,mRNA,815.0,10,306,0.3754601226993865,3+,FLPS
P52815,ribosomal protein,198.0,2,45,0.22727272727272727,2,FLPS
P52824,unknown,942.0,10,272,0.28874734607218683,3+,FLPS
P53803,mRNA,58.0,1,33,0.5689655172413793,1,FLPS
P53999,mRNA,127.0,3,39,0.30708661417322836,3+,FLPS
P54136,tRNA,660.0,1,5,0.007575757575757576,1,FLPS
P54253,mRNA,815.0,7,162,0.19877300613496932,3+,FLPS
P54577,tRNA,528.0,2,11,0.020833333333333332,2,FLPS
P55010,mRNA,431.0,6,77,0.17865429234338748,3+,FLPS
P55199,snRNA,621.0,4,119,0.19162640901771336,3+,FLPS
P55265,mRNA,1226.0,2,54,0.04404567699836868,2,FLPS
P55769,snRNA,128.0,1,11,0.0859375,1,FLPS
P55795,mRNA,449.0,3,110,0.24498886414253898,3+,FLPS
P55884,mRNA,814.0,8,174,0.21375921375921375,3+,FLPS
P56182,pre-rRNA,461.0,6,81,0.175704989154013,3+,FLPS
P56192,tRNA,900.0,6,112,0.12444444444444444,3+,FLPS
P56270,unknown,477.0,6,236,0.4947589098532495,3+,FLPS
P57052,mRNA,281.0,3,23,0.08185053380782918,3+,FLPS
P57081,tRNA,412.0,3,57,0.1383495145631068,3+,FLPS
P57678,snRNA,1058.0,2,29,0.027410207939508508,2,FLPS
P57721,mRNA,371.0,2,47,0.12668463611859837,2,FLPS
P57723,mRNA,403.0,3,73,0.18114143920595532,3+,FLPS
P57772,tRNA,596.0,4,73,0.12248322147651007,3+,FLPS
P60153,unknown,205.0,2,30,0.14634146341463414,2,FLPS
P60228,mRNA,445.0,1,26,0.058426966292134834,1,FLPS
P60321,mRNA,138.0,2,34,0.2463768115942029,2,FLPS
P60323,mRNA,173.0,4,81,0.4682080924855491,3+,FLPS
P60842,mRNA,406.0,1,18,0.04433497536945813,1,FLPS
P60900,unknown,246.0,1,6,0.024390243902439025,1,FLPS
P61011,ncRNA,504.0,2,104,0.20634920634920634,2,FLPS
P61129,unknown,1189.0,14,486,0.4087468460891506,3+,FLPS
P61218,mRNA,127.0,2,40,0.31496062992125984,2,FLPS
P61221,ncRNA,599.0,2,66,0.11018363939899833,2,FLPS
P61254,ribosomal protein,145.0,1,27,0.18620689655172415,1,FLPS
P61353,ribosomal protein,136.0,1,15,0.11029411764705882,1,FLPS
P61978,mRNA,463.0,5,198,0.42764578833693306,3+,FLPS
P62081,ribosomal protein,194.0,1,23,0.11855670103092783,1,FLPS
P62241,ribosomal protein,208.0,2,51,0.24519230769230768,2,FLPS
P62266,ribosomal protein,143.0,1,14,0.0979020979020979,1,FLPS
P62269,ribosomal protein,152.0,1,37,0.24342105263157895,1,FLPS
P62306,snRNA,86.0,1,5,0.05813953488372093,1,FLPS
P62310,snRNA,102.0,1,16,0.1568627450980392,1,FLPS
P62314,snRNA,119.0,1,23,0.19327731092436976,1,FLPS
P62316,snRNA,118.0,3,40,0.3389830508474576,3+,FLPS
P62318,snRNA,126.0,2,45,0.35714285714285715,2,FLPS
P62487,mRNA,172.0,1,12,0.06976744186046512,1,FLPS
P62495,mRNA,437.0,2,16,0.036613272311212815,2,FLPS
P62633,mRNA,177.0,2,133,0.751412429378531,2,FLPS
P62750,ribosomal protein,156.0,2,66,0.4230769230769231,2,FLPS
P62753,ribosomal protein,249.0,3,110,0.44176706827309237,3+,FLPS
P62826,mRNA,216.0,1,5,0.023148148148148147,1,FLPS
P62851,ribosomal protein,125.0,1,40,0.32,1,FLPS
P62854,ribosomal protein,115.0,2,55,0.4782608695652174,2,FLPS
P62861,ribosomal protein,133.0,2,22,0.16541353383458646,2,FLPS
P62888,ribosomal protein,115.0,1,5,0.043478260869565216,1,FLPS
P62891,ribosomal protein,51.0,1,6,0.11764705882352941,1,FLPS
P62906,ribosomal protein,217.0,1,16,0.07373271889400922,1,FLPS
P62945,ribosomal protein,25.0,1,24,0.96,1,FLPS
P62979,ribosomal protein,156.0,2,59,0.3782051282051282,2,FLPS
P62995,mRNA,288.0,2,182,0.6319444444444444,2,FLPS
P63162,snRNA,240.0,3,143,0.5958333333333333,3+,FLPS
P67809,mRNA,324.0,7,122,0.3765432098765432,3+,FLPS
P68104,tRNA,462.0,1,31,0.0670995670995671,1,FLPS
P78316,pre-rRNA,857.0,8,172,0.20070011668611434,3+,FLPS
P78317,unknown,190.0,2,33,0.1736842105263158,2,FLPS
P78332,mRNA,1123.0,15,432,0.3846838824577026,3+,FLPS
P78344,mRNA,907.0,8,190,0.20948180815876516,3+,FLPS
P78362,mRNA,688.0,8,189,0.2747093023255814,3+,FLPS
P78563,mRNA,741.0,5,76,0.10256410256410256,3+,FLPS
P79522,unknown,188.0,2,121,0.6436170212765957,2,FLPS
P82663,ribosomal protein,173.0,2,41,0.23699421965317918,2,FLPS
P82664,ribosomal protein,201.0,1,21,0.1044776119402985,1,FLPS
P82673,ribosomal protein,323.0,5,125,0.38699690402476783,3+,FLPS
P82675,ribosomal protein,430.0,6,92,0.21395348837209302,3+,FLPS
P82909,ribosomal protein,103.0,2,30,0.2912621359223301,2,FLPS
P82912,ribosomal protein,194.0,1,13,0.06701030927835051,1,FLPS
P82914,ribosomal protein,257.0,2,11,0.042801556420233464,2,FLPS
P82930,ribosomal protein,218.0,2,67,0.3073394495412844,2,FLPS
P82933,ribosomal protein,396.0,1,5,0.012626262626262626,1,FLPS
P82979,mRNA,210.0,1,37,0.1761904761904762,1,FLPS
P83369,snRNA,360.0,4,152,0.4222222222222222,3+,FLPS
P83731,ribosomal protein,157.0,2,65,0.4140127388535032,2,FLPS
P83876,snRNA,142.0,1,6,0.04225352112676056,1,FLPS
P84022,ncRNA,425.0,4,73,0.17176470588235293,3+,FLPS
P84098,ribosomal protein,196.0,2,92,0.46938775510204084,2,FLPS
P84103,mRNA,164.0,1,100,0.6097560975609756,1,FLPS
P86452,unknown,979.0,5,111,0.11338100102145046,3+,FLPS
P98175,mRNA,930.0,10,229,0.24623655913978496,3+,FLPS
P98179,mRNA,157.0,2,74,0.4713375796178344,2,FLPS
Q00013,unknown,466.0,3,25,0.0536480686695279,3+,FLPS
Q00059,mRNA,246.0,1,26,0.10569105691056911,1,FLPS
Q00341,mRNA,1268.0,6,81,0.0638801261829653,3+,FLPS
Q00577,mRNA,322.0,3,56,0.17391304347826086,3+,FLPS
Q00839,mRNA,825.0,9,369,0.44727272727272727,3+,FLPS
Q01081,mRNA,240.0,3,103,0.42916666666666664,3+,FLPS
Q01085,mRNA,375.0,3,65,0.17333333333333334,3+,FLPS
Q01130,mRNA,221.0,1,139,0.6289592760180995,1,FLPS
Q01780,diverse,885.0,5,114,0.1288135593220339,3+,FLPS
Q01844,unknown,656.0,11,528,0.8048780487804879,3+,FLPS
Q02040,mRNA,695.0,4,256,0.3683453237410072,3+,FLPS
Q02878,ribosomal protein,288.0,3,66,0.22916666666666666,3+,FLPS
Q03468,unknown,1493.0,9,161,0.10783657066309445,3+,FLPS
