protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q7Z6M4,381.0,1,1,42,42.0,0.11023622047244094,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8809523809523809,0.8809523809523809,False
Q9BUJ2,856.0,0,2,39,19.5,0.0455607476635514,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.07692307692307693,0.07692307692307693,False
Q9NYF8,920.0,4,3,73,24.333333333333332,0.07934782608695652,3+,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2465753424657534,0.2465753424657534,False
Q66PJ3,237.0,4,2,53,26.5,0.22362869198312235,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.37735849056603776,0.4528301886792453,False
Q13595,282.0,3,1,16,16.0,0.05673758865248227,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9UIF8,2168.0,1,2,59,29.5,0.0272140221402214,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6949152542372882,0.7627118644067796,False
J3KPP4,489.0,4,2,60,30.0,0.12269938650306748,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.18333333333333332,0.85,False
O14647,1828.0,1,1,20,20.0,0.010940919037199124,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.3,False
P35269,517.0,1,1,20,20.0,0.03868471953578337,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.8,False
Q5T760,491.0,4,3,62,20.666666666666668,0.12627291242362526,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3709677419354839,0.3709677419354839,False
P51825,1210.0,1,1,25,25.0,0.02066115702479339,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36,0.36,False
Q99613,913.0,1,1,15,15.0,0.01642935377875137,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.8,False
Q96QR8,312.0,3,1,14,14.0,0.04487179487179487,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P50914,215.0,3,1,23,23.0,0.10697674418604651,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17391304347826092,0.17391304347826092,False
Q52LJ0,433.0,2,3,111,37.0,0.25635103926096997,3+,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.08108108108108109,0.13513513513513514,False
Q92945,711.0,0,3,80,26.666666666666668,0.11251758087201125,3+,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.037499999999999985,0.06249999999999998,False
Q3L8U1,2897.0,2,1,65,65.0,0.02243700379703141,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.06153846153846154,0.1538461538461539,False
Q6P6C2,394.0,3,1,19,19.0,0.048223350253807105,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.05263157894736842,0.05263157894736842,False
Q86XN8,651.0,0,2,34,17.0,0.05222734254992319,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11764705882352944,0.11764705882352944,False
Q12906,894.0,0,2,43,21.5,0.04809843400447427,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q9UPQ9,1833.0,0,2,36,18.0,0.019639934533551555,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,False
Q5U5Q3,659.0,0,1,29,29.0,0.04400606980273141,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
B5MCU0,990.0,0,1,10,10.0,0.010101010101010102,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
A0A7N4I394,994.0,3,1,27,27.0,0.02716297786720322,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.03703703703703703,0.03703703703703703,False
Q9Y4B4,1467.0,1,1,20,20.0,0.013633265167007498,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.65,0.65,False
B8ZZ98,158.0,4,3,74,24.666666666666668,0.46835443037974683,3+,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4594594594594595,0.6756756756756757,False
C9JAB2,235.0,4,1,22,22.0,0.09361702127659574,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,False
E7ETU5,370.0,0,1,18,18.0,0.04864864864864865,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q16630,551.0,0,4,112,28.0,0.20326678765880218,3+,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.02678571428571428,0.20535714285714285,False
O00571,662.0,0,1,20,20.0,0.030211480362537766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.1,False
Q5GAN6,216.0,3,1,17,17.0,0.0787037037037037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,False
Q00839,825.0,1,2,35,17.5,0.04242424242424243,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.4,0.4,False
Q15637,639.0,0,4,73,18.25,0.11424100156494522,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0136986301369863,0.0136986301369863,False
Q8NE35,698.0,0,3,63,21.0,0.09025787965616046,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.015873015873015872,0.015873015873015872,False
Q5RKV6,272.0,3,1,16,16.0,0.058823529411764705,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0625,0.0625,False
Q6P158,1386.0,3,1,15,15.0,0.010822510822510822,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
A0A0A0MSN9,333.0,4,1,48,48.0,0.14414414414414414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02083333333333333,0.9791666666666666,False
P51991,378.0,2,4,105,26.25,0.2777777777777778,3+,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.047619047619047616,0.10476190476190476,False
Q13428,1488.0,1,5,99,19.8,0.06653225806451613,3+,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1919191919191919,0.5757575757575758,False
Q5QJE6,756.0,1,1,17,17.0,0.022486772486772486,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5882352941176471,0.8235294117647058,False
Q8NE71,845.0,1,2,32,16.0,0.0378698224852071,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.25,0.5,False
Q8WUQ7,758.0,4,1,31,31.0,0.040897097625329816,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2580645161290323,0.7741935483870968,False
Q5QPL9,237.0,0,1,33,33.0,0.13924050632911392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0303030303030303,0.1515151515151515,False
P54253,815.0,0,1,30,30.0,0.03680981595092025,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.03333333333333333,0.03333333333333333,False
Q9UHC7,482.0,2,1,15,15.0,0.03112033195020747,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06666666666666667,0.06666666666666667,False
A0A0C4DG89,1032.0,4,1,38,38.0,0.03682170542635659,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4473684210526316,0.6578947368421053,False
C9JE40,543.0,1,1,26,26.0,0.04788213627992634,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6538461538461539,0.7307692307692307,False
Q9H2U1,1008.0,0,1,29,29.0,0.028769841269841268,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1379310344827586,0.1379310344827586,False
Q86TG7,708.0,0,1,23,23.0,0.03248587570621469,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04347826086956523,0.04347826086956523,False
Q5T7N2,865.0,1,1,17,17.0,0.019653179190751446,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7058823529411765,0.7058823529411765,False
C9JP00,348.0,3,1,18,18.0,0.05172413793103448,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
D6R9W6,518.0,4,1,16,16.0,0.03088803088803089,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,False
F6VAP0,555.0,3,1,16,16.0,0.02882882882882883,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9NP92,439.0,1,1,18,18.0,0.04100227790432802,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,0.3333333333333333,False
Q99729,332.0,2,1,21,21.0,0.06325301204819277,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19047619047619047,0.19047619047619047,True
P49756,843.0,1,4,119,29.75,0.14116251482799524,3+,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.05882352941176469,0.9495798319327731,False
E9PIF2,835.0,1,1,15,15.0,0.017964071856287425,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.8,False
A1L020,520.0,0,2,44,22.0,0.08461538461538462,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
E9PMM9,218.0,2,1,24,24.0,0.11009174311926606,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.375,0.375,False
Q9Y2W1,955.0,4,2,45,22.5,0.04712041884816754,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2444444444444444,0.3333333333333333,False
H0YDK8,900.0,0,1,22,22.0,0.024444444444444446,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,True
P51513,507.0,3,1,20,20.0,0.03944773175542406,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
A0A0C4DGG8,1043.0,3,2,42,21.0,0.040268456375838924,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.3333333333333333,False
Q8IWX8,916.0,0,3,78,26.0,0.0851528384279476,3+,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2179487179487179,0.2179487179487179,False
Q15233,471.0,2,1,22,22.0,0.04670912951167728,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04545454545454546,0.04545454545454546,False
Q9Y4C8,960.0,1,1,12,12.0,0.0125,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9166666666666666,0.9166666666666666,False
Q9UPS6,1966.0,0,10,257,25.7,0.13072227873855544,3+,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.19455252918287938,0.24124513618677043,False
P56270,477.0,0,4,89,22.25,0.18658280922431866,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.033707865168539325,0.033707865168539325,False
Q7Z5Q1,589.0,0,1,15,15.0,0.025466893039049237,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9NP64,241.0,4,1,17,17.0,0.07053941908713693,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7058823529411765,0.7058823529411765,False
Q5JTH9,1297.0,1,1,11,11.0,0.008481110254433308,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9090909090909091,0.9090909090909091,False
F8VU11,892.0,3,2,36,18.0,0.04035874439461883,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.027777777777777776,0.027777777777777776,False
Q13243,272.0,4,1,50,50.0,0.18382352941176472,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44,0.44,False
Q9HCK8,2581.0,0,2,33,16.5,0.012785741960480435,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9H6T0,727.0,0,1,21,21.0,0.02888583218707015,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1428571428571428,0.1428571428571428,False
H3BPE7,527.0,2,6,143,23.833333333333332,0.2713472485768501,3+,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.1258741258741259,0.1958041958041958,False
J3QL05,130.0,4,1,30,30.0,0.23076923076923078,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4333333333333333,0.4333333333333333,False
Q9C0B9,1178.0,3,1,17,17.0,0.014431239388794566,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q15029,972.0,1,1,20,20.0,0.0205761316872428,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.65,0.75,True
K7EJB9,349.0,1,1,32,32.0,0.09169054441260745,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.65625,0.96875,False
D6W5Y5,297.0,2,1,21,21.0,0.0707070707070707,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2857142857142857,0.2857142857142857,False
Q9UKJ3,1502.0,4,1,22,22.0,0.014647137150466045,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5909090909090909,0.5909090909090909,False
O00267,1087.0,1,1,28,28.0,0.025758969641214352,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8214285714285714,0.8928571428571429,False
M0QY97,910.0,0,1,25,25.0,0.027472527472527472,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04,0.04,False
M0R1H0,178.0,2,1,44,44.0,0.24719101123595505,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1590909090909091,0.2045454545454546,False
Q9NW07,568.0,3,1,17,17.0,0.02992957746478873,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P08621,437.0,4,2,37,18.5,0.08466819221967964,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32432432432432434,0.8648648648648649,False
A6NHQ2,334.0,2,2,74,37.0,0.2215568862275449,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.13513513513513514,0.21621621621621623,False
A6NFI3,1004.0,1,3,68,22.666666666666668,0.06772908366533864,3+,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6911764705882353,0.75,False
A0A087WVF4,1798.0,1,2,56,28.0,0.03114571746384872,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.25,0.25,False
A0A0D9SF53,733.0,0,1,20,20.0,0.027285129604365622,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.1,False
A0A2R8Y4L2,320.0,2,1,15,15.0,0.046875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q9HBD4,1679.0,1,4,81,20.25,0.048243001786777845,3+,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.2222222222222222,0.5185185185185185,False
Q14839,1912.0,0,1,18,18.0,0.009414225941422594,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.05555555555555555,False
Q9ULG1,1556.0,0,1,27,27.0,0.017352185089974295,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.03703703703703703,0.03703703703703703,False
A0A8I5KSH6,925.0,1,1,15,15.0,0.016216216216216217,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0.8,False
A0A8V8TR54,2114.0,1,5,107,21.4,0.05061494796594134,3+,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4485981308411215,0.48598130841121495,False
A0ABB0MN55,322.0,2,4,91,22.75,0.2826086956521739,3+,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.09890109890109888,0.09890109890109888,False
A0ABB0MV08,369.0,3,1,21,21.0,0.056910569105691054,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,False
A0ACI8Q806,498.0,0,1,16,16.0,0.0321285140562249,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
A0ACI8PX57,378.0,2,2,37,18.5,0.09788359788359788,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
A0ACI8QLY8,321.0,2,2,38,19.0,0.11838006230529595,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.10526315789473684,0.10526315789473684,False
A0ACI8QUJ1,752.0,0,1,21,21.0,0.027925531914893616,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1428571428571428,0.1428571428571428,False
A0ACI8RX58,750.0,1,4,134,33.5,0.17866666666666667,3+,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.5298507462686567,0.6940298507462687,False
A0ACI8RR28,918.0,4,1,16,16.0,0.017429193899782137,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,False
A0ACI8QY88,715.0,0,3,63,21.0,0.08811188811188811,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.015873015873015872,0.015873015873015872,False
A0ACI8T9E2,234.0,2,2,35,17.5,0.14957264957264957,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.11428571428571428,0.11428571428571428,False
A0ACI8TMU3,1055.0,0,1,29,29.0,0.027488151658767772,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1379310344827586,0.1379310344827586,False
A0ACI8TSY6,1461.0,3,1,18,18.0,0.012320328542094456,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
A0ACI8TXE9,1448.0,1,1,15,15.0,0.010359116022099447,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.6,False
A0ACI8U1B9,902.0,0,2,43,21.5,0.04767184035476718,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
A0ACI8UMC2,837.0,1,1,17,17.0,0.02031063321385902,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5882352941176471,0.5882352941176471,False
A0ACI8VCM9,1180.0,3,1,17,17.0,0.01440677966101695,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
A0ACI8VQD2,1043.0,1,1,12,12.0,0.011505273250239693,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9166666666666666,0.9166666666666666,False
A0ACI8VSD4,674.0,3,1,10,10.0,0.01483679525222552,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,False
O43251,390.0,3,1,15,15.0,0.038461538461538464,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P09651,372.0,2,2,36,18.0,0.0967741935483871,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
P18615,380.0,4,1,48,48.0,0.12631578947368421,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02083333333333333,0.9791666666666666,False
P22087,321.0,2,1,57,57.0,0.17757009345794392,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1754385964912281,0.21052631578947373,False
P26651,326.0,2,1,17,17.0,0.05214723926380368,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,False
P29558,406.0,0,1,18,18.0,0.04433497536945813,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
P35637,526.0,2,6,143,23.833333333333332,0.2718631178707224,3+,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.1258741258741259,0.1958041958041958,False
P84103,164.0,4,1,16,16.0,0.0975609756097561,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0.5625,False
Q01130,221.0,4,2,66,33.0,0.2986425339366516,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.45454545454545453,0.45454545454545453,False
Q01844,656.0,2,4,79,19.75,0.12042682926829268,3+,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.16455696202531647,0.24050632911392406,False
Q05519,484.0,4,4,80,20.0,0.1652892561983471,3+,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4,0.425,False
Q14011,172.0,2,1,21,21.0,0.12209302325581395,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2857142857142857,0.2857142857142857,False
Q14671,1186.0,0,1,22,22.0,0.01854974704890388,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q15459,793.0,1,1,15,15.0,0.018915510718789406,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1333333333333333,0.9333333333333333,False
Q16629,238.0,4,1,22,22.0,0.09243697478991597,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,False
Q5VV67,1664.0,4,2,69,34.5,0.04146634615384615,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2318840579710145,0.26086956521739124,False
Q659C4,914.0,4,1,16,16.0,0.0175054704595186,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,False
Q69YN4,1812.0,1,3,59,19.666666666666668,0.032560706401766004,3+,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6101694915254238,0.6101694915254238,False
Q7Z739,585.0,0,1,28,28.0,0.04786324786324787,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,False
Q86VM9,953.0,4,5,146,29.2,0.15320041972717732,3+,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.10958904109589039,0.273972602739726,False
Q8IX12,1150.0,0,2,37,18.5,0.03217391304347826,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10810810810810811,0.3783783783783784,False
Q8IYB3,904.0,0,5,122,24.4,0.13495575221238937,3+,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.36885245901639346,0.4016393442622951,False
Q8N2M8,674.0,4,3,70,23.333333333333332,0.10385756676557864,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2714285714285714,0.3,False
Q8TB72,1066.0,0,1,19,19.0,0.017823639774859287,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q96AE4,644.0,0,1,16,16.0,0.024844720496894408,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,False
Q96EV2,1170.0,0,2,83,41.5,0.07094017094017094,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q96MU7,727.0,1,2,69,34.5,0.09491059147180192,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7971014492753623,0.7971014492753623,False
Q96N46,770.0,2,1,21,21.0,0.02727272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.09523809523809523,0.09523809523809523,False
Q9H4Z3,704.0,2,1,15,15.0,0.02130681818181818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06666666666666667,0.06666666666666667,False
Q9HCJ0,1936.0,4,2,34,17.0,0.01756198347107438,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.14705882352941177,0.38235294117647056,False
Q9NR56,388.0,3,1,18,18.0,0.04639175257731959,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,False
Q9UKM9,306.0,0,1,33,33.0,0.10784313725490197,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0303030303030303,0.1515151515151515,False
Q9UPT8,1303.0,0,2,52,26.0,0.039907904834996163,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.270088556250602e-18,0.03846153846153846,False
Q9UQ35,2752.0,0,2,78,39.0,0.028343023255813952,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.05128205128205128,False
Q9Y2U8,911.0,3,1,16,16.0,0.01756311745334797,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,True
