uniprot_accession	is_rbp	label_source
P61981	False	
P62068	False	
P62070	False	
P62072	False	
P62079	False	
P62081	True	master_direct
P62136	False	
P62140	False	
P62166	False	
P62191	False	
P62195	False	
P62241	True	master_direct
P62244	True	master_direct
P62249	True	master_direct
P62253	False	
P62256	False	
P62258	False	
P62263	False	
P62266	True	master_direct
P62269	True	master_direct
P62273	True	master_direct
P62277	True	master_direct
P62280	True	master_direct
P62304	True	master_direct
P62306	True	master_direct
P62308	True	master_direct
P62310	True	master_direct
P62312	True	master_direct
P62314	True	master_direct
P62316	True	master_direct
P62318	True	master_direct
P62324	False	
P62328	False	
P62330	False	
P62333	False	
P62341	False	
P62380	False	
P62424	False	
P62487	True	master_direct
P62491	False	
P62495	True	master_direct
P62508	False	
P62633	True	master_direct
P62699	False	
P62701	True	master_direct
P62714	False	
P62736	False	
P62745	False	
P62750	True	master_direct
P62753	True	master_direct
P62760	False	
P62805	False	
P62807	False	
P62820	False	
P62826	True	master_direct
P62829	True	gene_patch
P62834	False	
P62837	False	
P62841	True	gene_patch
P62847	True	gene_patch
P62851	True	master_direct
P62854	True	master_direct
P62857	True	master_direct
P62861	True	master_direct
P62873	False	
P62875	True	master_direct
P62877	False	
P62879	False	
P62888	True	master_direct
P62891	True	master_direct
P62899	True	gene_patch
P62906	True	master_direct
P62910	True	gene_patch
P62913	True	gene_patch
P62917	True	gene_patch
P62937	False	
P62942	False	
P62945	True	master_direct
P62952	False	
P62955	False	
P62979	True	master_direct
P62987	True	gene_patch
P62993	False	
P62995	True	master_direct
P63000	False	
P63010	False	
P63027	False	
P63092	False	
P63096	False	
P63098	False	
P63104	False	
P63128	False	
P63146	False	
P63151	False	
P63162	True	master_direct
P63165	False	
P63167	True	master_direct
P63172	False	
P63173	True	gene_patch
P63208	False	
P63211	False	
P63215	False	
P63218	False	
P63220	True	gene_patch
P63241	True	gene_patch
P63244	False	
P63252	False	
P63261	False	
P63267	False	
P63272	True	gene_patch
P63279	False	
P63316	False	
P67775	False	
P67809	True	master_direct
P67812	False	
P67870	False	
P67936	True	gene_patch
P68032	False	
P68036	False	
P68104	True	master_direct
P68106	False	
P68133	False	
P68363	False	
P68366	False	
P68371	False	
P68400	False	
P68402	False	
P68431	True	master_direct
P68543	False	
P68871	False	
P69849	False	
P69891	False	
P69892	False	
P69905	False	
P78310	False	
P78312	False	
P78314	False	
P78316	True	master_direct
P78317	True	master_direct
P78318	False	
P78324	False	
P78325	False	
P78329	False	
P78330	False	
P78332	True	master_direct
P78333	False	
P78334	False	
P78337	False	
P78344	True	master_direct
P78345	True	gene_patch
P78346	True	master_direct
P78347	False	
P78348	False	
P78352	False	
P78356	False	
P78357	False	
P78358	False	
P78362	True	master_direct
P78363	False	
P78364	False	
P78367	False	
P78368	False	
P78369	False	
P78371	False	
P78380	False	
P78381	False	
P78382	False	
P78383	False	
P78385	False	
P78386	False	
P78395	False	
P78396	False	
P78406	True	master_direct
P78410	False	
P78411	False	
P78412	False	
P78413	False	
P78415	False	
P78417	False	
P78423	False	
P78424	False	
P78426	False	
P78504	False	
P78508	False	
P78509	False	
P78524	False	
P78527	True	gene_patch
P78536	False	
P78537	False	
P78539	False	
P78540	False	
P78543	False	
P78545	False	
P78549	False	
P78552	False	
P78556	False	
P78559	False	
P78560	False	
P78562	False	
P78563	True	master_direct
P79483	False	
P79522	True	master_direct
P80075	False	
P80098	False	
P80108	False	
P80162	False	
P80188	False	
P80192	False	
P80217	False	
P80294	False	
P80297	False	
P80303	False	
P80365	False	
P80370	False	
P80404	False	
P80511	False	
P80723	False	
P80748	False	
P81133	False	
P81172	False	
P81274	False	
P81408	False	
P81534	False	
P81605	False	
P82094	False	
P82251	False	
P82279	False	
P82650	True	gene_patch
P82930	True	master_direct
P82932	True	master_direct
P82979	True	master_direct
P82987	False	
P83105	False	
P83110	False	
P83111	False	
P83369	True	master_direct
P83436	False	
P83731	True	master_direct
P83876	True	master_direct
P83881	False	
P83916	False	
P84022	True	master_direct
P84074	False	
P84077	False	
P84085	False	
P84090	False	
P84095	False	
P84098	True	master_direct
P84103	True	master_direct
P84243	False	
P84550	False	
P84996	False	
P85037	False	
P85298	False	
P85299	False	
P86397	False	
P86452	True	master_direct
P86479	False	
P86480	False	
P98066	False	
P98073	False	
P98077	False	
P98082	False	
P98088	False	
P98095	False	
P98153	False	
P98155	False	
P98160	False	
P98161	False	
P98164	False	
P98168	False	
P98170	False	
P98171	False	
P98172	False	
P98173	False	
P98174	False	
P98175	True	master_direct
P98177	False	
P98179	True	master_direct
P98182	False	
P98187	False	
P98194	False	
P98196	False	
P98198	False	
P99999	False	
Q00005	False	
Q00013	True	master_direct
Q00056	False	
Q00059	True	master_direct
Q00169	False	
Q00266	False	
Q00325	False	
Q00341	True	master_direct
Q00403	False	
Q00444	False	
Q00526	False	
Q00532	False	
Q00534	False	
Q00535	False	
Q00536	False	
Q00537	False	
Q00577	True	master_direct
Q00587	False	
Q00597	False	
Q00604	False	
Q00610	False	
Q00613	False	
Q00653	False	
Q00688	False	
Q00722	False	
Q00765	False	
Q00796	False	
Q00839	True	master_direct
Q00872	False	
Q00887	False	
Q00889	False	
Q00973	False	
Q00975	False	
Q00978	False	
Q00987	False	
Q00994	False	
Q00G26	False	
Q00LT1	False	
Q01064	False	
Q01081	True	master_direct
Q01082	False	
Q01085	True	master_direct
Q01094	False	
Q01101	False	
Q01105	False	
Q01113	False	
Q01118	False	
Q01130	True	master_direct
Q01151	False	
Q01167	False	
Q01196	False	
Q01201	False	
Q01344	False	
Q01362	False	
Q01415	False	
Q01432	False	
Q01433	False	
Q01449	False	
Q01453	False	
Q01459	False	
Q01469	False	
Q01484	False	
Q01518	False	
Q01523	False	
Q01524	False	
Q01534	False	
Q01538	False	
Q01543	False	
Q01546	False	
Q01581	False	
Q01628	False	
Q01629	False	
Q01638	False	
Q01650	False	
Q01658	False	
Q01664	False	
Q01668	False	
Q01718	False	
Q01726	False	
Q01740	False	
Q01780	True	master_direct
Q01804	False	
Q01813	False	
Q01814	False	
Q01826	False	
Q01831	False	
Q01844	True	master_direct
Q01850	False	
Q01851	False	
Q01860	False	
Q01892	False	
Q01954	False	
Q01955	False	
Q01959	False	
Q01968	False	
Q01970	False	
Q01973	False	
Q01974	False	
Q02040	True	master_direct
Q02078	False	
Q02080	False	
Q02083	False	
Q02086	False	
Q02094	False	
Q02108	False	
Q02127	False	
Q02153	False	
Q02156	False	
Q02161	False	
Q02218	False	
Q02221	False	
Q02223	False	
Q02224	False	
Q02241	False	
Q02246	False	
Q02252	False	
Q02297	False	
Q02318	False	
Q02363	False	
Q02383	False	
Q02388	False	
Q02410	False	
Q02413	False	
Q02446	False	
Q02447	False	
Q02487	False	
Q02505	False	
Q02535	False	
Q02539	False	
Q02543	True	gene_patch
Q02548	False	
Q02556	False	
Q02575	False	
Q02577	False	
Q02641	False	
Q02643	False	
Q02742	False	
Q02747	False	
Q02750	False	
Q02763	False	
Q02779	False	
Q02790	False	
Q02809	False	
Q02817	False	
Q02818	False	
Q02833	False	
Q02846	False	
Q02878	True	master_direct
Q02880	False	
Q02928	False	
Q02930	False	
Q02952	False	
Q02962	False	
Q02978	False	
Q02985	False	
Q03001	False	
Q03013	False	
Q03014	False	
Q03052	False	
Q03060	False	
Q03111	False	
Q03112	False	
Q03113	False	
Q03135	False	
Q03154	False	
Q03164	False	
Q03167	False	
Q03181	False	
Q03188	False	
Q03252	False	
Q03393	False	
Q03395	False	
Q03403	False	
Q03405	False	
Q03426	False	
Q03431	False	
Q03468	True	master_direct
Q03518	False	
Q03519	False	
Q03591	False	
Q03692	False	
Q03721	False	
Q03923	False	
Q03933	False	
Q03989	False	
Q04118	False	
Q04206	False	
Q04323	False	
Q04446	False	
Q04609	False	
Q04637	True	master_direct
Q04656	False	
Q04671	False	
Q04695	False	
Q04721	False	
Q04724	False	
Q04725	False	
Q04726	False	
Q04727	False	
Q04741	False	
Q04743	False	
Q04756	False	
Q04759	False	
Q04760	False	
Q04771	False	
Q04828	False	
Q04837	False	
Q04844	False	
Q04864	False	
Q04900	False	
Q04912	False	
Q04917	False	
Q04941	False	
Q05066	False	
Q05084	False	
Q05086	False	
Q05193	False	
Q05195	False	
Q05209	False	
Q05215	False	
Q05315	False	
Q05329	False	
Q05397	True	gene_patch
Q05469	False	
Q05481	True	master_direct
Q05513	False	
Q05516	False	
Q05519	True	master_direct
Q05586	False	
Q05639	True	master_direct
Q05655	False	
Q05682	False	
Q05707	False	
Q05823	True	master_direct
Q05901	False	
Q05923	False	
Q05925	False	
Q05932	False	
Q05940	False	
Q05996	False	
Q05BQ5	False	
Q05D32	False	
Q05D60	False	
Q06033	False	
Q06055	False	
Q06124	False	
Q06136	False	
Q06141	False	
Q06187	False	
Q06190	False	
Q06203	False	
Q06210	False	
Q06265	True	master_direct
Q06278	False	
Q06323	False	
Q06330	False	
Q06413	False	
Q06416	False	
Q06418	False	
Q06432	False	
Q06455	False	
Q06481	False	
Q06495	False	
Q06520	False	
Q06546	False	
Q06547	False	
Q06587	False	
Q06609	False	
Q06643	False	
Q06710	False	
Q06730	False	
Q06787	True	master_direct
Q06828	False	
Q06830	True	master_direct
Q06889	False	
Q06945	False	
Q07001	False	
Q07002	False	
Q07011	False	
Q07020	True	master_direct
Q07021	True	master_direct
Q07065	False	
Q07075	False	
Q07092	False	
Q07108	False	
Q07157	False	
Q07283	False	
Q07325	False	
Q07326	False	
Q07343	False	
Q07352	True	master_direct
Q07444	False	
Q07617	False	
Q07627	False	
Q07654	False	
Q07666	True	master_direct
Q07687	False	
Q07699	False	
Q07812	False	
Q07817	False	
Q07820	False	
Q07837	False	
Q07864	True	master_direct
Q07866	False	
Q07869	False	
Q07889	False	
Q07890	False	
Q07912	False	
Q07954	False	
Q07955	True	master_direct
Q07960	False	
Q07973	False	
Q08043	False	
Q08050	False	
Q08116	False	
Q08117	True	master_direct
Q08170	True	master_direct
Q08174	False	
Q08188	False	
Q08209	False	
Q08211	True	master_direct
Q08257	False	
Q08289	False	
Q08334	False	
Q08345	False	
Q08357	False	
Q08378	False	
Q08379	False	
Q08380	False	
Q08397	False	
Q08426	False	
Q08431	False	
Q08462	False	
Q08477	False	
Q08493	False	
Q08495	False	
Q08499	False	
Q08554	False	
Q08623	False	
Q08629	False	
Q08648	False	
Q08708	False	
Q08722	False	
Q08752	False	
Q08828	False	
Q08830	False	
Q08881	False	
Q08945	False	
Q08999	False	
Q08AD1	False	
Q08AE8	False	
Q08AG5	True	gene_patch
Q08AG7	False	
Q08AH1	False	
Q08AH3	False	
Q08AM6	False	
Q08ET2	False	
Q08J23	True	master_direct
Q09013	False	
Q09019	False	
Q09028	False	
Q09161	True	master_direct
Q09327	False	
Q09328	False	
Q09428	False	
Q09470	False	
Q09472	False	
Q09666	False	
Q09FC8	False	
Q0D2H9	False	
Q0D2I5	False	
Q0D2K0	False	
Q0D2K3	False	
Q0GE19	False	
Q0IIM8	False	
Q0JRZ9	False	
Q0P5N6	False	
Q0PNE2	False	
Q0VAK6	False	
Q0VAM2	False	
Q0VAQ4	False	
Q0VD83	False	
Q0VD86	False	
Q0VDD7	False	
Q0VDD8	False	
Q0VDF9	False	
Q0VF96	False	
Q0VG06	False	
Q0VG99	False	
Q0VGL1	False	
Q0WX57	False	
Q0ZGT2	False	
Q10469	False	
Q10471	False	
Q10472	False	
Q10567	False	
Q10570	False	
Q10571	False	
Q10586	False	
Q10587	False	
Q10588	False	
Q10589	False	
Q10713	False	
Q10981	False	
Q11128	False	
Q11130	False	
Q11201	False	
Q11203	False	
Q11206	False	
Q12756	False	
Q12765	False	
Q12767	False	
Q12768	False	
Q12769	False	
Q12770	False	
Q12772	False	
Q12774	False	
Q12778	False	
Q12788	True	master_direct
Q12789	False	
Q12791	False	
Q12792	False	
Q12794	False	
Q12797	False	
Q12798	False	
Q12800	False	
Q12802	False	
Q12805	False	
Q12809	False	
Q12815	False	
Q12816	False	
Q12824	False	
Q12829	False	
Q12830	False	
Q12834	False	
Q12836	False	
Q12837	False	
Q12840	False	
Q12841	False	
Q12846	False	
Q12849	True	master_direct
Q12851	False	
Q12852	False	
Q12857	False	
Q12860	False	
Q12864	False	
Q12866	False	
Q12870	False	
Q12872	True	master_direct
Q12873	True	gene_patch
Q12874	True	master_direct
Q12879	False	
Q12882	False	
Q12884	False	
Q12887	False	
Q12888	False	
Q12889	False	
Q12891	False	
Q12893	False	
Q12894	False	
Q12899	False	
Q12901	False	
Q12904	True	master_direct
Q12905	True	master_direct
Q12906	True	master_direct
Q12907	False	
Q12908	False	
Q12912	False	
Q12913	False	
Q12918	False	
Q12923	False	
Q12926	True	master_direct
Q12929	False	
Q12931	False	
Q12933	False	
Q12934	False	
Q12946	False	
Q12947	False	
Q12948	False	
Q12950	False	
Q12951	False	
Q12952	False	
Q12955	False	
Q12959	False	
Q12962	False	
Q12965	False	
Q12967	False	
Q12968	False	
Q12972	True	master_direct
Q12974	False	
Q12979	False	
Q12980	False	
Q12981	False	
Q12982	False	
Q12983	False	
Q12986	True	master_direct
Q12996	True	master_direct
Q13002	False	
Q13003	False	
Q13007	False	
Q13009	False	
Q13011	False	
Q13015	False	
Q13017	False	
Q13018	False	
Q13021	False	
Q13023	False	
Q13029	False	
Q13033	False	
Q13042	False	
Q13043	False	
Q13045	False	
Q13049	False	
Q13057	False	
Q13061	False	
Q13064	True	master_direct
Q13075	False	
Q13077	False	
Q13084	True	gene_patch
Q13085	False	
Q13087	False	
Q13093	False	
Q13094	False	
Q13098	False	
Q13099	False	
Q13105	False	
Q13107	False	
Q13111	False	
Q13112	False	
Q13113	False	
Q13114	False	
Q13115	False	
Q13117	True	master_direct
Q13118	False	
Q13123	False	
Q13126	False	
Q13127	False	
Q13129	False	
Q13131	False	
Q13133	False	
Q13136	False	
Q13137	False	
Q13144	False	
Q13145	False	
Q13148	True	master_direct
Q13151	True	master_direct
Q13153	False	
Q13155	True	master_direct
Q13156	False	
Q13158	False	
Q13162	False	
Q13163	False	
Q13164	False	
Q13177	False	
Q13183	False	
Q13185	False	
Q13188	False	
Q13190	False	
Q13191	False	
Q13200	False	
Q13201	False	
Q13202	False	
Q13206	True	gene_patch
Q13207	False	
Q13214	False	
Q13216	False	
Q13217	False	
Q13219	False	
Q13224	False	
Q13227	False	
Q13228	False	
Q13231	False	
Q13232	False	
Q13233	False	
Q13237	False	
Q13239	False	
Q13241	False	
Q13242	True	master_direct
Q13243	True	master_direct
Q13247	True	master_direct
Q13253	False	
Q13255	False	
Q13257	False	
Q13258	False	
Q13261	False	
Q13263	False	
Q13268	False	
Q13275	False	
Q13277	False	
Q13283	True	master_direct
Q13285	False	
Q13286	False	
Q13287	False	
Q13291	False	
Q13303	False	
Q13308	False	
Q13309	False	
Q13310	True	master_direct
Q13315	False	
Q13316	False	
Q13319	False	
Q13322	False	
Q13323	False	
Q13324	False	
Q13325	True	master_direct
Q13326	False	
Q13330	False	
Q13332	False	
Q13336	False	
Q13342	False	
Q13347	True	gene_patch
Q13349	False	
Q13351	False	
Q13352	False	
Q13356	False	
Q13360	True	master_direct
Q13361	False	
Q13362	False	
Q13363	False	
Q13367	False	
Q13368	False	
Q13370	False	
Q13371	False	
Q13387	False	
Q13393	False	
Q13394	False	
Q13395	True	master_direct
Q13398	False	
Q13402	False	
Q13404	False	
Q13405	True	master_direct
Q13409	False	
Q13410	False	
Q13415	False	
Q13416	False	
Q13418	False	
Q13421	False	
Q13422	False	
Q13423	False	
Q13424	False	
Q13425	False	
Q13426	False	
Q13427	False	
Q13428	True	master_direct
Q13432	False	
Q13433	False	
Q13435	True	master_direct
Q13438	False	
Q13439	False	
Q13443	False	
Q13444	False	
Q13445	False	
Q13449	False	
Q13451	False	
Q13454	False	
Q13459	False	
Q13461	False	
Q13464	False	
Q13467	False	
Q13469	False	
Q13470	False	
Q13472	False	
Q13477	False	
Q13478	False	
Q13480	False	
Q13485	True	master_direct
Q13487	False	
Q13488	False	
Q13489	False	
Q13490	False	
Q13491	False	
Q13492	False	
Q13495	False	
Q13496	False	
Q13501	False	
Q13503	False	
Q13505	False	
Q13507	False	
Q13508	False	
Q13509	False	
Q13510	False	
Q13515	False	
Q13516	False	
Q13519	False	
Q13520	False	
Q13522	False	
Q13523	True	master_direct
Q13526	False	
Q13530	False	
Q13535	False	
Q13541	False	
Q13542	False	
Q13546	False	
Q13547	False	
Q13554	False	
Q13555	False	
Q13557	False	
Q13561	False	
Q13562	False	
Q13563	False	
Q13564	False	
Q13568	False	
Q13569	False	
Q13571	False	
Q13572	False	
Q13573	True	master_direct
Q13574	False	
Q13576	False	
Q13585	False	
Q13586	False	
Q13588	False	
Q13591	False	
Q13595	True	master_direct
Q13596	False	
Q13601	True	master_direct
Q13608	False	
Q13609	False	
Q13610	False	
Q13613	False	
Q13614	False	
Q13615	False	
Q13616	False	
Q13617	False	
Q13618	False	
Q13619	False	
Q13620	False	
Q13621	False	
Q13625	False	
Q13627	False	
Q13630	False	
Q13634	False	
Q13635	False	
Q13636	False	
Q13637	False	
Q13639	False	
Q13641	False	
Q13642	False	
Q13643	False	
Q13651	False	
Q13671	False	
Q13683	False	
Q13685	False	
Q13686	True	master_direct
Q13698	False	
Q13702	False	
Q13705	False	
Q13724	False	
Q13733	False	
Q13740	False	
Q13751	False	
Q13753	False	
Q13761	False	
Q13765	False	
Q13769	True	master_direct
Q13772	False	
Q13790	False	
Q13794	False	
Q13795	False	
Q13796	False	
Q13797	False	
Q13813	False	
Q13822	False	
Q13823	True	master_direct
Q13825	True	master_direct
Q13829	False	
Q13835	False	
Q13838	False	
Q13867	False	
Q13868	True	gene_patch
Q13873	False	
Q13875	False	
Q13882	False	
Q13884	False	
Q13885	False	
Q13886	False	
Q13887	False	
Q13888	False	
Q13889	False	
Q13895	True	master_direct
Q13901	True	master_direct
Q13905	False	
Q13907	False	
Q13936	False	
Q13939	False	
Q13946	False	
Q13948	False	
Q13950	False	
Q13951	False	
Q13952	False	
Q13956	False	
Q13972	False	
Q13976	False	
Q14002	False	
Q14003	False	
Q14004	False	
Q14005	False	
Q14008	False	
Q14011	True	master_direct
Q14012	False	
Q14019	False	
Q14028	False	
Q14031	False	
Q14032	False	
Q14050	False	
Q14055	False	
Q14061	False	
Q14088	False	
Q14103	True	master_direct
Q14106	False	
Q14108	False	
Q14112	False	
Q14114	False	
Q14116	False	
Q14117	False	
Q14118	False	
Q14119	False	
Q14123	False	
Q14126	False	
Q14129	False	
Q14134	False	
Q14135	False	
Q14137	True	master_direct
Q14139	False	
Q14140	False	
Q14141	False	
Q14142	False	
Q14145	False	
Q14147	True	master_direct
Q14149	False	
Q14151	True	master_direct
Q14152	True	master_direct
Q14153	False	
Q14154	False	
Q14155	False	
Q14156	False	
Q14157	True	master_direct
Q14159	False	
Q14160	False	
Q14161	False	
Q14162	False	
Q14164	False	
Q14165	False	
Q14166	False	
Q14168	False	
Q14181	False	
Q14183	False	
Q14184	False	
Q14185	False	
Q14186	False	
Q14188	False	
Q14190	False	
Q14191	False	
Q14192	False	
Q14194	False	
Q14195	False	
Q14197	True	master_direct
Q14202	False	
Q14203	False	
Q14204	True	master_direct
Q14207	False	
Q14209	False	
Q14210	False	
Q14213	False	
Q14232	True	gene_patch
Q14240	True	master_direct
Q14241	False	
Q14242	False	
Q14244	False	
Q14246	False	
Q14247	False	
Q14249	True	master_direct
Q14254	False	
Q14257	False	
Q14258	True	master_direct
Q14264	False	
Q14289	False	
Q14296	True	master_direct
Q14314	False	
Q14315	False	
Q14318	False	
Q14320	False	
Q14324	False	
Q14331	False	
Q14332	False	
Q14344	False	
Q14353	False	
Q14376	False	
Q14392	False	
Q14393	False	
Q14397	False	
Q14406	False	
Q14410	False	
Q14416	False	
Q14432	False	
Q14435	False	
Q14442	False	
Q14444	True	master_direct
Q14449	False	
Q14451	False	
Q14457	False	
Q14469	False	
Q14493	True	master_direct
Q14494	False	
Q14498	True	master_direct
Q14500	False	
Q14508	False	
Q14511	False	
Q14512	False	
Q14515	False	
Q14517	False	
Q14520	False	
Q14524	False	
Q14525	False	
Q14526	False	
Q14527	False	
Q14532	False	
Q14533	False	
Q14534	False	
Q14541	False	
Q14542	False	
Q14554	False	
Q14558	False	
Q14562	True	master_direct
Q14563	False	
Q14565	False	
Q14566	False	
Q14568	False	
Q14571	False	
Q14573	False	
Q14574	False	
Q14584	False	
Q14585	False	
Q14587	True	master_direct
Q14592	False	
Q14596	False	
Q14623	False	
Q14624	False	
Q14626	False	
Q14627	False	
Q14642	False	
Q14643	False	
Q14644	False	
Q14651	False	
Q14653	False	
Q14654	False	
Q14656	False	
Q14657	True	master_direct
Q14667	False	
Q14669	False	
Q14671	True	master_direct
Q14674	False	
Q14676	False	
Q14677	False	
Q14678	False	
Q14679	False	
Q14680	False	
Q14683	False	
Q14684	True	master_direct
Q14686	False	
Q14687	False	
Q14689	False	
Q14690	True	master_direct
Q14691	False	
Q14692	True	master_direct
Q14693	False	
Q14694	True	master_direct
Q14696	False	
Q14697	False	
Q14699	False	
Q14703	False	
Q14714	False	
Q14721	False	
Q14722	False	
Q14728	False	
Q14738	False	
Q14739	False	
Q14746	False	
Q14749	False	
Q14764	True	master_direct
Q14765	False	
Q14766	False	
Q14767	False	
Q14773	False	
Q14774	False	
Q14781	False	
Q14789	False	
Q14790	False	
Q147X3	False	
Q14802	False	
Q14807	False	
Q14814	False	
Q14831	False	
Q14832	False	
Q14833	False	
Q14839	True	master_direct
Q14847	False	
Q14849	False	
Q14863	False	
Q14865	False	
Q14872	False	
Q14894	False	
Q14896	False	
Q14914	False	
Q14916	False	
Q14919	False	
Q14929	True	gene_patch
Q14934	False	
Q14938	False	
Q14940	False	
Q14943	False	
Q14953	False	
Q14954	False	
Q14956	False	
Q14957	False	
Q14964	False	
Q14966	True	master_direct
Q14973	False	
Q14974	True	master_direct
Q14978	True	gene_patch
Q14980	False	
Q14982	False	
Q14990	False	
Q14993	False	
Q14994	False	
Q14995	False	
Q14997	False	
Q14999	False	
Q149M9	False	
Q149N8	True	gene_patch
Q14BN4	False	
Q14C86	False	
Q14CB8	False	
Q14CM0	False	
Q14CN2	False	
Q14CN4	False	
Q14CS0	False	
Q14CW9	False	
Q14CX7	False	
Q14CZ0	False	
Q14CZ7	True	master_direct
Q14CZ8	False	
Q14D04	False	
Q14D33	False	
Q15003	False	
Q15004	False	
Q15005	False	
Q15006	False	
Q15007	True	master_direct
Q15008	False	
Q15011	False	
Q15012	False	
Q15013	False	
Q15014	False	
Q15018	False	
Q15019	False	
Q15020	True	master_direct
Q15021	False	
Q15022	True	master_direct
Q15024	True	master_direct
Q15025	False	
Q15027	False	
Q15029	True	master_direct
Q15031	True	gene_patch
Q15034	False	
Q15036	False	
Q15038	False	
Q15040	False	
Q15041	False	
Q15042	False	
Q15043	False	
Q15046	True	gene_patch
Q15047	False	
Q15049	False	
Q15050	True	master_direct
Q15051	False	
Q15052	False	
Q15054	False	
Q15056	True	master_direct
Q15057	False	
Q15058	False	
Q15059	False	
Q15061	True	master_direct
Q15063	False	
Q15067	False	
Q15070	False	
Q15072	True	master_direct
Q15075	False	
Q15077	False	
Q15078	False	
Q15080	False	
Q15084	False	
Q15102	False	
Q15109	False	
Q15111	False	
Q15113	False	
Q15116	False	
Q15118	False	
Q15119	False	
Q15120	False	
Q15121	False	
Q15124	False	
Q15125	False	
Q15126	False	
Q15131	False	
Q15139	False	
Q15147	False	
Q15149	False	
Q15154	False	
Q15155	False	
Q15165	False	
Q15166	False	
Q15170	False	
Q15172	False	
Q15173	False	
Q15181	False	
Q15185	True	master_direct
Q15208	False	
Q15223	False	
Q15233	True	master_direct
Q15256	False	
Q15257	False	
Q15262	False	
Q15269	True	master_direct
Q15274	False	
Q15276	False	
Q15283	False	
Q15286	False	
Q15287	True	master_direct
Q15291	False	
Q15293	False	
Q15303	False	
Q15306	False	
Q15311	False	
Q15319	False	
Q15323	False	
Q15326	False	
Q15327	False	
Q15329	False	
Q15334	False	
Q15345	False	
Q15349	False	
Q15361	False	
Q15363	False	
Q15365	True	master_direct
Q15366	True	master_direct
Q15369	False	
Q15370	False	
Q15375	False	
Q15382	False	
Q15386	False	
Q15388	False	
Q15389	False	
Q15392	False	
Q15393	True	master_direct
Q15397	True	master_direct
Q15398	False	
Q15399	False	
Q15406	False	
Q15413	False	
Q15415	True	master_direct
Q15417	False	
Q15418	False	
Q15424	True	master_direct
Q15427	True	master_direct
Q15428	True	master_direct
Q15431	False	
Q15435	False	
Q15436	False	
Q15437	False	
Q15438	False	
Q15459	True	master_direct
Q15464	False	
Q15465	False	
Q15466	False	
Q15468	False	
Q15475	False	
Q15477	True	master_direct
Q15485	False	
Q15493	False	
Q15506	False	
Q15517	False	
Q15526	False	
Q15528	False	
Q15532	False	
Q15542	False	
Q15543	False	
Q15544	False	
Q15545	False	
Q15546	False	
Q15554	False	
Q15555	False	
Q15560	False	
Q15561	False	
Q15562	False	
Q15569	False	
Q15572	False	
Q15573	False	
Q15582	False	
Q15583	False	
Q15596	False	
Q15599	False	
Q155Q3	False	
Q15617	False	
Q15628	False	
Q15629	False	
Q15631	True	gene_patch
Q15633	True	master_direct
Q15637	True	master_direct
Q15642	False	
Q15643	False	
Q15645	False	
Q15646	True	master_direct
Q15648	False	
Q15649	False	
Q15650	False	
Q15652	False	
Q15653	False	
Q15654	False	
Q15661	False	
Q15669	False	
Q15672	False	
Q15678	False	
Q15691	False	
Q15696	True	master_direct
Q15697	False	
Q15699	False	
Q15700	False	
Q15714	False	
Q15717	True	master_direct
Q15722	False	
Q15723	False	
Q15726	False	
Q15735	False	
Q15738	False	
Q15742	False	
Q15743	False	
Q15744	False	
Q15746	False	
Q15750	False	
Q15751	False	
Q15758	False	
Q15759	False	
Q15761	False	
Q15762	False	
Q15768	False	
Q15771	False	
Q15772	False	
Q15776	False	
Q15777	False	
Q15782	False	
Q15784	False	
Q15785	False	
Q15788	False	
Q15796	True	master_direct
Q15797	True	master_direct
Q15800	False	
Q15811	False	
Q15813	False	
Q15814	False	
Q15818	False	
Q15819	False	
Q15822	False	
Q15825	False	
Q15828	False	
Q15831	False	
Q15833	False	
Q15834	False	
Q15835	False	
Q15836	False	
Q15842	False	
Q15843	False	
Q15848	False	
Q15849	False	
Q15853	False	
Q15858	False	
Q15878	False	
Q15884	False	
Q15904	False	
Q15906	False	
Q15907	False	
Q15910	True	master_direct
Q15911	False	
Q15915	False	
Q15916	False	
Q15928	False	
Q15935	False	
Q15937	False	
Q15942	False	
Q15973	False	
Q16082	False	
Q16099	False	
Q16134	False	
Q16143	False	
Q16181	False	
Q16186	False	
Q16204	False	
Q16206	True	master_direct
Q16222	False	
Q16236	False	
Q16254	False	
Q16270	False	
Q16280	False	
Q16281	False	
Q16288	False	
Q16322	False	
Q16342	False	
Q16348	False	
Q16352	False	
Q16363	False	
Q16384	False	
Q16385	False	
Q16394	False	
Q16401	False	
Q16445	False	
Q16478	False	
Q16512	False	
Q16513	False	
Q16514	False	
Q16515	False	
Q16518	False	
Q16520	False	
Q16526	False	
Q16527	False	
Q16531	False	
Q16533	False	
Q16534	False	
Q16537	False	
Q16539	False	
Q16540	True	master_direct
Q16543	False	
Q16548	False	
Q16549	False	
Q16552	False	
Q16553	False	
Q16555	False	
Q16558	False	
Q16560	True	master_direct
Q16563	False	
Q16566	False	
Q16568	False	
Q16570	False	
Q16572	False	
Q16576	False	
Q16581	False	
Q16584	False	
Q16585	False	
Q16586	False	
Q16587	True	master_direct
Q16594	True	master_direct
Q16595	False	
Q16600	True	master_direct
Q16602	False	
Q16610	False	
Q16611	False	
Q16612	False	
Q16613	False	
Q16617	False	
Q16619	False	
Q16620	False	
Q16621	False	
Q16623	False	
Q16625	False	
Q16627	False	
Q16629	True	master_direct
