uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_hdbscan,hdbscan_confidence
Q659C4,914.0,mRNA,SEG,0,2,0,2,0,2,4,3,2,3,1,1.0
Q69YN4,1812.0,mRNA,SEG,1,2,1,3,1,3,1,4,1,5,0,0.6010733071946277
Q7Z739,585.0,mRNA,SEG,0,2,0,2,3,2,0,3,0,3,1,1.0
Q86VM9,953.0,mRNA,SEG,0,2,0,2,0,2,4,2,4,2,1,0.6974215407803076
Q8IX12,1150.0,mRNA,SEG,0,2,0,2,3,2,0,3,0,3,1,0.8674553822813102
Q8IYB3,904.0,mRNA,SEG,0,2,0,2,3,2,0,2,0,2,1,0.6946720993172993
Q8N2M8,674.0,mRNA,SEG,0,2,2,2,0,2,4,2,4,2,1,0.9853729906941736
Q8TB72,1066.0,mRNA,SEG,0,2,0,2,3,2,0,3,0,3,1,1.0
Q96AE4,644.0,mRNA,SEG,0,2,0,2,3,2,0,3,5,3,1,1.0
Q96EV2,1170.0,mRNA,SEG,0,2,0,2,3,2,0,3,0,3,1,0.6010135457052667
Q96MU7,727.0,mRNA,SEG,1,2,1,3,1,3,1,4,1,5,0,0.7073229779491981
Q96N46,770.0,unknown,SEG,0,2,0,2,2,2,2,3,5,3,1,1.0
Q9H4Z3,704.0,mRNA,SEG,0,2,2,2,2,2,2,3,5,3,1,1.0
Q9HCJ0,1936.0,mRNA,SEG,0,2,0,2,0,2,4,2,4,2,1,0.6253709266447448
Q9NR56,388.0,mRNA,SEG,0,2,0,2,3,2,3,3,3,3,1,1.0
Q9UKM9,306.0,mRNA,SEG,0,2,0,2,3,2,0,3,5,3,1,0.9388469501055434
Q9UPT8,1303.0,unknown,SEG,0,2,0,2,3,2,0,3,0,3,1,1.0
Q9UQ35,2752.0,mRNA,SEG,0,2,0,2,3,2,0,3,0,3,1,0.8083935537521209
Q9Y2U8,911.0,snRNA,SEG,0,2,0,2,3,2,3,3,3,3,1,1.0
