uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_hdbscan,hdbscan_confidence
Q86U38,636.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
A0A0A0MQW0,576.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
P37108,136.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9GZS3,305.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q92620,1227.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9NX01,149.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8WYQ9,949.0,unknown,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q8NCV1,583.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q92901,407.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9ULX3,412.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P83876,142.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O43823,692.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q96L12,384.0,unknown,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,1,0.9560590679323081
Q9H0W8,520.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
P62280,158.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15427,424.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
P41214,584.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P62979,156.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P62308,76.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9HC10,1997.0,unknown,SEG_intermediate,0,2,0,2,3,2,3,2,3,3,-1,0.0
P82675,430.0,ribosomal protein,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
O75319,330.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O15514,142.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q92600,299.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9P0L1,754.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8WTS6,366.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96HR8,494.0,snoRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q9BRX2,385.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96NC0,199.0,snRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q9ULW3,272.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96PU8,341.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
V9GYA0,39.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96H79,300.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q5C9Z4,860.0,pre-rRNA,SEG_intermediate,1,2,1,2,3,2,3,2,3,3,-1,0.0
Q9NZB2,1118.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P49589,748.0,tRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9C0D7,883.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q13405,166.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q53EL6,469.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UK39,431.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8IZD4,617.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q96LB4,118.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q5VWX1,349.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H974,415.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8N442,669.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H361,631.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q8TBY0,533.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q9NSD9,589.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q5W0B1,726.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q5T200,1668.0,unknown,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q2TBE0,894.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q96GW9,593.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P47974,494.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
F8W8I6,385.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BVS4,552.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P49792,3224.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8TF42,649.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8NCE0,465.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q68D06,897.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BYG3,293.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8TEQ6,1508.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8IUH3,476.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H2H8,161.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P83369,360.0,snRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
O95104,1147.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
O43541,496.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,1,0.4083565877009614
Q9NRX2,175.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O60841,1220.0,tRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q9UKZ1,510.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q86SE8,214.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q14974,876.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NZI8,577.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q5SZQ8,465.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9HC44,474.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NP77,194.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15269,919.0,snoRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,1,0.7307639099095689
Q15424,915.0,mRNA,SEG_intermediate,1,2,1,2,3,2,3,2,3,3,-1,0.0
P25311,298.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O75127,700.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P52435,117.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8N6W0,485.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96EF6,278.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96SR6,550.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q3MHD2,195.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q71RC2,724.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q6V9R5,426.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NQ29,371.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q9UBU9,619.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9HCJ3,691.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,0.41207592494635875
O14979,420.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q8TDG4,1101.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9Y3D5,142.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q6I9Y2,204.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96IZ7,334.0,mRNA,SEG_intermediate,0,1,2,1,2,1,2,1,5,2,-1,0.0
A0AV96,593.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,1.0
Q8TBZ5,544.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O75394,65.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8TAD8,396.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
P61221,599.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P62312,80.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P62266,143.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O14776,1098.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
O15455,904.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
A0A0A0MQZ6,189.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O95391,586.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q8TA86,221.0,snRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q14296,549.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,0.5578901981635636
Q9H814,394.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
A0A087WT20,597.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8N5L8,163.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H898,229.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O94913,1555.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q96L21,214.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96CM3,377.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H1E1,156.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q86U44,580.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8WWH5,349.0,tRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9P2I0,782.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q7Z3Z4,852.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
H0Y2Q1,191.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BRS8,491.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P15918,1043.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q08AF3,891.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q6ZRY4,209.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q86TB9,770.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O43809,227.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P62314,119.0,snRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q05481,1191.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96N77,438.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q2NL82,804.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,1,1.0
Q14197,206.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15287,305.0,mRNA,SEG_intermediate,0,2,2,2,3,2,3,2,3,3,-1,0.0
Q1KMD3,747.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
P62487,172.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P51608,486.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q93091,150.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
A0A499FIA3,238.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P62310,102.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96MH2,286.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P12724,160.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P17480,764.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q96QU8,1125.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BVS5,477.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UQ80,394.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P46781,194.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15696,482.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
Q7Z570,1209.0,unknown,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,0.5951000235577435
P10153,161.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BXU2,312.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P17039,623.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O75526,392.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
O75817,140.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q92989,425.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BX10,602.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O95400,341.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BRZ2,755.0,unknown,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,0.4156428428013729
Q9H5L6,903.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15365,356.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NYK5,338.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15393,1217.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q16637,294.0,snRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
Q9HC36,420.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96AZ6,181.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O43447,177.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BRJ7,211.0,snoRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BTL3,118.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O60294,686.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NZJ5,1116.0,mRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q01780,885.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P47897,775.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q16600,458.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P26368,475.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
P13639,858.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
F5H0R1,912.0,snRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,0.3810052066446962
Q96DU9,382.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UNX4,943.0,snoRNA,SEG_intermediate,1,2,1,2,3,2,3,2,3,3,-1,0.0
Q96DV4,380.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O14893,280.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q7L2J0,689.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O15235,138.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q6L8Q7,609.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q9BWF3,364.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,0.5859939439617473
Q9UI30,125.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O14746,1132.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96IZ6,378.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8IUX4,373.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O95149,360.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q969S3,477.0,unknown,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,1,0.8705531149821056
Q32MZ4,808.0,ncRNA,SEG_intermediate,1,2,0,2,3,2,3,2,3,3,-1,0.0
Q9UL03,887.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O43290,800.0,snRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
Q9BQ04,359.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
O15116,133.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8WW27,367.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BUQ8,820.0,snRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q9BQC6,102.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O15446,510.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8IY37,1157.0,snoRNA,SEG_intermediate,1,2,1,2,3,2,3,2,3,3,-1,0.0
Q6ZNH5,498.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9HA38,289.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8TDE3,154.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q12972,351.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96PK6,669.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
Q96G46,650.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q00341,1268.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P52594,562.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9UHB9,627.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q8N5Y2,521.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H2W6,279.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q7L0Y3,403.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q7Z7L1,901.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q86YN6,1023.0,unknown,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q53GS9,565.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q14103,355.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
O60930,286.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8N8L2,437.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q969Y2,492.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q07666,443.0,mRNA,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
P43897,325.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q13064,507.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,2,0.41115805129516575
A0A384DVK4,778.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8NBJ9,832.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q9UBP6,276.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P78317,190.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q92665,395.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9NPD3,245.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q12996,717.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q13151,305.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
Q5ST30,1063.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O95363,451.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
F8W8D3,277.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15022,739.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q8N8U3,475.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9HAZ1,481.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O75643,2136.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8N2A8,252.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
Q5PRF9,694.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P82912,194.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O94762,991.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9BUL9,199.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q7Z6E9,1792.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q9Y3T9,749.0,pre-rRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,1,1.0
O75818,363.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q93062,196.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96EL2,167.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
O75569,313.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96I24,572.0,mRNA,SEG_intermediate,1,2,1,3,1,4,1,4,1,5,-1,0.0
P19338,710.0,snoRNA,SEG_intermediate,1,1,2,1,2,1,2,1,5,2,-1,0.0
Q9Y265,456.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96E39,390.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P62244,130.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P16383,781.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q13435,895.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q8NC26,417.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96BK5,328.0,ncRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H649,340.0,unknown,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q7KZ85,1726.0,mRNA,SEG_intermediate,1,1,2,1,2,1,2,1,2,2,-1,0.0
Q969L4,123.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9H0S4,455.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q15910,746.0,ncRNA,SEG_intermediate,1,2,1,3,1,4,4,4,4,5,-1,0.0
Q9Y3D9,190.0,ribosomal protein,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8NAF0,562.0,unknown,SEG_intermediate,1,2,2,2,3,2,3,2,3,3,-1,0.0
Q9Y6M1,599.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9Y2Z4,477.0,tRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q6ZP01,1051.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q96SI9,672.0,mRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q9Y3A4,280.0,pre-rRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
P57678,1058.0,snRNA,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
Q8TF46,1054.0,diverse,SEG_intermediate,0,2,0,3,0,3,0,3,0,4,0,1.0
