protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__glycine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q9HC44,474.0,0,4,100,25.0,0.2109704641350211,3+,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040000000000000015,0.3,False
Q9NP77,194.0,1,1,127,127.0,0.654639175257732,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09448818897637795,0.3149606299212598,False
Q15269,919.0,0,7,263,37.57142857142857,0.28618063112078346,3+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.034220532319391636,0.22433460076045628,False
Q15424,915.0,4,5,535,107.0,0.5846994535519126,3+,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,-0.09532710280373835,0.36074766355140186,False
P25311,298.0,1,1,13,13.0,0.0436241610738255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07692307692307693,0.07692307692307693,False
Q9NQ29,371.0,2,1,257,257.0,0.692722371967655,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1167315175097276,0.4669260700389105,False
Q9UBU9,619.0,0,7,364,52.0,0.5880452342487884,3+,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.027472527472527472,0.2802197802197802,False
Q9HCJ3,691.0,3,7,146,20.857142857142858,0.21128798842257598,3+,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-6.083413833562501e-18,0.2328767123287671,False
O14979,420.0,2,2,414,207.0,0.9857142857142858,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04589371980676329,0.24879227053140096,False
Q8TDG4,1101.0,1,2,190,95.0,0.17257039055404177,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.07368421052631578,0.29473684210526313,False
O14776,1098.0,1,1,101,101.0,0.09198542805100182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06930693069306931,0.4257425742574257,False
O15455,904.0,2,3,897,299.0,0.9922566371681416,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033444816053511722,0.1884057971014493,False
A0A0A0MQZ6,189.0,2,1,189,189.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18518518518518517,0.4074074074074074,False
O95391,586.0,2,6,471,78.5,0.8037542662116041,3+,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.006369426751592354,0.35881104033970274,False
O94913,1555.0,0,1,169,169.0,0.10868167202572347,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011834319526627222,0.1656804733727811,False
Q8WWH5,349.0,1,2,29,14.5,0.0830945558739255,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03448275862068963,0.24137931034482757,False
Q9P2I0,782.0,1,1,15,15.0,0.01918158567774936,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.2666666666666667,False
Q7Z3Z4,852.0,3,5,79,15.8,0.09272300469483569,3+,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.08860759493670887,0.16455696202531644,False
H0Y2Q1,191.0,3,5,89,17.8,0.46596858638743455,3+,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.011235955056179771,0.16853932584269662,False
Q9BRS8,491.0,3,13,402,30.923076923076923,0.8187372708757638,3+,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.012437810945273641,0.291044776119403,False
P15918,1043.0,4,7,224,32.0,0.21476510067114093,3+,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.08928571428571429,0.2678571428571429,False
Q08AF3,891.0,4,2,27,13.5,0.030303030303030304,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.1111111111111111,0.3333333333333333,False
Q6ZRY4,209.0,0,1,119,119.0,0.569377990430622,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01680672268907563,0.2352941176470588,False
Q93091,150.0,1,1,13,13.0,0.08666666666666667,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1538461538461539,0.1538461538461539,False
A0A499FIA3,238.0,1,1,25,25.0,0.10504201680672269,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08,0.24,False
P17480,764.0,4,1,14,14.0,0.01832460732984293,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428571428571428,0.5714285714285714,False
Q96QU8,1125.0,3,18,340,18.88888888888889,0.3022222222222222,3+,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.00882352941176471,0.19705882352941176,False
Q9BXU2,312.0,1,5,98,19.6,0.3141025641025641,3+,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.03061224489795917,0.13265306122448978,False
P17039,623.0,0,2,30,15.0,0.048154093097913325,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.36666666666666664,False
Q15393,1217.0,0,3,340,113.33333333333333,0.27937551355792933,3+,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008823529411764716,0.2323529411764706,False
Q16637,294.0,2,1,294,294.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006802721088435374,0.21768707482993196,False
Q9HC36,420.0,3,4,148,37.0,0.3523809523809524,3+,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.040540540540540536,0.31081081081081086,False
Q96AZ6,181.0,0,3,52,17.333333333333332,0.287292817679558,3+,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.038461538461538464,0.2692307692307693,False
Q9NZJ5,1116.0,2,3,877,292.3333333333333,0.78584229390681,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039908779931584946,0.2725199543899658,False
P13639,858.0,0,2,141,70.5,0.16433566433566432,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014184397163120567,0.22695035460992907,False
F5H0R1,912.0,0,1,12,12.0,0.013157894736842105,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666667,0.1666666666666667,False
Q9UNX4,943.0,3,10,524,52.4,0.5556733828207847,3+,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.019083969465648852,0.29389312977099236,False
Q6L8Q7,609.0,3,4,74,18.5,0.12151067323481117,3+,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.06756756756756757,0.22972972972972974,False
O14746,1132.0,0,2,142,71.0,0.1254416961130742,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915492957746479,0.2887323943661972,False
Q32MZ4,808.0,1,2,562,281.0,0.6955445544554455,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.12989323843416367,0.3469750889679716,False
Q9UL03,887.0,1,5,472,94.4,0.532130777903044,3+,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0042372881355932195,0.211864406779661,False
Q9BUQ8,820.0,0,1,385,385.0,0.4695121951219512,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005194805194805195,0.2753246753246753,False
Q9BQC6,102.0,2,1,102,102.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1176470588235294,0.2941176470588235,False
O15446,510.0,4,2,503,251.5,0.9862745098039216,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.00198807157057654,0.28429423459244535,False
Q8IY37,1157.0,4,2,260,130.0,0.2247191011235955,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.003846153846153853,0.3423076923076923,False
Q96PK6,669.0,1,1,75,75.0,0.11210762331838565,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09333333333333334,0.3066666666666666,False
Q96G46,650.0,4,3,166,55.333333333333336,0.2553846153846154,3+,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.012048192771084333,0.3132530120481928,False
Q00341,1268.0,0,1,14,14.0,0.011041009463722398,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07142857142857142,0.21428571428571427,False
Q9UHB9,627.0,4,7,122,17.428571428571427,0.19457735247208932,3+,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.008196721311475412,0.30327868852459017,False
Q8N5Y2,521.0,4,1,15,15.0,0.028790786948176585,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1333333333333333,0.2666666666666667,False
Q9H2W6,279.0,0,1,16,16.0,0.05734767025089606,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0625,0.0625,False
Q86YN6,1023.0,4,2,36,18.0,0.03519061583577713,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.02777777777777775,0.25,False
Q969Y2,492.0,0,4,257,64.25,0.5223577235772358,3+,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.023346303501945522,0.22568093385214008,False
Q07666,443.0,2,2,440,220.0,0.9932279909706546,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00909090909090909,0.2545454545454545,False
P43897,325.0,2,1,325,325.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012307692307692311,0.2215384615384615,False
Q13064,507.0,1,1,299,299.0,0.5897435897435898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04347826086956522,0.2107023411371237,False
A0A384DVK4,778.0,1,2,252,126.0,0.32390745501285345,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.09523809523809523,0.1984126984126984,False
Q9UBP6,276.0,1,1,15,15.0,0.05434782608695652,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.2,False
P78317,190.0,1,1,52,52.0,0.2736842105263158,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0.2307692307692308,False
Q92665,395.0,2,2,304,152.0,0.769620253164557,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.016447368421052638,0.3125,False
Q9NPD3,245.0,2,1,245,245.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163265306122449,0.2285714285714286,False
Q12996,717.0,2,2,709,354.5,0.9888423988842399,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007052186177715092,0.2947813822284908,False
Q13151,305.0,2,1,305,305.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02950819672131148,0.1934426229508197,False
Q5ST30,1063.0,0,2,549,274.5,0.5164628410159925,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007285974499089253,0.21493624772313297,False
O95363,451.0,0,1,14,14.0,0.031042128603104215,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.21428571428571427,False
O75643,2136.0,1,1,16,16.0,0.00749063670411985,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0625,0.3125,False
Q8N2A8,252.0,1,1,18,18.0,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666667,0.1666666666666667,False
P82912,194.0,1,1,25,25.0,0.12886597938144329,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.24,False
O94762,991.0,2,3,686,228.66666666666666,0.6922300706357215,3+,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008746355685131196,0.27405247813411077,False
Q7Z6E9,1792.0,3,6,245,40.833333333333336,0.13671875,3+,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.004081632653061225,0.2,False
O75818,363.0,1,1,14,14.0,0.03856749311294766,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21428571428571427,0.21428571428571427,False
Q9Y265,456.0,1,1,172,172.0,0.37719298245614036,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04069767441860465,0.25,False
Q96E39,390.0,2,2,260,130.0,0.6666666666666666,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.06153846153846154,0.2923076923076923,False
P16383,781.0,1,1,21,21.0,0.026888604353393086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047619047619047616,0.23809523809523808,False
Q8NC26,417.0,4,2,24,12.0,0.05755395683453238,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.25,False
Q7KZ85,1726.0,1,3,65,21.666666666666668,0.03765932792584009,3+,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15384615384615385,0.27692307692307694,False
Q9Y6M1,599.0,1,1,12,12.0,0.02003338898163606,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666667,0.3333333333333333,False
P57678,1058.0,1,1,6,6.0,0.005671077504725898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666667,0.1666666666666667,False
Q8TF46,1054.0,2,5,851,170.2,0.8074003795066413,3+,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023501762632197415,0.2679200940070506,False
P49411,455.0,0,5,82,16.4,0.18021978021978022,3+,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.012195121951219513,0.25609756097560976,False
Q07864,2286.0,1,9,152,16.88888888888889,0.06649168853893263,3+,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.019736842105263153,0.21710526315789475,False
Q9H9L3,353.0,1,1,15,15.0,0.042492917847025496,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2666666666666667,0.4,False
Q8TDD1,881.0,2,1,648,648.0,0.735527809307605,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05092592592592592,0.3132716049382716,False
Q14258,630.0,1,1,24,24.0,0.0380952380952381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1666666666666667,0.25,False
Q96MX3,618.0,0,3,62,20.666666666666668,0.10032362459546926,3+,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.22580645161290325,False
Q7Z7H8,261.0,4,1,18,18.0,0.06896551724137931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05555555555555555,0.05555555555555555,False
Q8WWY3,499.0,1,1,10,10.0,0.02004008016032064,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.3,False
P62875,67.0,0,1,11,11.0,0.16417910447761194,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09090909090909091,0.09090909090909091,False
P52272,730.0,0,1,13,13.0,0.01780821917808219,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1538461538461539,0.3076923076923077,False
Q8NDV7,1962.0,4,3,60,20.0,0.03058103975535168,3+,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.18333333333333332,0.31666666666666665,False
Q6P9B9,1019.0,0,4,141,35.25,0.13837095191364082,3+,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.007092198581560285,0.1347517730496454,False
Q9NRA8,985.0,4,3,610,203.33333333333334,0.6192893401015228,3+,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.01639344262295082,0.28852459016393445,False
Q9UBC3,853.0,1,2,416,208.0,0.4876905041031653,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016826923076923076,0.25240384615384615,False
O94992,359.0,4,4,162,40.5,0.45125348189415043,3+,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.04938271604938273,0.2839506172839506,False
Q9UJV9,622.0,3,5,143,28.6,0.22990353697749197,3+,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.027972027972027972,0.27972027972027974,False
Q6GMV3,140.0,0,2,54,27.0,0.38571428571428573,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518518518518517,0.16666666666666666,False
Q5T1V6,619.0,3,8,220,27.5,0.3554119547657512,3+,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4.037174635000569e-18,0.2727272727272727,False
B0QYK0,618.0,0,4,383,95.75,0.6197411003236246,3+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0626631853785901,0.15143603133159267,False
Q6ZSC3,357.0,1,1,75,75.0,0.21008403361344538,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01333333333333333,0.28,False
P26641,437.0,0,2,29,14.5,0.06636155606407322,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.034482758620689655,0.3793103448275862,False
Q14147,1143.0,3,11,189,17.181818181818183,0.16535433070866143,3+,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.03703703703703703,0.19576719576719576,False
P84022,425.0,1,4,111,27.75,0.2611764705882353,3+,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09009009009009009,0.23423423423423423,False
Q71DI3,136.0,1,2,27,13.5,0.19852941176470587,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2222222222222223,0.2222222222222223,False
Q9NQ50,206.0,4,1,13,13.0,0.06310679611650485,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3076923076923077,0.4615384615384616,False
F8W6I7,307.0,3,7,125,17.857142857142858,0.40716612377850164,3+,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.04,0.216,False
P52815,198.0,0,2,56,28.0,0.2828282828282828,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.05357142857142857,0.19642857142857142,False
Q7Z4G4,463.0,1,1,17,17.0,0.0367170626349892,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.058823529411764705,0.2941176470588235,False
Q86XU0,584.0,0,2,40,20.0,0.0684931506849315,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17500000000000004,0.275,False
Q8WXA9,508.0,3,7,347,49.57142857142857,0.6830708661417323,3+,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.16426512968299709,0.49279538904899134,False
Q2NKX8,1250.0,1,4,63,15.75,0.0504,3+,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.11111111111111109,0.2698412698412698,False
Q6PKG0,1096.0,0,4,70,17.5,0.06386861313868614,3+,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.02857142857142857,0.2857142857142857,False
O15523,660.0,4,1,31,31.0,0.04696969696969697,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03225806451612903,0.4193548387096774,False
O43143,795.0,3,18,412,22.88888888888889,0.5182389937106918,3+,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-0.016990291262135932,0.25970873786407767,False
Q13523,1007.0,1,6,220,36.666666666666664,0.21847070506454816,3+,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.013636363636363622,0.3409090909090909,False
P82979,210.0,4,2,33,16.5,0.15714285714285714,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.30303030303030304,False
Q9NQM4,214.0,1,1,12,12.0,0.056074766355140186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1666666666666667,False
A2RTX5,802.0,0,9,198,22.0,0.24688279301745636,3+,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.025252525252525252,0.2878787878787879,False
P52597,415.0,0,1,18,18.0,0.043373493975903614,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1111111111111111,False
Q9NVN8,582.0,3,7,117,16.714285714285715,0.20103092783505155,3+,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.05128205128205128,0.23931623931623933,False
P68104,462.0,0,4,146,36.5,0.31601731601731603,3+,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.020547945205479447,0.19863013698630136,False
Q9Y388,322.0,4,4,49,12.25,0.15217391304347827,3+,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12244897959183676,0.4489795918367347,False
Q14684,758.0,3,9,510,56.666666666666664,0.6728232189973615,3+,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.04901960784313725,0.28823529411764703,False
Q86U06,439.0,2,1,439,439.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04100227790432802,0.2824601366742597,False
Q9BV44,507.0,2,3,495,165.0,0.9763313609467456,3+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.012121212121212121,0.26666666666666666,False
Q6IEG0,339.0,2,1,339,339.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.008849557522123894,0.3923303834808259,False
Q8TBZ8,553.0,2,1,446,446.0,0.8065099457504521,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04708520179372197,0.2802690582959641,False
Q17RN3,349.0,1,1,14,14.0,0.04011461318051576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857,False
P51508,661.0,1,1,60,60.0,0.0907715582450832,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,False
P35789,620.0,4,1,12,12.0,0.01935483870967742,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.08333333333333333,0.4166666666666667,False
P62316,118.0,1,1,14,14.0,0.11864406779661017,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21428571428571427,0.3571428571428572,False
H7BXY3,1166.0,4,1,20,20.0,0.017152658662092625,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.05,0.25,False
Q04637,1599.0,0,1,98,98.0,0.06128830519074421,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06122448979591838,0.3061224489795918,False
Q9UPY3,1922.0,0,2,670,335.0,0.3485952133194589,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.02238805970149254,0.2701492537313433,False
P49761,490.0,2,2,317,158.5,0.6469387755102041,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0031545741324921143,0.25552050473186116,False
Q7KZF4,910.0,2,5,505,101.0,0.554945054945055,3+,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02574257425742574,0.2712871287128713,False
Q9HAU5,1272.0,0,4,211,52.75,0.16588050314465408,3+,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.014218009478672982,0.27014218009478674,False
J3KP02,692.0,4,1,51,51.0,0.07369942196531792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0196078431372549,0.4117647058823529,False
Q14204,4646.0,1,26,791,30.423076923076923,0.17025398191993113,3+,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,-0.006321112515802787,0.2692793931731985,False
P18583,2426.0,4,2,30,15.0,0.01236603462489695,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09999999999999996,0.23333333333333334,False
P26599,557.0,0,2,44,22.0,0.07899461400359066,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.04545454545454545,0.1363636363636364,False
O75437,659.0,0,9,227,25.22222222222222,0.34446130500758726,3+,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14537444933920704,0.31277533039647576,False
Q6NZI2,390.0,4,6,179,29.833333333333332,0.45897435897435895,3+,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,-0.027932960893854754,0.3407821229050279,False
