protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
P31942,346.0,2,2,149,74.5,0.430635838150289,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.006711409395973154,0.16778523489932887,False
P78332,1123.0,3,3,384,128.0,0.3419412288512912,3+,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.023437499999999986,0.4296875,False
O94906,941.0,1,1,99,99.0,0.10520722635494155,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12121212121212119,0.5050505050505051,False
Q8TBF4,217.0,0,1,88,88.0,0.4055299539170507,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07954545454545454,0.5113636363636364,False
Q5T8P6,1007.0,1,4,375,93.75,0.3723932472691162,3+,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.03466666666666668,0.392,False
A7MD48,611.0,0,1,523,523.0,0.855973813420622,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2045889101338432,0.3231357552581262,False
Q5VZF2,373.0,2,1,37,37.0,0.09919571045576407,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05405405405405406,0.05405405405405406,False
Q86U38,636.0,1,1,20,20.0,0.031446540880503145,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.7,False
A0A0A0MQW0,576.0,0,2,174,87.0,0.3020833333333333,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.022988505747126436,0.19540229885057467,False
P37108,136.0,2,2,105,52.5,0.7720588235294118,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.29523809523809524,False
Q92620,1227.0,3,3,473,157.66666666666666,0.3854930725346373,3+,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0042283298097251605,0.4820295983086681,False
Q8WYQ9,949.0,3,2,880,440.0,0.9272918861959958,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.006818181818181818,0.14318181818181816,False
Q9ULX3,412.0,1,1,37,37.0,0.08980582524271845,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4594594594594595,0.6216216216216216,False
O43823,692.0,0,2,393,196.5,0.5679190751445087,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.07888040712468193,0.37404580152671757,False
Q96L12,384.0,1,1,43,43.0,0.11197916666666667,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2325581395348837,0.5581395348837209,False
Q9H0W8,520.0,2,1,75,75.0,0.14423076923076922,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02666666666666667,0.2133333333333333,False
Q15427,424.0,2,1,209,209.0,0.49292452830188677,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430622009569378,0.0430622009569378,False
P41214,584.0,1,1,46,46.0,0.07876712328767123,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2391304347826087,0.4130434782608696,False
P62979,156.0,4,1,43,43.0,0.27564102564102566,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3953488372093023,0.5348837209302325,False
Q9HC10,1997.0,3,2,168,84.0,0.08412618928392589,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.07142857142857142,0.44047619047619047,False
P82675,430.0,4,1,81,81.0,0.1883720930232558,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1851851851851852,0.4567901234567901,False
Q9P0L1,754.0,1,1,59,59.0,0.07824933687002653,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1694915254237288,0.4745762711864407,False
Q96HR8,494.0,3,4,275,68.75,0.5566801619433198,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.06181818181818182,0.20727272727272725,False
Q96NC0,199.0,4,1,81,81.0,0.40703517587939697,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.024691358024691357,0.6172839506172839,False
Q9ULW3,272.0,1,1,33,33.0,0.1213235294117647,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4545454545454545,0.5151515151515151,False
Q5C9Z4,860.0,1,2,251,125.5,0.29186046511627906,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03585657370517927,0.4900398406374502,False
Q9NZB2,1118.0,0,4,301,75.25,0.2692307692307692,3+,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.03322259136212625,0.1528239202657807,False
P49589,748.0,0,1,89,89.0,0.11898395721925134,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05617977528089887,0.5280898876404494,False
Q9C0D7,883.0,1,2,244,122.0,0.27633069082672707,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.024590163934426236,0.23770491803278684,False
Q13405,166.0,3,1,31,31.0,0.18674698795180722,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1935483870967742,False
Q53EL6,469.0,3,1,75,75.0,0.15991471215351813,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.01333333333333333,0.3066666666666666,False
Q9UK39,431.0,0,1,53,53.0,0.12296983758700696,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11320754716981128,0.11320754716981128,False
Q8IZD4,617.0,0,1,87,87.0,0.14100486223662884,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.22988505747126442,False
Q96LB4,118.0,4,1,49,49.0,0.4152542372881356,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16326530612244897,0.5714285714285714,False
Q5VWX1,349.0,3,1,52,52.0,0.1489971346704871,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1346153846153846,0.1346153846153846,False
Q8TBY0,533.0,2,1,11,11.0,0.020637898686679174,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09090909090909091,0.09090909090909091,False
Q5W0B1,726.0,0,2,581,290.5,0.800275482093664,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.025817555938037865,0.2977624784853701,False
Q5T200,1668.0,1,1,1410,1410.0,0.8453237410071942,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01914893617021277,0.5028368794326241,False
Q2TBE0,894.0,3,1,533,533.0,0.5961968680089486,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01688555347091933,0.4071294559099437,False
P47974,494.0,2,4,285,71.25,0.5769230769230769,3+,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-0.028070175438596492,0.06315789473684211,False
Q9BVS4,552.0,1,1,161,161.0,0.2916666666666667,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1863354037267081,0.3850931677018634,False
P49792,3224.0,3,4,1196,299.0,0.3709677419354839,3+,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.042642140468227424,0.2633779264214047,False
Q9BYG3,293.0,4,1,78,78.0,0.26621160409556316,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2692307692307692,0.4230769230769231,False
Q8TEQ6,1508.0,0,4,250,62.5,0.16578249336870027,3+,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.06800000000000002,0.348,False
P83369,360.0,0,2,122,61.0,0.3388888888888889,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.09016393442622951,0.2540983606557377,False
O95104,1147.0,3,6,819,136.5,0.7140366172624237,3+,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0.03907203907203907,0.2442002442002442,False
O43541,496.0,2,1,32,32.0,0.06451612903225806,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0625,0.25,False
O60841,1220.0,0,1,626,626.0,0.5131147540983606,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.052715654952076675,0.5543130990415336,False
Q9UKZ1,510.0,2,2,83,41.5,0.1627450980392157,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.03614457831325301,0.13253012048192772,False
Q86SE8,214.0,1,2,123,61.5,0.5747663551401869,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.06504065040650407,0.5528455284552846,False
Q5SZQ8,465.0,2,3,248,82.66666666666667,0.5333333333333333,3+,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.056451612903225805,False
Q9HC44,474.0,3,1,311,311.0,0.6561181434599156,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04823151125401929,0.2347266881028939,False
Q15269,919.0,1,1,31,31.0,0.03373231773667029,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3225806451612903,0.6451612903225806,False
Q15424,915.0,3,2,792,396.0,0.8655737704918033,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.05303030303030303,0.40404040404040403,False
O75127,700.0,3,1,52,52.0,0.07428571428571429,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.19230769230769232,0.2692307692307692,False
Q71RC2,724.0,1,1,265,265.0,0.3660220994475138,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.007547169811320755,0.2264150943396226,False
Q9NQ29,371.0,0,2,226,113.0,0.6091644204851752,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.11946902654867257,0.5353982300884956,False
Q9HCJ3,691.0,2,2,213,106.5,0.30824891461649784,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.004694835680751174,0.13615023474178398,False
O14979,420.0,2,1,90,90.0,0.21428571428571427,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03333333333333333,0.1222222222222222,False
Q8TDG4,1101.0,0,1,116,116.0,0.10535876475930972,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.008620689655172414,0.2844827586206897,False
Q6I9Y2,204.0,3,1,128,128.0,0.6274509803921569,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546875,0.3984375,False
Q96IZ7,334.0,4,1,297,297.0,0.8892215568862275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1548821548821549,0.4511784511784512,False
A0AV96,593.0,3,1,95,95.0,0.16020236087689713,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03157894736842105,0.03157894736842105,False
Q8TAD8,396.0,1,2,192,96.0,0.48484848484848486,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04166666666666663,0.4583333333333334,False
O14776,1098.0,0,4,897,224.25,0.8169398907103825,3+,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4.950827311594901e-19,0.2898550724637681,False
A0A0A0MQZ6,189.0,4,1,131,131.0,0.6931216931216931,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2366412213740458,0.4503816793893129,False
O95391,586.0,1,2,170,85.0,0.2901023890784983,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.01764705882352939,0.4999999999999999,False
Q8TA86,221.0,4,2,100,50.0,0.45248868778280543,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.59,False
Q14296,549.0,2,1,10,10.0,0.018214936247723135,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,False
Q9H814,394.0,3,2,177,88.5,0.44923857868020306,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.03389830508474576,0.4406779661016949,False
A0A087WT20,597.0,4,1,86,86.0,0.1440536013400335,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1976744186046512,0.3837209302325582,False
O94913,1555.0,3,4,700,175.0,0.45016077170418006,3+,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.045714285714285735,0.3171428571428571,False
Q86U44,580.0,0,1,112,112.0,0.19310344827586207,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2678571428571428,False
Q8WWH5,349.0,2,1,73,73.0,0.20916905444126074,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0273972602739726,0.136986301369863,True
Q9P2I0,782.0,0,2,192,96.0,0.24552429667519182,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.140625,0.45312500000000006,False
Q9BRS8,491.0,0,2,190,95.0,0.3869653767820774,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11052631578947367,0.3,False
Q6ZRY4,209.0,2,1,18,18.0,0.0861244019138756,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.05555555555555555,0.05555555555555555,False
Q86TB9,770.0,0,2,281,140.5,0.36493506493506495,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07473309608540923,0.2313167259786477,False
P62314,119.0,2,1,32,32.0,0.2689075630252101,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4375,0.5,False
Q05481,1191.0,3,1,579,579.0,0.48614609571788414,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1260794473229706,0.3298791018998273,False
Q2NL82,804.0,1,2,224,112.0,0.27860696517412936,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892857142857143,0.4375,False
Q15287,305.0,4,3,224,74.66666666666667,0.7344262295081967,3+,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25892857142857145,0.38392857142857145,False
Q1KMD3,747.0,1,3,308,102.66666666666667,0.41231593038821956,3+,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.09090909090909086,0.38961038961038963,False
P51608,486.0,0,3,396,132.0,0.8148148148148148,3+,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.09595959595959594,0.33838383838383845,False
Q96MH2,286.0,0,1,189,189.0,0.6608391608391608,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02116402116402116,0.3703703703703703,False
P17480,764.0,0,1,668,668.0,0.8743455497382199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.01347305389221557,0.4146706586826348,False
Q9UQ80,394.0,4,1,33,33.0,0.08375634517766498,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2121212121212121,0.4545454545454545,False
Q15696,482.0,1,2,273,136.5,0.5663900414937759,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.1282051282051282,0.5311355311355311,False
Q7Z570,1209.0,0,6,473,78.83333333333333,0.391232423490488,3+,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.025369978858350947,0.32558139534883723,False
O75526,392.0,2,2,52,26.0,0.1326530612244898,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.15384615384615385,0.2692307692307692,False
Q9BX10,602.0,2,1,42,42.0,0.06976744186046512,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21428571428571427,0.21428571428571427,False
O95400,341.0,1,1,17,17.0,0.04985337243401759,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5294117647058824,0.6470588235294118,False
Q9BRZ2,755.0,1,2,174,87.0,0.2304635761589404,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.06321839080459767,0.3620689655172414,False
Q16637,294.0,2,3,110,36.666666666666664,0.3741496598639456,3+,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.06363636363636364,0.20909090909090908,False
Q9BTL3,118.0,3,1,47,47.0,0.3983050847457627,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148936170212766,0.2765957446808511,False
Q9NZJ5,1116.0,0,2,227,113.5,0.20340501792114696,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.06167400881057269,0.2202643171806167,False
Q01780,885.0,0,1,142,142.0,0.16045197740112993,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1126760563380282,0.3661971830985916,False
P26368,475.0,3,1,83,83.0,0.17473684210526316,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3012048192771085,0.5903614457831325,False
F5H0R1,912.0,2,1,82,82.0,0.08991228070175439,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.10975609756097558,0.1341463414634146,False
Q9UNX4,943.0,1,2,97,48.5,0.10286320254506894,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.010309278350515427,0.5051546391752577,False
Q7L2J0,689.0,0,3,205,68.33333333333333,0.29753265602322204,3+,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.07317073170731708,0.1902439024390244,False
Q6L8Q7,609.0,0,1,112,112.0,0.1839080459770115,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09821428571428571,0.2410714285714286,False
Q9BWF3,364.0,2,1,127,127.0,0.3489010989010989,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1417322834645669,False
O14746,1132.0,2,1,17,17.0,0.015017667844522967,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.1764705882352941,False
Q969S3,477.0,1,1,74,74.0,0.15513626834381553,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4054054054054054,0.5675675675675675,False
Q32MZ4,808.0,0,1,787,787.0,0.974009900990099,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09911054637865312,0.3608640406607371,False
O43290,800.0,0,1,630,630.0,0.7875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.03650793650793651,0.4015873015873016,False
Q9BQ04,359.0,3,1,105,105.0,0.2924791086350975,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01904761904761905,0.1142857142857143,False
Q9BUQ8,820.0,3,1,358,358.0,0.43658536585365854,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1005586592178771,0.5865921787709497,False
O15446,510.0,0,2,317,158.5,0.6215686274509804,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.02208201892744479,0.3501577287066246,False
Q8IY37,1157.0,1,4,238,59.5,0.20570440795159897,3+,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.033613445378151266,0.40336134453781514,False
Q9HA38,289.0,2,1,11,11.0,0.03806228373702422,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.09090909090909091,False
Q96PK6,669.0,3,1,346,346.0,0.5171898355754858,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02023121387283237,0.02601156069364162,False
P52594,562.0,3,1,423,423.0,0.7526690391459074,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004728132387706856,0.07092198581560284,False
Q9UHB9,627.0,2,1,27,27.0,0.0430622009569378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.03703703703703703,0.03703703703703703,False
Q8N5Y2,521.0,1,2,196,98.0,0.3761996161228407,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.061224489795918366,0.3469387755102041,False
Q7L0Y3,403.0,4,1,48,48.0,0.11910669975186104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.5208333333333334,False
Q86YN6,1023.0,1,3,253,84.33333333333333,0.24731182795698925,3+,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.13043478260869565,0.35177865612648224,False
Q53GS9,565.0,4,1,101,101.0,0.17876106194690267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07920792079207921,0.5148514851485149,False
Q14103,355.0,2,2,143,71.5,0.4028169014084507,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.006993006993006993,0.11888111888111891,False
Q07666,443.0,2,3,110,36.666666666666664,0.24830699774266365,3+,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.10000000000000003,0.11818181818181821,False
Q13064,507.0,3,1,199,199.0,0.39250493096646943,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03517587939698492,0.185929648241206,False
A0A384DVK4,778.0,0,3,472,157.33333333333334,0.6066838046272494,3+,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0677966101694915,0.3008474576271186,False
Q92665,395.0,4,1,31,31.0,0.07848101265822785,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.03225806451612903,0.5483870967741935,False
Q12996,717.0,0,1,68,68.0,0.09483960948396095,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1764705882352941,False
Q13151,305.0,2,1,124,124.0,0.4065573770491803,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06451612903225806,0.0967741935483871,False
Q15022,739.0,1,2,98,49.0,0.13261163734776726,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.10204081632653061,0.20408163265306123,False
Q8N8U3,475.0,0,1,197,197.0,0.4147368421052632,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1218274111675127,0.2639593908629442,False
Q9HAZ1,481.0,4,2,112,56.0,0.23284823284823286,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16964285714285715,0.41964285714285715,False
O75643,2136.0,1,1,49,49.0,0.02294007490636704,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4285714285714285,0.5102040816326531,False
Q5PRF9,694.0,0,2,159,79.5,0.22910662824207492,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.06918238993710694,0.16981132075471697,False
Q9BUL9,199.0,2,1,22,22.0,0.11055276381909548,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04545454545454546,0.04545454545454546,False
Q7Z6E9,1792.0,3,4,1361,340.25,0.7594866071428571,3+,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0.06980161645848641,0.36223365172667155,False
Q9Y3T9,749.0,1,2,235,117.5,0.3137516688918558,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20851063829787234,0.46382978723404256,False
Q93062,196.0,2,1,52,52.0,0.2653061224489796,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576923076923077,0.09615384615384616,False
Q96I24,572.0,3,1,80,80.0,0.13986013986013987,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125,0.1125,False
P19338,710.0,1,4,374,93.5,0.5267605633802817,3+,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.21390374331550802,0.5187165775401069,False
Q96E39,390.0,0,2,296,148.0,0.7589743589743589,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.057432432432432436,0.2736486486486486,False
P16383,781.0,1,2,277,138.5,0.3546734955185659,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.10108303249097472,0.3754512635379062,False
Q13435,895.0,1,8,704,88.0,0.7865921787709497,3+,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.019886363636363636,0.4034090909090909,False
Q96BK5,328.0,0,1,224,224.0,0.6829268292682927,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09821428571428571,0.4107142857142857,False
Q7KZ85,1726.0,3,4,554,138.5,0.320973348783314,3+,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15342960288808663,0.37364620938628157,False
